Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
MONS - FH01;NO CLUSTERS;1021779;BL0104;;564547;1021779;;;;Rue d'Enghien;2;;;;;Corinne Wylock;MDU;0;2;0;2;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1226643;BL0114;;565108;1226643;;;;Rue de la Couronne;10;;;;;Corinne Wylock;MDU;1;1;0;2;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1275451;BL0119;;565216;1275451;;;;Grand-Place;2;;;;;Corinne Wylock;SDU;1;0;0;1;;;;;N;;BUILDING template
MONS - FH01;NO CLUSTERS;1275453;BL0104;;26081952;1275453;;;;Grand-Place;21;;;;;Corinne Wylock;SDU;1;0;0;1;;;;;N;;BUILDING template
MONS - FH01;NO CLUSTERS;1275454;BL0119;;565218;1275454;;;;Grand-Place;1;;;;;Corinne Wylock;SDU;1;0;0;1;;;;;N;;BUILDING template
MONS - FH01;NO CLUSTERS;1275455;BL0102;;565219;1275455;;;;Grand-Place;18;;;;;Corinne Wylock;SDU;1;0;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1276711;BL0103;;27574694;1276711;31666086;05-07 rue des 4 fräres Aymond;;Rue des Quatre Fils Aymon;5;;;;;Corinne Wylock;MDU;1;0;0;1;;;;;N;;BUILDING template
MONS - FH01;BG Name diff;1276711;BL0103;;27574694;1276711;31666086;05-07 rue des 4 fräres Aymond;05-07 rue des 4 frËres Aymond;Rue des Quatre Fils Aymon;5;;;;;Corinne Wylock;MDU;1;0;0;1;1;0;0;1;N;N;BUILDING template
MONS - FH01;NO CLUSTERS;1283965;BL0113;;565393;1283965;;;;Rue de la ChaussÇe;56;;;;;Corinne Wylock;MDU;1;10;0;11;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1294675;BL0117;;565465;1294675;;;;Rue de Houdain;8;;;;;Corinne Wylock;SDU;0;1;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1299421;BL0103;;565505;1299421;;;;Rue de Nimy;39;;;;;Jasper Coopman;MDU;1;1;0;2;;;;;N;;BUILDING template
MONS - FH01;NO CLUSTERS;1305562;BL0107;;26081953;1305562;;;;Rue Marguerite Bervoets;15;;;;;Corinne Wylock;MDU;0;10;0;10;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1305688;BL0110;;26081954;1305688;;;;Rue de la Poterie;34;;;;;Corinne Wylock;MDU;0;8;0;8;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1305843;BL0107;;565566;1305843;;;;Rue des Gades;11;;;;;Corinne Wylock;SDU;0;1;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1322749;BL0105;;26081955;1322749;;;;Rue d'Enghien;49;;;;;Corinne Wylock;MDU;0;10;0;10;;;;;N;;BUILDING template
MONS - FH01;NO CLUSTERS;1348681;BL0107;;26081956;1348681;;;;Rue Notre Dame DÇbonnaire;13;;;;;Corinne Wylock;MDU;0;4;0;4;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1355333;BL0117;;566019;1355333;;;;Rue de Houdain;6;;;;;Corinne Wylock;MDU;1;1;0;2;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1358597;BL0117;;566042;1358597;;;;Rue de Houdain;26;;;;;Corinne Wylock;MDU;0;2;0;2;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1371233;BL0117;;566111;1371233;;;;Rue de la Coupe;47;;;;;Corinne Wylock;SDU;0;1;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1389754;BL0105;;566230;1389754;31666081;Hotel de GRATY 51 A- 51B -51 G- rue d' Enghien;;Rue d'Enghien;51;;;;;Corinne Wylock;MDU;0;22;0;22;;;;;N;;BUILDING template
MONS - FH01;NO CLUSTERS;1390209;BL0118;;26081957;1390209;;;;Rue de la Clef;15;;;;;Corinne Wylock;MDU;0;9;0;9;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1416;BL0112;;566240;1416;;;;Rue de la ChaussÇe;42;;;;;Corinne Wylock;SDU;1;0;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1448035;BL0118;;566318;1448035;31666092;Rue d'HavrÇ  -18-20;;Rue d'HavrÇ;18;;;;;Corinne Wylock;MDU;2;12;0;14;;;;;Y;;BUILDING template
MONS - FH01;BG Name diff;1448035;BL0118;;566318;1448035;31666092;Rue d'HavrÇ  -18-20;Rue d'HavrÈ  -18-20;Rue d'HavrÇ;18;;;;;Corinne Wylock;MDU;2;12;0;14;2;12;0;14;Y;Y;BUILDING template
MONS - FH01;NO CLUSTERS;1461913;BL0107;;566414;1461913;;;;Rue des Gades;9;;;;;Corinne Wylock;SDU;0;1;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1470575;BL0117;;566484;1470575;31666040;MarchÇ aux Herbes  11 -12;;MarchÇ aux Herbes;11;;;;;Corinne Wylock;MDU;1;0;0;1;;;;;Y;;BUILDING template
MONS - FH01;BG Name diff;1470575;BL0117;;566484;1470575;31666040;MarchÇ aux Herbes  11 -12;MarchÈ aux Herbes  11 -12;MarchÇ aux Herbes;11;;;;;Corinne Wylock;MDU;1;0;0;1;1;0;0;1;Y;Y;BUILDING template
MONS - FH01;NO CLUSTERS;1476338;BL0105;;26081958;1476338;;;;Rue d'Enghien;47;;;;;Corinne Wylock;MDU;0;5;0;5;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1497360;BL0105;;566683;1497360;;;;Rue d'Enghien;45;;;;;Corinne Wylock;MDU;0;3;0;3;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;1510998;BL0115;;566784;1510998;;;;Rue de la ChaussÇe;19;;;;;Corinne Wylock;SDU;1;0;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;193669;BL0104;;566888;193669;;;;Rue du Onze Novembre;2;;;;;Corinne Wylock;MDU;0;7;0;7;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;193670;BL0103;;566889;193670;;;;Rue du Onze Novembre;16;;;;;Corinne Wylock;SDU;0;1;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;193674;BL0104;;566891;193674;;;;Rue du Onze Novembre;4;;;;;Corinne Wylock;SDU;1;0;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;193678;BL0103;;566895;193678;;;;Rue du Onze Novembre;18;;;;;Corinne Wylock;SDU;0;1;0;1;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;193679;BL0103;;566896;193679;;;;Rue du Onze Novembre;12;;;;;Corinne Wylock;MDU;0;7;0;7;;;;;Y;;BUILDING template
MONS - FH01;NO CLUSTERS;193680;BL0104;;566897;193680;;;;Rue du Onze Novembre;8;;;;;Corinne Wylock;SDU;1;0;0;1;;;;;N;;BUILDING template
MONS - FH01;NO CLUSTERS;204685;BL0107;;567550;204685;31666044;Rampe Sainte Waudru  12-14;;Rampe Sainte Waudru;14;;;;;Corinne Wylock;MDU;2;0;0;2;;;;;N;;BUILDING template
