Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
EVERE - FH01;Units total diff;1119911;BL0126;2.0;966804;1119911;;Olympiadenlaan 10_Oud-Strijderslaan 135;Olympiadenlaan 10_Oud-Strijderslaan 135;Avenue des Olympiades - Olympiadenlaan;10;;C;;2019-09-05 16:45:14;Maayken Vanfleteren;MDU;1;0;0;1;1;0;3;4;N;N;BUILDING template
EVERE - FH01;Units su diff;1119911;BL0126;2.0;966804;1119911;;Olympiadenlaan 10_Oud-Strijderslaan 135;Olympiadenlaan 10_Oud-Strijderslaan 135;Avenue des Olympiades - Olympiadenlaan;10;;C;;2019-09-05 16:45:14;Maayken Vanfleteren;MDU;1;0;0;1;1;0;3;4;N;N;BUILDING template
EVERE - FH01;Quadrant diff;1623988;BL0122;5.0;5620867;1623988;;;;Avenue des Anciens Combattants - Oud-Strijderslaan;82;;C;A;2020-10-12;Marouane Zoubir;MDU;1;13;2;16;1;13;2;16;N;N;BUILDING template
;;;;;;;;;;Jules Bordetlaan - Avenue Jules Bordet;132;;;;;;;;;;;;;;;;;
;;;;;;;;;;Olympiadenlaan - Avenue des Olympiades;10;;;;;;;;;;;;;;;;;
;;;;;;;;;;Rue de Zaventem - Zaventemstraat;22;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zaventemstraat - Rue de Zaventem;38;;;;;;;;;;;;;;;;;
;;;;;;;;;;Artemislaan - Avenue Artemis;1;;;;;;;;;;;;;;;;;
;;;;;;;;;;Artemislaan - Avenue Artemis;13;;;;;;;;;;;;;;;;;
;;;;;;;;;;Artemislaan - Avenue Artemis;23;;;;;;;;;;;;;;;;;
;;;;;;;;;;Artemislaan - Avenue Artemis;31;;;;;;;;;;;;;;;;;
;;;;;;;;;;Artemislaan - Avenue Artemis;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;Artemislaan - Avenue Artemis;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;151;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;123;;;;;;;;;;;;;;;;;
;;;;;;;;;;Avenue du Cimetière de Bruxelles - Kerkhof van Brussellaan;135;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;153;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;155;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kerkhof van Brussellaan;157;;;;;;;;;;;;;;;;;
;;;;;;;;;;Avenue des Anciens Combattants - Oud-Strijderslaan;88;;;;;;;;;;;;;;;;;
;;;;;;;;;;Avenue Henry Dunant - Henry Dunantlaan;52;;;;;;;;;;;;;;;;;
;;;;;;;;;;Henry Dunantlaan - Avenue Henry Dunant;64;;;;;;;;;;;;;;;;;
;;;;;;;;;;Avenue Henry Dunant - Henry Dunantlaan;56;;;;;;;;;;;;;;;;;
;;;;;;;;;;Avenue Henry Dunant - Henry Dunantlaan;66;;;;;;;;;;;;;;;;;
;;;;;;;;;;Henry Dunantlaan - Avenue Henry Dunant;50;;;;;;;;;;;;;;;;;
;;;;;;;;;;Henry Dunantlaan - Avenue Henry Dunant;70;;;;;;;;;;;;;;;;;
;;;;;;;;;;Henry Dunantlaan - Avenue Henry Dunant;74;;;;;;;;;;;;;;;;;
;;;;;;;;;;Avenue Henry Dunant - Henry Dunantlaan;78;;;;;;;;;;;;;;;;;
;;;;;;;;;;Avenue Henry Dunant - Henry Dunantlaan;80;;;;;;;;;;;;;;;;;
;;;;;;;;;;Avenue Henry Dunant - Henry Dunantlaan;82;;;;;;;;;;;;;;;;;
;;;;;;;;;;Henry Dunantlaan - Avenue Henry Dunant;84;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;66;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;30;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;32;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kerkhof van Brussellaan - Avenue du Cimetière de Bruxelles;4;;;;;;;;;;;;;;;;;
;;;;;;;;;;Twee Huizenstraat - Rue des Deux Maisons;78;;;;;;;;;;;;;;;;;
;;;;;;;;;;Twee Huizenstraat - Rue des Deux Maisons;46;;;;;;;;;;;;;;;;;
;;;;;;;;;;Twee Huizenstraat - Rue des Deux Maisons;48;;;;;;;;;;;;;;;;;
;;;;;;;;;;Leuvensesteenweg - Chaussée de Louvain;815;;;;;;;;;;;;;;;;;
;;;;;;;;;;Leuvensesteenweg - Chaussée de Louvain;833;;;;;;;;;;;;;;;;;
;;;;;;;;;;Leuvensesteenweg - Chaussée de Louvain;835;;;;;;;;;;;;;;;;;
;;;;;;;;;;Leuvensesteenweg - Chaussée de Louvain;871;;;;;;;;;;;;;;;;;
;;;;;;;;;;Leuvensesteenweg - Chaussée de Louvain;873;;;;;;;;;;;;;;;;;
;;;;;;;;;;Leuvensesteenweg - Chaussée de Louvain;911;;;;;;;;;;;;;;;;;
