Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
KNOKKE-HEIST - FH04;Units total diff;2761483;BL0403;1.0;25756844;2761483;;;;Zeedijk-Knokke;668;;XA;;2020-10-15 13:50:12;Geert Stockman;MDU;0;16;1;17;0;16;0;16;Y;Y;BUILDING template
KNOKKE-HEIST - FH04;Units su diff;2761483;BL0403;1.0;25756844;2761483;;;;Zeedijk-Knokke;668;;XA;;2020-10-15 13:50:12;Geert Stockman;MDU;0;16;1;17;0;16;0;16;Y;Y;BUILDING template
;;;;;;;;;;Zeewindstraat;16;;;;;;;;;;;;;;;;;
;;;;;;;;;;Golvenstraat;19;;;;;;;;;;;;;;;;;
;;;;;;;;;;Lichttorenplein;6;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Het Zoute;767;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Het Zoute;715;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Het Zoute;724;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Het Zoute;737;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;249;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;111;;;;;;;;;;;;;;;;;
;;;;;;;;;;Albertplein;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;Albertplein;7;;;;;;;;;;;;;;;;;
;;;;;;;;;;Albertplein;8;;;;;;;;;;;;;;;;;
;;;;;;;;;;Albertplein;10;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antoine BrÚartstraat;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antoine BrÚartstraat;7;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antoine BrÚartstraat;8;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antoine BrÚartstraat;9;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antoine BrÚartstraat;10;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antoine BrÚartstraat;12;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antoine BrÚartstraat;13;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antoine BrÚartstraat;14;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antoine BrÚartstraat;17;;;;;;;;;;;;;;;;;
;;;;;;;;;;Van Bunnenplein;14;;;;;;;;;;;;;;;;;
;;;;;;;;;;Van Bunnenplein;15;;;;;;;;;;;;;;;;;
;;;;;;;;;;Van Bunnenplein;16;;;;;;;;;;;;;;;;;
;;;;;;;;;;Van Bunnenplein;17;;;;;;;;;;;;;;;;;
;;;;;;;;;;Van Bunnenplein;18;;;;;;;;;;;;;;;;;
;;;;;;;;;;Duindistelstraat;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;Duindistelstraat;7;;;;;;;;;;;;;;;;;
;;;;;;;;;;Duindistelstraat;9;;;;;;;;;;;;;;;;;
;;;;;;;;;;Duindistelstraat;10;;;;;;;;;;;;;;;;;
;;;;;;;;;;Duindistelstraat;11;;;;;;;;;;;;;;;;;
;;;;;;;;;;Duindistelstraat;12;;;;;;;;;;;;;;;;;
;;;;;;;;;;Duindistelstraat;15;;;;;;;;;;;;;;;;;
;;;;;;;;;;Ebbestraat;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;Ebbestraat;4;;;;;;;;;;;;;;;;;
;;;;;;;;;;Ebbestraat;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;Ebbestraat;8;;;;;;;;;;;;;;;;;
;;;;;;;;;;Golvenstraat;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;Golvenstraat;7;;;;;;;;;;;;;;;;;
;;;;;;;;;;Golvenstraat;9;;;;;;;;;;;;;;;;;
;;;;;;;;;;Golvenstraat;11;;;;;;;;;;;;;;;;;
;;;;;;;;;;Golvenstraat;13;;;;;;;;;;;;;;;;;
;;;;;;;;;;Golvenstraat;15;;;;;;;;;;;;;;;;;
;;;;;;;;;;Golvenstraat;17;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;651;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;653;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;654;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;657;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;658;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;660;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;662;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;663;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;664;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;666;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;667;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;668;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;669;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;672;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;675;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;676;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;682;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;684;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;686;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;689;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;690;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;691;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;692;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;693;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;694;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;695;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;696;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;697;;;;;;;;;;;;;;;;;
;;;;;;;;;;Zeedijk-Knokke;699;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;11;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;13;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;13;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;15;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;17;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;29;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;31;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;35;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;37;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;47;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;49;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;51;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;59;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;67;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;71;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;73;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;75;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;77;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;79;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;81;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;83;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;87;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;89;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;91;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;93;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;103;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;105;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;107;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;113;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;115;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;117;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;119;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;121;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;133;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;135;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;151;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;153;;;;;;;;;;;;;;;;;
;;;;;;;;;;Kustlaan;155;;;;;;;;;;;;;;;;;
