Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
NAMUR - FH10;NO CLUSTERS;1107673;;;37962329;1107673;;;;Rue Th‚odore Baron;2;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH10;NO BLOCKS;1107673;;;37962329;1107673;;;;Rue Th‚odore Baron;2;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
NAMUR - FH10;NO CLUSTERS;1107674;;;37962330;1107674;;;;Rue Th‚odore Baron;15;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO BLOCKS;1107674;;;37962330;1107674;;;;Rue Th‚odore Baron;15;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO CLUSTERS;1107675;;;37962331;1107675;;;;Rue Th‚odore Baron;16;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO BLOCKS;1107675;;;37962331;1107675;;;;Rue Th‚odore Baron;16;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO BLOCKS;1107676;;;37962332;1107676;;;;Rue Th‚odore Baron;13;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO CLUSTERS;1107676;;;37962332;1107676;;;;Rue Th‚odore Baron;13;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO BLOCKS;1119898;;;37965069;1119898;;;;Rue Saint-Martin(NR);2;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO CLUSTERS;1119898;;;37965069;1119898;;;;Rue Saint-Martin(NR);2;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO CLUSTERS;1119899;;;37962333;1119899;;;;Rue Saint-Martin(NR);16;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO BLOCKS;1119899;;;37962333;1119899;;;;Rue Saint-Martin(NR);16;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO CLUSTERS;1119900;;;37962334;1119900;;;;Rue Saint-Martin(NR);130;;;;;Tim Colliers;MDU;1;1;0;2;;;;;Y;;BUILDING template
NAMUR - FH10;NO BLOCKS;1119900;;;37962334;1119900;;;;Rue Saint-Martin(NR);130;;;;;Tim Colliers;MDU;1;1;0;2;;;;;Y;;BUILDING template
NAMUR - FH10;NO CLUSTERS;1119901;;;38709299;1119901;;;;Rue Saint-Martin(NR);1;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO BLOCKS;1119901;;;38709299;1119901;;;;Rue Saint-Martin(NR);1;;;;;Tim Colliers;SDU;0;1;0;1;;;;;N;;BUILDING template
NAMUR - FH10;NO CLUSTERS;1119903;;;37962335;1119903;;;;Avenue de la Plante(NR);60;;;;;Christophe Panis;MDU;2;19;0;21;;;;;N;;BUILDING template
NAMUR - FH10;NO BLOCKS;1119903;;;37962335;1119903;;;;Avenue de la Plante(NR);60;;;;;Christophe Panis;MDU;2;19;0;21;;;;;N;;BUILDING template
NAMUR - FH10;NO BLOCKS;1119904;;;37962336;1119904;;;;Avenue de la Plante(NR);59;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
