Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
LIÔGE - FH20;NO BLOCKS;1143514;;;504063;1143514;;;;Rue des Wallons;175;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH20;NO CLUSTERS;1143514;;;504063;1143514;;;;Rue des Wallons;175;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH20;NO BLOCKS;1145196;;;504065;1145196;;;;Rue Ambiorix;101;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH20;NO CLUSTERS;1145196;;;504065;1145196;;;;Rue Ambiorix;101;;;;;Tim Colliers;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH20;NO CLUSTERS;1145197;;;37395633;1145197;;;;Rue Ambiorix;37;;;;;Tim Colliers;MDU;1;3;0;4;;;;;Y;;BUILDING template
LIÔGE - FH20;NO BLOCKS;1145197;;;37395633;1145197;;;;Rue Ambiorix;37;;;;;Tim Colliers;MDU;1;3;0;4;;;;;Y;;BUILDING template
LIÔGE - FH20;NO CLUSTERS;1145198;;;504066;1145198;;;;Rue du Laveu;99;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH20;NO BLOCKS;1145198;;;504066;1145198;;;;Rue du Laveu;99;;;;;Christophe Panis;SDU;0;1;0;1;;;;;Y;;BUILDING template
LIÔGE - FH20;NO CLUSTERS;1145199;;;37400812;1145199;;;;Rue du Laveu;97;;;;;Christophe Panis;MDU;0;3;0;3;;;;;Y;;BUILDING template
LIÔGE - FH20;NO BLOCKS;1145199;;;37400812;1145199;;;;Rue du Laveu;97;;;;;Christophe Panis;MDU;0;3;0;3;;;;;Y;;BUILDING template
