Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
LEUVEN - FH04;BG Name diff;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Units bu diff;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Buildingtype diff;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Units su diff;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Units total diff;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Building Missing in IFH;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Units lu diff;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Quadrant diff;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Wall Mount diff;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;NO CLUSTERS;1050183;BL0009;;736842;1050183;;;;Dekenstraat;10;;;;;Joni Noe;SDU;0;1;0;1;;;;;Y;;BUILDING template
LEUVEN - FH04;Units bu diff;1050184;BL0005;;736843;1050184;;;;Frederik Lintsstraat;14;;;;;Bart Janse;SDU;1;0;0;1;;;;;Y;;BUILDING template
