Projectnummer;errors;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;BG Name IFH;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;Q IFH;SSV Date;Surveyor;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;IFH_BU;IFH_LU;IFH_SU;IFH_TOTAAL;Wall Mount;Wall Mount IFH;Opdrachttemplate
HASSELT - FH05;Units su diff;1164602;BL0006;1.0;379497;1164602;;;;Luikersteenweg;228;;;;2020-06-24 07:55:09;Dieu Jocelin;SDU;1;0;0;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Buildingtype diff;1164602;BL0006;1.0;379497;1164602;;;;Luikersteenweg;228;;;;2020-06-24 07:55:09;Dieu Jocelin;SDU;1;0;0;1;;;;;N;;BUILDING template
HASSELT - FH05;Units total diff;1164602;BL0006;1.0;379497;1164602;;;;Luikersteenweg;228;;;;2020-06-24 07:55:09;Dieu Jocelin;SDU;1;0;0;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;1323149;BL0001;1.0;379912;1323149;33626600;;;Anne Frankplein;11;;XC;;2020-06-29 13:45:28;Dieu Jocelin;MDU;1;7;1;9;1;7;1;9;N;N;BUILDING template
HASSELT - FH05;Buildingtype diff;2405870;BL0003;1.0;380820;2405870;;;;Gouverneur Roppesingel;131;;;;2020-06-16 09:05:05;Dieu Jocelin;SDU;1;0;0;1;;;;;N;;BUILDING template
HASSELT - FH05;Units total diff;2405870;BL0003;1.0;380820;2405870;;;;Gouverneur Roppesingel;131;;;;2020-06-16 09:05:05;Dieu Jocelin;SDU;1;0;0;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Units su diff;2405870;BL0003;1.0;380820;2405870;;;;Gouverneur Roppesingel;131;;;;2020-06-16 09:05:05;Dieu Jocelin;SDU;1;0;0;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2407173;BL0001;1.0;381361;2407173;33626600;;;Anne Frankplein;8;;XC;;2020-06-29 11:20:15;Dieu Jocelin;MDU;0;9;1;10;0;9;1;10;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2407175;BL0001;1.0;381362;2407175;33626600;;;Anne Frankplein;9;;XA;;2020-06-29 13:00:13;Dieu Jocelin;MDU;0;10;1;11;0;10;1;11;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2407176;BL0001;1.0;381363;2407176;33626600;;;Anne Frankplein;10;;XC;;2020-06-29 13:25:18;Dieu Jocelin;MDU;0;9;1;10;0;9;1;10;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2412597;BL0006;1.0;383388;2412597;;;;Danielsstraat;31;;D;;2020-06-03 11:15:33;Dieu Jocelin;MDU;0;6;0;6;0;6;0;6;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2423343;BL0003;1.0;386748;2423343;;;;Kroonwinningstraat;57;A;C;;2020-06-25 12:05:15;Dieu Jocelin;MDU;1;1;0;2;1;1;0;2;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2425666;BL0004;1.0;387352;2425666;;;;Lentestraat;7;;D;;2020-06-03 09:45:20;Dieu Jocelin;MDU;0;2;0;2;0;2;0;2;N;N;BUILDING template
HASSELT - FH05;Units total diff;2425674;BL0001;1.0;10522560;2425674;;;;Lentestraat;14;;;;2020-06-03 08:55:07;Dieu Jocelin;SDU;0;1;0;1;1;1;0;2;N;N;BUILDING template
HASSELT - FH05;Units bu diff;2425674;BL0001;1.0;10522560;2425674;;;;Lentestraat;14;;;;2020-06-03 08:55:07;Dieu Jocelin;SDU;0;1;0;1;1;1;0;2;N;N;BUILDING template
HASSELT - FH05;Buildingtype diff;2425674;BL0001;1.0;10522560;2425674;;;;Lentestraat;14;;;;2020-06-03 08:55:07;Dieu Jocelin;SDU;0;1;0;1;;;;;N;;BUILDING template
HASSELT - FH05;Units total diff;2425686;BL0001;1.0;387361;2425686;;;;Lentestraat;18;;D;;2020-06-03 09:05:15;Dieu Jocelin;MDU;1;2;0;3;1;1;0;2;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2425686;BL0001;1.0;387361;2425686;;;;Lentestraat;18;;D;;2020-06-03 09:05:15;Dieu Jocelin;MDU;1;2;0;3;1;1;0;2;N;N;BUILDING template
HASSELT - FH05;Units lu diff;2425686;BL0001;1.0;387361;2425686;;;;Lentestraat;18;;D;;2020-06-03 09:05:15;Dieu Jocelin;MDU;1;2;0;3;1;1;0;2;N;N;BUILDING template
HASSELT - FH05;Units total diff;2426288;BL0001;1.0;387546;2426288;33626278;Oude Luikerbaan 79-83;Oude Luikerbaan 79-83;Oude Luikerbaan;79;;C;;2020-06-15 09:10:08;Jo De Clippel;MDU;1;0;2;3;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2426288;BL0001;1.0;387546;2426288;33626278;Oude Luikerbaan 79-83;Oude Luikerbaan 79-83;Oude Luikerbaan;79;;C;;2020-06-15 09:10:08;Jo De Clippel;MDU;1;0;2;3;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Units su diff;2426288;BL0001;1.0;387546;2426288;33626278;Oude Luikerbaan 79-83;Oude Luikerbaan 79-83;Oude Luikerbaan;79;;C;;2020-06-15 09:10:08;Jo De Clippel;MDU;1;0;2;3;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Units total diff;2426291;BL0001;1.0;387547;2426291;33626278;;;Oude Luikerbaan;81;A;;;2020-06-15 08:40:10;Dieu Jocelin;SDU;1;0;0;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Buildingtype diff;2426291;BL0001;1.0;387547;2426291;33626278;;;Oude Luikerbaan;81;A;;;2020-06-15 08:40:10;Dieu Jocelin;SDU;1;0;0;1;;;;;N;;BUILDING template
HASSELT - FH05;Units su diff;2426291;BL0001;1.0;387547;2426291;33626278;;;Oude Luikerbaan;81;A;;;2020-06-15 08:40:10;Dieu Jocelin;SDU;1;0;0;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2426298;BL0003;1.0;387550;2426298;;;;Oude Luikerbaan;96;;XC;;2020-06-16;Dieu Jocelin;MDU;0;4;0;4;0;5;0;5;N;N;BUILDING template
HASSELT - FH05;Units lu diff;2426298;BL0003;1.0;387550;2426298;;;;Oude Luikerbaan;96;;XC;;2020-06-16;Dieu Jocelin;MDU;0;4;0;4;0;5;0;5;N;N;BUILDING template
HASSELT - FH05;Units total diff;2426298;BL0003;1.0;387550;2426298;;;;Oude Luikerbaan;96;;XC;;2020-06-16;Dieu Jocelin;MDU;0;4;0;4;0;5;0;5;N;N;BUILDING template
HASSELT - FH05;Units lu diff;2426310;BL0003;1.0;387555;2426310;;;;Oude Luikerbaan;102;;D;;2020-06-25 11:55:15;Dieu Jocelin;MDU;1;1;0;2;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2426310;BL0003;1.0;387555;2426310;;;;Oude Luikerbaan;102;;D;;2020-06-25 11:55:15;Dieu Jocelin;MDU;1;1;0;2;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Units su diff;2426310;BL0003;1.0;387555;2426310;;;;Oude Luikerbaan;102;;D;;2020-06-25 11:55:15;Dieu Jocelin;MDU;1;1;0;2;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2426313;BL0006;1.0;387557;2426313;;;;Oude Luikerbaan;105;;D;;2020-06-03 11:10:19;Dieu Jocelin;MDU;0;6;0;6;0;6;0;6;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;2426319;BL0003;1.0;10522561;2426319;;;;Oude Luikerbaan;118;;C;;2020-06-15 10:00:21;Dieu Jocelin;MDU;2;0;1;3;2;0;2;4;N;N;BUILDING template
HASSELT - FH05;Units total diff;2426319;BL0003;1.0;10522561;2426319;;;;Oude Luikerbaan;118;;C;;2020-06-15 10:00:21;Dieu Jocelin;MDU;2;0;1;3;2;0;2;4;N;N;BUILDING template
HASSELT - FH05;Units su diff;2426319;BL0003;1.0;10522561;2426319;;;;Oude Luikerbaan;118;;C;;2020-06-15 10:00:21;Dieu Jocelin;MDU;2;0;1;3;2;0;2;4;N;N;BUILDING template
HASSELT - FH05;Buildingtype diff;2426499;BL0005;1.0;387640;2426499;;;;Luikersteenweg;168;;;;2020-06-22 12:20:12;Jo De Clippel;SDU;0;1;0;1;;;;;N;;BUILDING template
HASSELT - FH05;Units total diff;2426499;BL0005;1.0;387640;2426499;;;;Luikersteenweg;168;;;;2020-06-22 12:20:12;Jo De Clippel;SDU;0;1;0;1;0;4;0;4;N;N;BUILDING template
HASSELT - FH05;Units lu diff;2426499;BL0005;1.0;387640;2426499;;;;Luikersteenweg;168;;;;2020-06-22 12:20:12;Jo De Clippel;SDU;0;1;0;1;0;4;0;4;N;N;BUILDING template
HASSELT - FH05;Units su diff;2426522;BL0005;1.0;387654;2426522;;;;Luikersteenweg;192;;;;2020-06-05 11:25:52;Jo De Clippel;SDU;1;0;0;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Units total diff;2426522;BL0005;1.0;387654;2426522;;;;Luikersteenweg;192;;;;2020-06-05 11:25:52;Jo De Clippel;SDU;1;0;0;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Buildingtype diff;2426522;BL0005;1.0;387654;2426522;;;;Luikersteenweg;192;;;;2020-06-05 11:25:52;Jo De Clippel;SDU;1;0;0;1;;;;;N;;BUILDING template
HASSELT - FH05;Quadrant diff;328571;BL0005;1.0;394361;328571;;;;Zomerstraat;3;;XC;;2020-06-03;Jo De Clippel;MDU;1;5;1;7;0;5;0;5;N;N;BUILDING template
HASSELT - FH05;Units total diff;328571;BL0005;1.0;394361;328571;;;;Zomerstraat;3;;XC;;2020-06-03;Jo De Clippel;MDU;1;5;1;7;0;5;0;5;N;N;BUILDING template
HASSELT - FH05;Units bu diff;328571;BL0005;1.0;394361;328571;;;;Zomerstraat;3;;XC;;2020-06-03;Jo De Clippel;MDU;1;5;1;7;0;5;0;5;N;N;BUILDING template
HASSELT - FH05;Units su diff;328571;BL0005;1.0;394361;328571;;;;Zomerstraat;3;;XC;;2020-06-03;Jo De Clippel;MDU;1;5;1;7;0;5;0;5;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;328577;BL0001;1.0;394366;328577;33626278;Oude Luikerbaan 79-83;Oude Luikerbaan 79-83;Oude Luikerbaan;83;;C;;2020-06-15 09:15:13;Jo De Clippel;MDU;0;0;1;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Units total diff;328577;BL0001;1.0;394366;328577;33626278;Oude Luikerbaan 79-83;Oude Luikerbaan 79-83;Oude Luikerbaan;83;;C;;2020-06-15 09:15:13;Jo De Clippel;MDU;0;0;1;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Units bu diff;328577;BL0001;1.0;394366;328577;33626278;Oude Luikerbaan 79-83;Oude Luikerbaan 79-83;Oude Luikerbaan;83;;C;;2020-06-15 09:15:13;Jo De Clippel;MDU;0;0;1;1;1;0;1;2;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;3937179;BL0001;1.0;394431;3937179;33626600;;;Anne Frankplein;7;;XC;;2020-06-29 10:05:21;Dieu Jocelin;MDU;0;8;1;9;0;8;1;9;N;N;BUILDING template
HASSELT - FH05;Quadrant diff;3937439;BL0002;1.0;10522568;3937439;;;;Kroonwinningstraat;30;;XC;;2020-06-16 09:00:12;Dieu Jocelin;MDU;0;3;0;3;0;3;0;3;Y;Y;BUILDING template
HASSELT - FH05;Units lu diff;3937481;BL0001;1.0;10522569;3937481;;;;Lentestraat;26;;;;2020-06-16 12:06:22;Dieu Jocelin;SDU;0;1;0;1;0;3;0;3;N;N;BUILDING template
HASSELT - FH05;Buildingtype diff;3937481;BL0001;1.0;10522569;3937481;;;;Lentestraat;26;;;;2020-06-16 12:06:22;Dieu Jocelin;SDU;0;1;0;1;;;;;N;;BUILDING template
