File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;VC Method Source;Local Instructions;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430688;'20201019153147;3035706;'41630000;'11005;Guldenstraat;'15;';2800;Mechelen;;'157599,172;'190582,503;';N;NA;4;12;Unknown;Unknown;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:14;;Y;;;;'23/09/2020 09:16:31;4;1564511;5639378;LU;1;'301;'301;';'3;';Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;NA;;;';IFH_BATCH;'17/02/2020 13:56:40;;Y;;;;'14/07/2020 07:57:48
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430689;'20200923114359;3035711;'41630000;'11005;Guldenstraat;'17;';2800;Mechelen;;'157595,063;'190577,087;';N;MON;4;12;Unknown;Unknown;;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:28;;Y;;;;'23/09/2020 09:16:31;2;11089566;;BU;1;';';';';';;;;;;;;';;';;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430690;'20200923114359;3035712;'41630000;'11005;Guldenstraat;'19;';2800;Mechelen;;'157591,967;'190571,574;';N;IRREG;4;12;Unknown;Unknown;;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:16;;Y;;;;'23/09/2020 09:16:31;1;1567925;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;';;';;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430692;'20200923114359;3035714;'41630000;'11005;Guldenstraat;'21;';2800;Mechelen;;'157588,737;'190567,287;';N;MON;3;12;Unknown;Unknown;;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:18;;Y;;;;'23/09/2020 09:16:31;1;1570275;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;';;';;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430694;'20200923114359;3035716;'41630000;'11005;Guldenstraat;'23;';2800;Mechelen;;'157584,876;'190562,983;';N;MON;5;16;Unknown;Unknown;;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:20;;Y;;;;'23/09/2020 09:16:31;1;1571605;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;';;';;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430696;'20201019120506;3035719;'41630000;'11005;Guldenstraat;'27;';2800;Mechelen;;'157580,916;'190557,436;';N;MON;3;3;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:22;;Y;;;;'23/09/2020 09:16:31;1;1574055;5639380;BU;1;'1;'1;';'0;';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;';IFH_BATCH;'23/09/2020 10:14:00;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430696;'20201019120506;3035719;'41630000;'11005;Guldenstraat;'27;';2800;Mechelen;;'157580,916;'190557,436;';N;MON;3;3;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:22;;Y;;;;'23/09/2020 09:16:31;2;11089568;7172628;LU;1;'2;'2;';'1;';;;;;;;;';IFH_BATCH;'23/09/2020 10:14:02;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430696;'20201019120506;3035719;'41630000;'11005;Guldenstraat;'27;';2800;Mechelen;;'157580,916;'190557,436;';N;MON;3;3;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:22;;Y;;;;'23/09/2020 09:16:31;3;11089569;7172629;LU;1;'3;'3;';'3;';;;;;;;;';IFH_BATCH;'23/09/2020 10:14:03;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;11439519;'20201019153518;5717880;'41630000;'11005;Guldenstraat;'31;';2800;Mechelen;;'157572,266;'190545,935;';N;NA;5;12;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:26;;Y;;;;'23/09/2020 09:16:31;1;11089236;5639390;BU;1;'1;'1;';'0;';;;;;;;;';IFH_BATCH;'23/09/2020 10:14:07;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;11439519;'20201019153518;5717880;'41630000;'11005;Guldenstraat;'31;';2800;Mechelen;;'157572,266;'190545,935;';N;NA;5;12;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:26;;Y;;;;'23/09/2020 09:16:31;2;11089237;5639391;LU;1;'101;'101;';'1;';;;;;;;;';IFH_BATCH;'23/09/2020 10:14:08;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;11439519;'20201019153518;5717880;'41630000;'11005;Guldenstraat;'31;';2800;Mechelen;;'157572,266;'190545,935;';N;NA;5;12;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:26;;Y;;;;'23/09/2020 09:16:31;3;11089238;5639392;LU;1;'201;'201;';'2;';;;;;;;;';IFH_BATCH;'23/09/2020 10:14:09;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;11439519;'20201019153518;5717880;'41630000;'11005;Guldenstraat;'31;';2800;Mechelen;;'157572,266;'190545,935;';N;NA;5;12;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:26;;Y;;;;'23/09/2020 09:16:31;4;11089239;5639393;LU;1;'301;'301;';'3;';;;;;;;;';IFH_BATCH;'23/09/2020 10:14:10;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;11439519;'20201019153518;5717880;'41630000;'11005;Guldenstraat;'31;';2800;Mechelen;;'157572,266;'190545,935;';N;NA;5;12;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:26;;Y;;;;'23/09/2020 09:16:31;5;11089240;5639394;SU;1;'SU1;'SU1;';'0;';;;;;;;;';IFH_BATCH;'23/09/2020 10:14:11;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447171;'20200528140558;'Hanswijkstraat 1-3-5;;;;;;;441665;'20200923114354;405390;'41630000;'11403;Hanswijkstraat;'1;';2800;Mechelen;;'157977,463;'190272,868;';N;IRREG;3;12;Unknown;Unknown;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:23;;Y;;;;'23/09/2020 09:16:31;1;1557507;7000536;BU;1;'1;'1;';'0;';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;';IFH_BATCH;'23/09/2020 11:28:11;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;425241;'20200923114351;10992;'41630000;'11403;Hanswijkstraat;'2;';2800;Mechelen;;'157968,426;'190249,916;';N;MON;4;5;Unknown;Unknown;;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:30;;Y;;;;'23/09/2020 09:16:31;1;1568930;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;';;';;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447171;'20200528140558;'Hanswijkstraat 1-3-5;;;;;;;430878;'20200923114359;3036017;'41630000;'11403;Hanswijkstraat;'3;';2800;Mechelen;;'157984,211;'190272,092;';N;IRREG;4;12;Unknown;Unknown;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:25;;Y;;;;'23/09/2020 09:16:31;3;11090304;5641600;LU;1;'101;'101;';'1;';;;;;;;;';IFH_BATCH;'23/09/2020 11:28:13;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447171;'20200528140558;'Hanswijkstraat 1-3-5;;;;;;;430878;'20200923114359;3036017;'41630000;'11403;Hanswijkstraat;'3;';2800;Mechelen;;'157984,211;'190272,092;';N;IRREG;4;12;Unknown;Unknown;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:25;;Y;;;;'23/09/2020 09:16:31;4;11090305;5641601;LU;1;'102;'102;';'1;';;;;;;;;';IFH_BATCH;'23/09/2020 11:28:16;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447171;'20200528140558;'Hanswijkstraat 1-3-5;;;;;;;430878;'20200923114359;3036017;'41630000;'11403;Hanswijkstraat;'3;';2800;Mechelen;;'157984,211;'190272,092;';N;IRREG;4;12;Unknown;Unknown;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:25;;Y;;;;'23/09/2020 09:16:31;5;11090306;5641603;LU;1;'201;'201;';'2;';;;;;;;;';IFH_BATCH;'23/09/2020 11:28:18;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447171;'20200528140558;'Hanswijkstraat 1-3-5;;;;;;;430878;'20200923114359;3036017;'41630000;'11403;Hanswijkstraat;'3;';2800;Mechelen;;'157984,211;'190272,092;';N;IRREG;4;12;Unknown;Unknown;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:25;;Y;;;;'23/09/2020 09:16:31;6;11090307;4366381;LU;1;'202;'202;';'2;';;;;;;;;';IFH_BATCH;'23/09/2020 11:28:20;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447171;'20200528140558;'Hanswijkstraat 1-3-5;;;;;;;430878;'20200923114359;3036017;'41630000;'11403;Hanswijkstraat;'3;';2800;Mechelen;;'157984,211;'190272,092;';N;IRREG;4;12;Unknown;Unknown;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:25;;Y;;;;'23/09/2020 09:16:31;7;11499267;7000537;LU;1;'301;'301;';'3;';;;;;;;;';SSV_IMPORT;'23/09/2020 11:28:04;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447171;'20200528140558;'Hanswijkstraat 1-3-5;;;;;;;430878;'20200923114359;3036017;'41630000;'11403;Hanswijkstraat;'3;';2800;Mechelen;;'157984,211;'190272,092;';N;IRREG;4;12;Unknown;Unknown;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:25;;Y;;;;'23/09/2020 09:16:31;1;1575936;7000538;SU;1;'SU1;'SU1;';'0;';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;';IFH_BATCH;'23/09/2020 11:28:28;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447171;'20200528140558;'Hanswijkstraat 1-3-5;;;;;;;11440089;'20200923114350;4764791;'41630000;'11403;Hanswijkstraat;'5;';2800;Mechelen;;'157989,657;'190271,603;';Y;NA;3;3;Unknown;Unknown;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:27;;Y;;;;'23/09/2020 09:16:31;1;11089549;7000539;BU;1;'1;'1;';'0;';;;;;;;;';IFH_BATCH;'23/09/2020 11:28:33;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;38102265;'20200923114347;'Hanswijkstraat 4-6-8A-8B-10;;;;;;;38099637;'20200923114359;6733075;'41630000;'11403;Hanswijkstraat;'6;'1;2800;Mechelen;;'157979,893;'190247,501;';Y;NA;3;4;Unknown;Fiber;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 10:03:50;;Y;;;;'23/09/2020 09:16:31;1;11474522;7000523;LU;1;'1;'1;';'0;';N;;;;;;;';IFH_BATCH;'23/09/2020 11:26:12;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;38102265;'20200923114347;'Hanswijkstraat 4-6-8A-8B-10;;;;;;;38099755;'20200923114359;6733076;'41630000;'11403;Hanswijkstraat;'6;'2;2800;Mechelen;;'157980,063;'190245,017;';Y;NA;3;4;Unknown;Fiber;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 10:03:52;;Y;;;;'23/09/2020 09:16:31;1;11474523;7000524;LU;1;'2;'2;';'0;';N;;;;;;;';IFH_BATCH;'23/09/2020 11:26:16;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;38102265;'20200923114347;'Hanswijkstraat 4-6-8A-8B-10;;;;;;;38099813;'20200923114359;6733077;'41630000;'11403;Hanswijkstraat;'6;'3;2800;Mechelen;;'157981,7;'190242,477;';Y;NA;3;4;Unknown;Fiber;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 10:03:54;;Y;;;;'23/09/2020 09:16:31;1;11474524;7000525;LU;1;'3;'3;';'0;';N;;;;;;;';IFH_BATCH;'23/09/2020 11:26:21;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;447475;'20200923114357;4764792;'41630000;'11403;Hanswijkstraat;'7;';2800;Mechelen;;'157996,984;'190271,836;';N;ORN;3;13;Unknown;Unknown;;;N;None;;;';IFH_BATCH;'23/09/2020 09:21:38;;Y;;;;'23/09/2020 09:16:31;1;1591493;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;';;';;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;38103749;'20200923114347;'Hanswijkstraat 8C-8D-8E-8F;;;;;;;38103302;'20200923114359;6545210;'41630000;'11403;Hanswijkstraat;'8;'D;2800;Mechelen;;'157994,574;'190237,654;';N;IRREG;4;;Unknown;Fiber;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:17;;Y;;;;'23/09/2020 09:16:31;1;11474525;7000533;LU;1;'1;'1;';'1;';N;;;;;;;';IFH_BATCH;'23/09/2020 11:27:56;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;38103749;'20200923114347;'Hanswijkstraat 8C-8D-8E-8F;;;;;;;38103424;'20200923114359;6733172;'41630000;'11403;Hanswijkstraat;'8;'E;2800;Mechelen;;'157993,643;'190233,33;';N;IRREG;4;;Unknown;Fiber;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:19;;Y;;;;'23/09/2020 09:16:31;1;11474526;7000534;LU;1;'1;'1;';'2;';N;;;;;;;';IFH_BATCH;'23/09/2020 11:28:01;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;38103749;'20200923114347;'Hanswijkstraat 8C-8D-8E-8F;;;;;;;38103566;'20200923114359;6733173;'41630000;'11403;Hanswijkstraat;'8;'F;2800;Mechelen;;'157993,643;'190228,673;';N;IRREG;4;;Unknown;Fiber;C - Precabled ONTP;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:21;;Y;;;;'23/09/2020 09:16:31;1;11474527;7000535;LU;1;'1;'1;';'2;';N;;;;;;;';IFH_BATCH;'23/09/2020 11:28:06;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430881;'20200923114359;3036021;'41630000;'11403;Hanswijkstraat;'11;';2800;Mechelen;;'158012,968;'190269,564;';Y;NA;3;12;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:34;;Y;;;;'23/09/2020 09:16:31;4;11298893;7000263;BU;1;'1;'1;';'0;';;;;;;;;';IFH_BATCH;'23/09/2020 10:14:16;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430881;'20200923114359;3036021;'41630000;'11403;Hanswijkstraat;'11;';2800;Mechelen;;'158012,968;'190269,564;';Y;NA;3;12;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:34;;Y;;;;'23/09/2020 09:16:31;1;1559861;4366380;LU;1;'101;'101;';'1;';Y;;HOUSE;WONING - MAISON;NA;;;';IFH_BATCH;'23/09/2020 10:14:17;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430881;'20200923114359;3036021;'41630000;'11403;Hanswijkstraat;'11;';2800;Mechelen;;'158012,968;'190269,564;';Y;NA;3;12;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:34;;Y;;;;'23/09/2020 09:16:31;2;1559862;4366379;LU;1;'201;'201;';'2;';Y;;HOUSE;WONING - MAISON;NA;;;';IFH_BATCH;'23/09/2020 10:14:18;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430881;'20200923114359;3036021;'41630000;'11403;Hanswijkstraat;'11;';2800;Mechelen;;'158012,968;'190269,564;';Y;NA;3;12;Unknown;Unknown;D - Facade Box;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:34;;Y;;;;'23/09/2020 09:16:31;3;1559863;5639401;LU;1;'301;'301;';'3;';Y;;HOUSE;WONING - MAISON;NA;;;';IFH_BATCH;'23/09/2020 10:14:20;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430882;'20200923114359;3036022;'41630000;'11403;Hanswijkstraat;'12;';2800;Mechelen;;'157996,622;'190246,029;';Y;NA;3;9;Unknown;Unknown;;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:36;;Y;;;;'23/09/2020 09:16:31;1;1561072;;LU;1;';';';';';Y;;HOUSE;WONING - MAISON;NA;;;';;';;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;430883;'20200923114359;3036024;'41630000;'11403;Hanswijkstraat;'13;';2800;Mechelen;;'158018,182;'190269,213;';Y;NA;3;12;Unknown;Unknown;;;N;None;;;';IFH_BATCH;'23/09/2020 09:20:38;;Y;;;;'23/09/2020 09:16:31;1;1562212;;BU;1;';';';';';Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;';;';;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;;';';;;;;;;447479;'20200923114357;4764808;'41630000;'11403;Hanswijkstraat;'14;';2800;Mechelen;;'158007,736;'190245,606;';Y;NA;3;9;Unknown;Unknown;;;N;None;;;';IFH_BATCH;'23/09/2020 09:22:08;;Y;;;;'23/09/2020 09:16:31;4;11090268;5641527;BU;1;'1;'1;';'0;';;;;;;;;';IFH_BATCH;'17/02/2020 16:49:05;;Y;;;;'23/09/2020 09:16:31
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447166;'20200528140650;'Hanswijkstraat 15-17-19;;;;;;;430884;'20200926112110;3036026;'41630000;'11403;Hanswijkstraat;'15;';2800;Mechelen;;'158023,398;'190267,818;';Y;NA;6;12;Unknown;Unknown;A - Floorbox;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:04;;Y;;;;'23/09/2020 09:16:31;12;1564373;7008064;LU;1;'1;'101;';'1;';Y;#BU.GV/LV/G18;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;OFFICE;;;';IFH_BATCH;'17/02/2020 16:49:24;;Y;;;;'14/07/2020 07:57:48
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447166;'20200528140650;'Hanswijkstraat 15-17-19;;;;;;;430884;'20200926112110;3036026;'41630000;'11403;Hanswijkstraat;'15;';2800;Mechelen;;'158023,398;'190267,818;';Y;NA;6;12;Unknown;Unknown;A - Floorbox;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:04;;Y;;;;'23/09/2020 09:16:31;13;11500512;7008052;LU;1;'2;'102;';'1;';N;;;;;;;';;';;Y;;;;'
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447166;'20200528140650;'Hanswijkstraat 15-17-19;;;;;;;430884;'20200926112110;3036026;'41630000;'11403;Hanswijkstraat;'15;';2800;Mechelen;;'158023,398;'190267,818;';Y;NA;6;12;Unknown;Unknown;A - Floorbox;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:04;;Y;;;;'23/09/2020 09:16:31;14;11500513;7008053;LU;1;'3;'103;';'1;';N;;;;;;;';;';;Y;;;;'
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447166;'20200528140650;'Hanswijkstraat 15-17-19;;;;;;;430884;'20200926112110;3036026;'41630000;'11403;Hanswijkstraat;'15;';2800;Mechelen;;'158023,398;'190267,818;';Y;NA;6;12;Unknown;Unknown;A - Floorbox;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:04;;Y;;;;'23/09/2020 09:16:31;15;11500514;7008054;LU;1;'4;'201;';'2;';N;;;;;;;';;';;Y;;;;'
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447166;'20200528140650;'Hanswijkstraat 15-17-19;;;;;;;430884;'20200926112110;3036026;'41630000;'11403;Hanswijkstraat;'15;';2800;Mechelen;;'158023,398;'190267,818;';Y;NA;6;12;Unknown;Unknown;A - Floorbox;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:04;;Y;;;;'23/09/2020 09:16:31;16;11500515;7008055;LU;1;'5;'202;';'2;';N;;;;;;;';;';;Y;;;;'
EXPORT;;;Zoning;6833220;'20200304142057;W03-D-Mechelen-FH02;6833220;'20200304142057;W03-D-Mechelen-FH02;19107;FTTH-Cu;11447166;'20200528140650;'Hanswijkstraat 15-17-19;;;;;;;430884;'20200926112110;3036026;'41630000;'11403;Hanswijkstraat;'15;';2800;Mechelen;;'158023,398;'190267,818;';Y;NA;6;12;Unknown;Unknown;A - Floorbox;;N;None;;;';IFH_BATCH;'23/09/2020 10:04:04;;Y;;;;'23/09/2020 09:16:31;17;11500516;7008056;LU;1;'6;'301;';'3;';N;;;;;;;';;';;Y;;;;'
