OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern","BUILDING KEY",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
145466,"MECHELEN - FH02","BUILDING template",399918,,399918,"t Plein",1,,,,,
145467,"MECHELEN - FH02","BUILDING template",3050501,,3050501,"t Plein",5,,,,,
145468,"MECHELEN - FH02","BUILDING template",10984,,10984,"t Plein",7,,,,,
145469,"MECHELEN - FH02","BUILDING template",3050504,,3050504,"t Plein",8,,,,,
145470,"MECHELEN - FH02","BUILDING template",3050506,,3050506,"t Plein",10,,,,,
145471,"MECHELEN - FH02","BUILDING template",3050508,,3050508,"t Plein",12,,,,,
145472,"MECHELEN - FH02","BUILDING template",4761139,,4761139,"t Plein",14,,,,,
145473,"MECHELEN - FH02","BUILDING template",3050510,,3050510,"t Plein",18,,,,,
145474,"MECHELEN - FH02","BUILDING template",398319,,398319,"t Plein",20,,,,,
145475,"MECHELEN - FH02","BUILDING template",3035342,,3035342,"Albert Geudensstraat",1,,,,,
145476,"MECHELEN - FH02","BUILDING template",4232314,,4232314,"Albert Geudensstraat",3,,,,,
145477,"MECHELEN - FH02","BUILDING template",383272,,383272,"Albert Geudensstraat",4,,,,,
145478,"MECHELEN - FH02","BUILDING template",3035344,,3035344,"Albert Geudensstraat",5,,,,,
145479,"MECHELEN - FH02","BUILDING template",3035346,,3035346,"Albert Geudensstraat",7,,,,,
145480,"MECHELEN - FH02","BUILDING template",383271,,383271,"Albert Geudensstraat",8,,,,,
145481,"MECHELEN - FH02","BUILDING template",3035348,,3035348,"Albert Geudensstraat",9,,,,,
145482,"MECHELEN - FH02","BUILDING template",383269,,383269,"Albert Geudensstraat",10,,,,,
145483,"MECHELEN - FH02","BUILDING template",3035350,,3035350,"Albert Geudensstraat",11,,,,,
145484,"MECHELEN - FH02","BUILDING template",3035351,,3035351,"Albert Geudensstraat",12,,,,,
145485,"MECHELEN - FH02","BUILDING template",3035353,,3035353,"Albert Geudensstraat",13,,,,,
145486,"MECHELEN - FH02","BUILDING template",3035354,,3035354,"Albert Geudensstraat",14,,,,,
145487,"MECHELEN - FH02","BUILDING template",3035355,,3035355,"Albert Geudensstraat",15,,,,,
145488,"MECHELEN - FH02","BUILDING template",3035356,,3035356,"Albert Geudensstraat",16,,,,,
145489,"MECHELEN - FH02","BUILDING template",3035357,,3035357,"Albert Geudensstraat",17,,,,,
145490,"MECHELEN - FH02","BUILDING template",383270,,383270,"Albert Geudensstraat",18,,,,,
145491,"MECHELEN - FH02","BUILDING template",3035359,,3035359,"Albert Geudensstraat",19,,,,,
145492,"MECHELEN - FH02","BUILDING template",354054,,354054,Arsenaalstraat,2,,,,,
145493,"MECHELEN - FH02","BUILDING template",354055,,354055,Arsenaalstraat,4,,,,,
145494,"MECHELEN - FH02","BUILDING template",3029550,,3029550,Arsenaalstraat,6,,,,,
145495,"MECHELEN - FH02","BUILDING template",402665,,402665,Arsenaalstraat,7,,,,,
145496,"MECHELEN - FH02","BUILDING template",1443868,,1443868,Arsenaalstraat,8,,,,,
145497,"MECHELEN - FH02","BUILDING template",4756744,,4756744,Arsenaalstraat,9,,,,,
145498,"MECHELEN - FH02","BUILDING template",4767185,,4767185,Arsenaalstraat,10,,,,,
145499,"MECHELEN - FH02","BUILDING template",4756747,,4756747,Arsenaalstraat,11,,,,,
145500,"MECHELEN - FH02","BUILDING template",3943959,,3943959,Arsenaalstraat,12,,,,,
145501,"MECHELEN - FH02","BUILDING template",3029552,,3029552,Arsenaalstraat,13,,,,,
145502,"MECHELEN - FH02","BUILDING template",3029553,,3029553,Arsenaalstraat,14,,,,,
145503,"MECHELEN - FH02","BUILDING template",3943960,,3943960,Arsenaalstraat,15,,,,,
145504,"MECHELEN - FH02","BUILDING template",3029555,,3029555,Arsenaalstraat,16,,,,,
145505,"MECHELEN - FH02","BUILDING template",3029556,,3029556,Arsenaalstraat,17,,,,,
145506,"MECHELEN - FH02","BUILDING template",4767189,,4767189,Arsenaalstraat,18,,,,,
145507,"MECHELEN - FH02","BUILDING template",402670,,402670,Arsenaalstraat,19,,,,,
145508,"MECHELEN - FH02","BUILDING template",3029558,,3029558,Arsenaalstraat,20,,,,,
145509,"MECHELEN - FH02","BUILDING template",3029559,,3029559,Arsenaalstraat,21,,,,,
145510,"MECHELEN - FH02","BUILDING template",3029560,,3029560,Arsenaalstraat,22,,,,,
145511,"MECHELEN - FH02","BUILDING template",3029561,,3029561,Arsenaalstraat,23,,,,,
145512,"MECHELEN - FH02","BUILDING template",3029563,,3029563,Arsenaalstraat,24,,,,,
145513,"MECHELEN - FH02","BUILDING template",402666,,402666,Arsenaalstraat,25,,,,,
145514,"MECHELEN - FH02","BUILDING template",3029564,,3029564,Arsenaalstraat,26,,,,,
145515,"MECHELEN - FH02","BUILDING template",402669,,402669,Arsenaalstraat,27,,,,,
145516,"MECHELEN - FH02","BUILDING template",3029565,,3029565,Arsenaalstraat,28,,,,,
145517,"MECHELEN - FH02","BUILDING template",3029566,,3029566,Arsenaalstraat,29,,,,,
145518,"MECHELEN - FH02","BUILDING template",3029567,,3029567,Arsenaalstraat,30,,,,,
145519,"MECHELEN - FH02","BUILDING template",3029568,,3029568,Arsenaalstraat,31,,,,,
145520,"MECHELEN - FH02","BUILDING template",4767154,,4767154,Arsenaalstraat,32,,,,,
145521,"MECHELEN - FH02","BUILDING template",3029569,,3029569,Arsenaalstraat,33,,,,,
145522,"MECHELEN - FH02","BUILDING template",3029570,,3029570,Arsenaalstraat,34,,,,,
145523,"MECHELEN - FH02","BUILDING template",3029572,,3029572,Arsenaalstraat,35,,,,,
145524,"MECHELEN - FH02","BUILDING template",3029573,,3029573,Arsenaalstraat,36,,,,,
145525,"MECHELEN - FH02","BUILDING template",3029574,,3029574,Arsenaalstraat,37,,,,,
145526,"MECHELEN - FH02","BUILDING template",3029575,,3029575,Arsenaalstraat,38,,,,,
145527,"MECHELEN - FH02","BUILDING template",3029576,,3029576,Arsenaalstraat,39,,,,,
145528,"MECHELEN - FH02","BUILDING template",3029577,,3029577,Arsenaalstraat,41,,,,,
145529,"MECHELEN - FH02","BUILDING template",3943961,,3943961,Arsenaalstraat,42,,,,,
145530,"MECHELEN - FH02","BUILDING template",402668,,402668,Arsenaalstraat,43,,,,,
145531,"MECHELEN - FH02","BUILDING template",3029579,,3029579,Arsenaalstraat,44,,,,,
145532,"MECHELEN - FH02","BUILDING template",5434918,,5434918,Arsenaalstraat,45,,,,,
145533,"MECHELEN - FH02","BUILDING template",4767159,,4767159,Arsenaalstraat,46,,,,,
