"OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,""Opdrachtnummer extern"",""BUILDING KEY"",Straat,Huisnummer,""Huisnummer Toevoeging"",""SSV Action"",""SSV Action LU"",Nature,""Building exists"""
"513641,""HASSELT - FH02"",""(L/B/S)U template"",1152380,,69195,Walputstraat,1,,,,LU,"
"513642,""HASSELT - FH02"",""(L/B/S)U template"",1152590,,69195,Walputstraat,1,,,,LU,"
"513643,""HASSELT - FH02"",""(L/B/S)U template"",1160589,,69351,Dorpstraat,16,,,,BU,"
"513644,""HASSELT - FH02"",""(L/B/S)U template"",1159676,,70102,Dorpstraat,15,,,,BU,"
"513645,""HASSELT - FH02"",""(L/B/S)U template"",1187941,,70104,Dorpstraat,8,,,,LU,"
"513646,""HASSELT - FH02"",""(L/B/S)U template"",1171199,,70106,Dorpstraat,3,,,,LU,"
"513647,""HASSELT - FH02"",""(L/B/S)U template"",1170410,,70204,Zuivelmarkt,29,,,,BU,"
"513648,""HASSELT - FH02"",""(L/B/S)U template"",1184250,,70206,Zuivelmarkt,62,,,,LU,"
"513649,""HASSELT - FH02"",""(L/B/S)U template"",11120417,,70206,Zuivelmarkt,62,,,,LU,"
"513650,""HASSELT - FH02"",""(L/B/S)U template"",11120418,,70206,Zuivelmarkt,62,,,,LU,"
"513651,""HASSELT - FH02"",""(L/B/S)U template"",1169878,,70207,Botermarkt,28,,,,BU,"
"513652,""HASSELT - FH02"",""(L/B/S)U template"",1164967,,70208,Zuivelmarkt,20,,,,BU,"
"513653,""HASSELT - FH02"",""(L/B/S)U template"",10928529,,70210,Demerstraat,101,,,,BU,"
"513654,""HASSELT - FH02"",""(L/B/S)U template"",1154328,,70211,Demerstraat,107,,,,BU,"
"513655,""HASSELT - FH02"",""(L/B/S)U template"",1165847,,70215,Schrijnwerkersstraat,21,,,,BU,"
"513656,""HASSELT - FH02"",""(L/B/S)U template"",1165657,,70215,Schrijnwerkersstraat,21,,,,LU,"
"513657,""HASSELT - FH02"",""(L/B/S)U template"",1165712,,70215,Schrijnwerkersstraat,21,,,,LU,"
"513658,""HASSELT - FH02"",""(L/B/S)U template"",10865775,,70216,Schrijnwerkersstraat,20,,,,BU,"
"513659,""HASSELT - FH02"",""(L/B/S)U template"",1164980,,70216,Schrijnwerkersstraat,20,,,,LU,"
"513660,""HASSELT - FH02"",""(L/B/S)U template"",10731649,,70216,Schrijnwerkersstraat,20,,,,LU,"
"513661,""HASSELT - FH02"",""(L/B/S)U template"",10731650,,70216,Schrijnwerkersstraat,20,,,,LU,"
"513662,""HASSELT - FH02"",""(L/B/S)U template"",1152609,,70221,Paardsdemerstraat,1,,,,BU,"
"513663,""HASSELT - FH02"",""(L/B/S)U template"",10928646,,70222,Paardsdemerstraat,2,,,,BU,"
"513664,""HASSELT - FH02"",""(L/B/S)U template"",1185863,,70223,Paardsdemerstraat,7,,,,BU,"
"513665,""HASSELT - FH02"",""(L/B/S)U template"",1176251,,70224,Paardsdemerstraat,4,,,,BU,"
"513666,""HASSELT - FH02"",""(L/B/S)U template"",10928647,,70225,Paardsdemerstraat,9,,,,LU,"
"513667,""HASSELT - FH02"",""(L/B/S)U template"",1168279,,70226,Paardsdemerstraat,25,,,,LU,"
"513668,""HASSELT - FH02"",""(L/B/S)U template"",1173566,,70227,Demerstraat,34,,,,BU,"
"513669,""HASSELT - FH02"",""(L/B/S)U template"",1179236,,70228,Demerstraat,47,,,,BU,"
"513670,""HASSELT - FH02"",""(L/B/S)U template"",1188961,,70229,Demerstraat,85,,,,BU,"
"513671,""HASSELT - FH02"",""(L/B/S)U template"",1188946,,70229,Demerstraat,85,,,,LU,"
"513672,""HASSELT - FH02"",""(L/B/S)U template"",1188951,,70229,Demerstraat,85,,,,LU,"
"513673,""HASSELT - FH02"",""(L/B/S)U template"",1188962,,70229,Demerstraat,85,,,,LU,"
"513674,""HASSELT - FH02"",""(L/B/S)U template"",10865264,,70229,Demerstraat,85,,,,LU,"
"513675,""HASSELT - FH02"",""(L/B/S)U template"",11195151,,70229,Demerstraat,85,,,,SU,"
"513676,""HASSELT - FH02"",""(L/B/S)U template"",11195152,,70229,Demerstraat,85,,,,SU,"
"513677,""HASSELT - FH02"",""(L/B/S)U template"",1188521,,70231,Demerstraat,81,,,,BU,"
"513678,""HASSELT - FH02"",""(L/B/S)U template"",1188522,,70231,Demerstraat,81,,,,BU,"
"513679,""HASSELT - FH02"",""(L/B/S)U template"",1188493,,70231,Demerstraat,81,,,,LU,"
"513680,""HASSELT - FH02"",""(L/B/S)U template"",1188494,,70231,Demerstraat,81,,,,LU,"
"513681,""HASSELT - FH02"",""(L/B/S)U template"",1188496,,70231,Demerstraat,81,,,,LU,"
"513682,""HASSELT - FH02"",""(L/B/S)U template"",1188498,,70231,Demerstraat,81,,,,LU,"
"513683,""HASSELT - FH02"",""(L/B/S)U template"",1188507,,70231,Demerstraat,81,,,,LU,"
"513684,""HASSELT - FH02"",""(L/B/S)U template"",1188508,,70231,Demerstraat,81,,,,LU,"
"513685,""HASSELT - FH02"",""(L/B/S)U template"",1188509,,70231,Demerstraat,81,,,,LU,"
"513686,""HASSELT - FH02"",""(L/B/S)U template"",1188510,,70231,Demerstraat,81,,,,LU,"
"513687,""HASSELT - FH02"",""(L/B/S)U template"",10865259,,70231,Demerstraat,81,,,,SU,"
"513688,""HASSELT - FH02"",""(L/B/S)U template"",10865262,,70232,Demerstraat,83,,,,BU,"
"513689,""HASSELT - FH02"",""(L/B/S)U template"",1188737,,70232,Demerstraat,83,,,,LU,"
"513690,""HASSELT - FH02"",""(L/B/S)U template"",1188713,,70232,Demerstraat,83,,,,LU,"
"513691,""HASSELT - FH02"",""(L/B/S)U template"",10865260,,70232,Demerstraat,83,,,,LU,"
"513692,""HASSELT - FH02"",""(L/B/S)U template"",10865261,,70232,Demerstraat,83,,,,LU,"
"513693,""HASSELT - FH02"",""(L/B/S)U template"",10865263,,70232,Demerstraat,83,,,,SU,"
"513694,""HASSELT - FH02"",""(L/B/S)U template"",1191158,,70233,Demerstraat,99,,,,BU,"
"513695,""HASSELT - FH02"",""(L/B/S)U template"",10928523,,70234,Demerstraat,80,,,,BU,"
"513696,""HASSELT - FH02"",""(L/B/S)U template"",10928524,,70234,Demerstraat,80,,,,BU,"
"513697,""HASSELT - FH02"",""(L/B/S)U template"",10928525,,70234,Demerstraat,80,,,,BU,"
"513698,""HASSELT - FH02"",""(L/B/S)U template"",11195036,,70234,Demerstraat,80,,,,LU,"
"513699,""HASSELT - FH02"",""(L/B/S)U template"",11195037,,70234,Demerstraat,80,,,,LU,"
"513700,""HASSELT - FH02"",""(L/B/S)U template"",11195038,,70234,Demerstraat,80,,,,LU,"
"513701,""HASSELT - FH02"",""(L/B/S)U template"",11195039,,70234,Demerstraat,80,,,,LU,"
"513702,""HASSELT - FH02"",""(L/B/S)U template"",11195040,,70234,Demerstraat,80,,,,LU,"
"513703,""HASSELT - FH02"",""(L/B/S)U template"",11195041,,70234,Demerstraat,80,,,,LU,"
"513704,""HASSELT - FH02"",""(L/B/S)U template"",11195042,,70234,Demerstraat,80,,,,LU,"
"513705,""HASSELT - FH02"",""(L/B/S)U template"",11195043,,70234,Demerstraat,80,,,,LU,"
"513706,""HASSELT - FH02"",""(L/B/S)U template"",11195044,,70234,Demerstraat,80,,,,LU,"
"513707,""HASSELT - FH02"",""(L/B/S)U template"",11195045,,70234,Demerstraat,80,,,,LU,"
"513708,""HASSELT - FH02"",""(L/B/S)U template"",11195046,,70234,Demerstraat,80,,,,LU,"
"513709,""HASSELT - FH02"",""(L/B/S)U template"",11195047,,70234,Demerstraat,80,,,,LU,"
"513710,""HASSELT - FH02"",""(L/B/S)U template"",11195048,,70234,Demerstraat,80,,,,LU,"
"513711,""HASSELT - FH02"",""(L/B/S)U template"",11195049,,70234,Demerstraat,80,,,,LU,"
"513712,""HASSELT - FH02"",""(L/B/S)U template"",11195050,,70234,Demerstraat,80,,,,LU,"
"513713,""HASSELT - FH02"",""(L/B/S)U template"",11195051,,70234,Demerstraat,80,,,,LU,"
"513714,""HASSELT - FH02"",""(L/B/S)U template"",11195052,,70234,Demerstraat,80,,,,LU,"
"513715,""HASSELT - FH02"",""(L/B/S)U template"",11195053,,70234,Demerstraat,80,,,,LU,"
"513716,""HASSELT - FH02"",""(L/B/S)U template"",11195054,,70234,Demerstraat,80,,,,LU,"
"513717,""HASSELT - FH02"",""(L/B/S)U template"",11195055,,70234,Demerstraat,80,,,,LU,"
"513718,""HASSELT - FH02"",""(L/B/S)U template"",11195056,,70234,Demerstraat,80,,,,LU,"
"513719,""HASSELT - FH02"",""(L/B/S)U template"",11195057,,70234,Demerstraat,80,,,,LU,"
"513720,""HASSELT - FH02"",""(L/B/S)U template"",11195058,,70234,Demerstraat,80,,,,LU,"
"513721,""HASSELT - FH02"",""(L/B/S)U template"",11195059,,70234,Demerstraat,80,,,,LU,"
"513722,""HASSELT - FH02"",""(L/B/S)U template"",11195060,,70234,Demerstraat,80,,,,LU,"
"513723,""HASSELT - FH02"",""(L/B/S)U template"",11195061,,70234,Demerstraat,80,,,,LU,"
"513724,""HASSELT - FH02"",""(L/B/S)U template"",11195062,,70234,Demerstraat,80,,,,LU,"
"513725,""HASSELT - FH02"",""(L/B/S)U template"",11195063,,70234,Demerstraat,80,,,,LU,"
"513726,""HASSELT - FH02"",""(L/B/S)U template"",11195064,,70234,Demerstraat,80,,,,LU,"
"513727,""HASSELT - FH02"",""(L/B/S)U template"",11195065,,70234,Demerstraat,80,,,,LU,"
"513728,""HASSELT - FH02"",""(L/B/S)U template"",11195066,,70234,Demerstraat,80,,,,LU,"
"513729,""HASSELT - FH02"",""(L/B/S)U template"",11195067,,70234,Demerstraat,80,,,,LU,"
"513730,""HASSELT - FH02"",""(L/B/S)U template"",11195068,,70234,Demerstraat,80,,,,LU,"
"513731,""HASSELT - FH02"",""(L/B/S)U template"",11195069,,70234,Demerstraat,80,,,,LU,"
"513732,""HASSELT - FH02"",""(L/B/S)U template"",11195070,,70234,Demerstraat,80,,,,LU,"
"513733,""HASSELT - FH02"",""(L/B/S)U template"",11195071,,70234,Demerstraat,80,,,,LU,"
"513734,""HASSELT - FH02"",""(L/B/S)U template"",11195072,,70234,Demerstraat,80,,,,LU,"
"513735,""HASSELT - FH02"",""(L/B/S)U template"",11195073,,70234,Demerstraat,80,,,,LU,"
"513736,""HASSELT - FH02"",""(L/B/S)U template"",11195074,,70234,Demerstraat,80,,,,LU,"
"513737,""HASSELT - FH02"",""(L/B/S)U template"",11195075,,70234,Demerstraat,80,,,,LU,"
"513738,""HASSELT - FH02"",""(L/B/S)U template"",11195076,,70234,Demerstraat,80,,,,LU,"
"513739,""HASSELT - FH02"",""(L/B/S)U template"",11195077,,70234,Demerstraat,80,,,,LU,"
"513740,""HASSELT - FH02"",""(L/B/S)U template"",11195078,,70234,Demerstraat,80,,,,LU,"
"513741,""HASSELT - FH02"",""(L/B/S)U template"",11195079,,70234,Demerstraat,80,,,,LU,"
"513742,""HASSELT - FH02"",""(L/B/S)U template"",11195080,,70234,Demerstraat,80,,,,LU,"
"513743,""HASSELT - FH02"",""(L/B/S)U template"",11195081,,70234,Demerstraat,80,,,,LU,"
"513744,""HASSELT - FH02"",""(L/B/S)U template"",11195082,,70234,Demerstraat,80,,,,LU,"
"513745,""HASSELT - FH02"",""(L/B/S)U template"",11195083,,70234,Demerstraat,80,,,,LU,"
"513746,""HASSELT - FH02"",""(L/B/S)U template"",11195084,,70234,Demerstraat,80,,,,LU,"
"513747,""HASSELT - FH02"",""(L/B/S)U template"",11195085,,70234,Demerstraat,80,,,,LU,"
"513748,""HASSELT - FH02"",""(L/B/S)U template"",11195086,,70234,Demerstraat,80,,,,LU,"
"513749,""HASSELT - FH02"",""(L/B/S)U template"",11195087,,70234,Demerstraat,80,,,,LU,"
"513750,""HASSELT - FH02"",""(L/B/S)U template"",11195088,,70234,Demerstraat,80,,,,LU,"
"513751,""HASSELT - FH02"",""(L/B/S)U template"",11195089,,70234,Demerstraat,80,,,,LU,"
"513752,""HASSELT - FH02"",""(L/B/S)U template"",11195090,,70234,Demerstraat,80,,,,LU,"
"513753,""HASSELT - FH02"",""(L/B/S)U template"",11195091,,70234,Demerstraat,80,,,,LU,"
"513754,""HASSELT - FH02"",""(L/B/S)U template"",11195092,,70234,Demerstraat,80,,,,LU,"
"513755,""HASSELT - FH02"",""(L/B/S)U template"",11195093,,70234,Demerstraat,80,,,,LU,"
"513756,""HASSELT - FH02"",""(L/B/S)U template"",11195094,,70234,Demerstraat,80,,,,LU,"
"513757,""HASSELT - FH02"",""(L/B/S)U template"",11195095,,70234,Demerstraat,80,,,,LU,"
"513758,""HASSELT - FH02"",""(L/B/S)U template"",11195096,,70234,Demerstraat,80,,,,LU,"
"513759,""HASSELT - FH02"",""(L/B/S)U template"",11195097,,70234,Demerstraat,80,,,,LU,"
"513760,""HASSELT - FH02"",""(L/B/S)U template"",11195098,,70234,Demerstraat,80,,,,LU,"
"513761,""HASSELT - FH02"",""(L/B/S)U template"",11195099,,70234,Demerstraat,80,,,,LU,"
"513762,""HASSELT - FH02"",""(L/B/S)U template"",11195100,,70234,Demerstraat,80,,,,LU,"
"513763,""HASSELT - FH02"",""(L/B/S)U template"",11195101,,70234,Demerstraat,80,,,,LU,"
"513764,""HASSELT - FH02"",""(L/B/S)U template"",11195102,,70234,Demerstraat,80,,,,LU,"
"513765,""HASSELT - FH02"",""(L/B/S)U template"",11195103,,70234,Demerstraat,80,,,,LU,"
"513766,""HASSELT - FH02"",""(L/B/S)U template"",11195104,,70234,Demerstraat,80,,,,LU,"
"513767,""HASSELT - FH02"",""(L/B/S)U template"",11195105,,70234,Demerstraat,80,,,,LU,"
"513768,""HASSELT - FH02"",""(L/B/S)U template"",11195106,,70234,Demerstraat,80,,,,LU,"
"513769,""HASSELT - FH02"",""(L/B/S)U template"",11195107,,70234,Demerstraat,80,,,,LU,"
"513770,""HASSELT - FH02"",""(L/B/S)U template"",11195108,,70234,Demerstraat,80,,,,LU,"
"513771,""HASSELT - FH02"",""(L/B/S)U template"",11195109,,70234,Demerstraat,80,,,,LU,"
"513772,""HASSELT - FH02"",""(L/B/S)U template"",11195110,,70234,Demerstraat,80,,,,LU,"
"513773,""HASSELT - FH02"",""(L/B/S)U template"",11195111,,70234,Demerstraat,80,,,,LU,"
"513774,""HASSELT - FH02"",""(L/B/S)U template"",11195112,,70234,Demerstraat,80,,,,LU,"
"513775,""HASSELT - FH02"",""(L/B/S)U template"",11195113,,70234,Demerstraat,80,,,,LU,"
"513776,""HASSELT - FH02"",""(L/B/S)U template"",11195114,,70234,Demerstraat,80,,,,LU,"
"513777,""HASSELT - FH02"",""(L/B/S)U template"",11195115,,70234,Demerstraat,80,,,,LU,"
"513778,""HASSELT - FH02"",""(L/B/S)U template"",11195116,,70234,Demerstraat,80,,,,LU,"
"513779,""HASSELT - FH02"",""(L/B/S)U template"",11195117,,70234,Demerstraat,80,,,,LU,"
"513780,""HASSELT - FH02"",""(L/B/S)U template"",11195118,,70234,Demerstraat,80,,,,LU,"
"513781,""HASSELT - FH02"",""(L/B/S)U template"",11195119,,70234,Demerstraat,80,,,,LU,"
"513782,""HASSELT - FH02"",""(L/B/S)U template"",11195120,,70234,Demerstraat,80,,,,LU,"
"513783,""HASSELT - FH02"",""(L/B/S)U template"",11195121,,70234,Demerstraat,80,,,,LU,"
"513784,""HASSELT - FH02"",""(L/B/S)U template"",11195122,,70234,Demerstraat,80,,,,LU,"
"513785,""HASSELT - FH02"",""(L/B/S)U template"",11195123,,70234,Demerstraat,80,,,,LU,"
"513786,""HASSELT - FH02"",""(L/B/S)U template"",11195124,,70234,Demerstraat,80,,,,LU,"
"513787,""HASSELT - FH02"",""(L/B/S)U template"",11195125,,70234,Demerstraat,80,,,,LU,"
"513788,""HASSELT - FH02"",""(L/B/S)U template"",11195126,,70234,Demerstraat,80,,,,LU,"
"513789,""HASSELT - FH02"",""(L/B/S)U template"",11195127,,70234,Demerstraat,80,,,,LU,"
"513790,""HASSELT - FH02"",""(L/B/S)U template"",11195128,,70234,Demerstraat,80,,,,LU,"
"513791,""HASSELT - FH02"",""(L/B/S)U template"",11195129,,70234,Demerstraat,80,,,,LU,"
"513792,""HASSELT - FH02"",""(L/B/S)U template"",11195130,,70234,Demerstraat,80,,,,LU,"
"513793,""HASSELT - FH02"",""(L/B/S)U template"",11195131,,70234,Demerstraat,80,,,,LU,"
"513794,""HASSELT - FH02"",""(L/B/S)U template"",11195132,,70234,Demerstraat,80,,,,LU,"
"513795,""HASSELT - FH02"",""(L/B/S)U template"",11195133,,70234,Demerstraat,80,,,,LU,"
"513796,""HASSELT - FH02"",""(L/B/S)U template"",11195134,,70234,Demerstraat,80,,,,LU,"
"513797,""HASSELT - FH02"",""(L/B/S)U template"",11195135,,70234,Demerstraat,80,,,,LU,"
"513798,""HASSELT - FH02"",""(L/B/S)U template"",11195136,,70234,Demerstraat,80,,,,LU,"
"513799,""HASSELT - FH02"",""(L/B/S)U template"",11195137,,70234,Demerstraat,80,,,,LU,"
"513800,""HASSELT - FH02"",""(L/B/S)U template"",11195138,,70234,Demerstraat,80,,,,LU,"
"513801,""HASSELT - FH02"",""(L/B/S)U template"",11195139,,70234,Demerstraat,80,,,,LU,"
"513802,""HASSELT - FH02"",""(L/B/S)U template"",11195140,,70234,Demerstraat,80,,,,LU,"
"513803,""HASSELT - FH02"",""(L/B/S)U template"",11195141,,70234,Demerstraat,80,,,,LU,"
"513804,""HASSELT - FH02"",""(L/B/S)U template"",11195142,,70234,Demerstraat,80,,,,LU,"
"513805,""HASSELT - FH02"",""(L/B/S)U template"",11195143,,70234,Demerstraat,80,,,,LU,"
"513806,""HASSELT - FH02"",""(L/B/S)U template"",11195144,,70234,Demerstraat,80,,,,LU,"
"513807,""HASSELT - FH02"",""(L/B/S)U template"",11195145,,70234,Demerstraat,80,,,,LU,"
"513808,""HASSELT - FH02"",""(L/B/S)U template"",11195146,,70234,Demerstraat,80,,,,LU,"
"513809,""HASSELT - FH02"",""(L/B/S)U template"",11195147,,70234,Demerstraat,80,,,,LU,"
"513810,""HASSELT - FH02"",""(L/B/S)U template"",11195148,,70234,Demerstraat,80,,,,LU,"
"513811,""HASSELT - FH02"",""(L/B/S)U template"",11195149,,70234,Demerstraat,80,,,,LU,"
"513812,""HASSELT - FH02"",""(L/B/S)U template"",11195150,,70234,Demerstraat,80,,,,LU,"
"513813,""HASSELT - FH02"",""(L/B/S)U template"",1168289,,70237,""Dokter Willemsstraat"",25,,,,LU,"
"513814,""HASSELT - FH02"",""(L/B/S)U template"",10928533,,70238,""Dokter Willemsstraat"",34,,,,BU,"
"513815,""HASSELT - FH02"",""(L/B/S)U template"",1175264,,70239,""Dokter Willemsstraat"",38,,,,BU,"
"513816,""HASSELT - FH02"",""(L/B/S)U template"",1152628,,70243,Groenplein,1,,,,BU,"
"513817,""HASSELT - FH02"",""(L/B/S)U template"",11120163,,70246,Thonissenlaan,39,,,,LU,"
"513818,""HASSELT - FH02"",""(L/B/S)U template"",11120164,,70246,Thonissenlaan,39,,,,LU,"
"513819,""HASSELT - FH02"",""(L/B/S)U template"",11120165,,70246,Thonissenlaan,39,,,,LU,"
"513820,""HASSELT - FH02"",""(L/B/S)U template"",11120166,,70246,Thonissenlaan,39,,,,LU,"
"513821,""HASSELT - FH02"",""(L/B/S)U template"",11120162,,70246,Thonissenlaan,39,,,,SU,"
"513822,""HASSELT - FH02"",""(L/B/S)U template"",1179242,,70248,Thonissenlaan,47,,,,BU,"
"513823,""HASSELT - FH02"",""(L/B/S)U template"",1184442,,70250,Thonissenlaan,63,,,,BU,"
"513824,""HASSELT - FH02"",""(L/B/S)U template"",1184443,,70250,Thonissenlaan,63,,,,BU,"
"513825,""HASSELT - FH02"",""(L/B/S)U template"",1184384,,70250,Thonissenlaan,63,,,,LU,"
"513826,""HASSELT - FH02"",""(L/B/S)U template"",1184391,,70250,Thonissenlaan,63,,,,LU,"
"513827,""HASSELT - FH02"",""(L/B/S)U template"",1184393,,70250,Thonissenlaan,63,,,,LU,"
"513828,""HASSELT - FH02"",""(L/B/S)U template"",1184397,,70250,Thonissenlaan,63,,,,LU,"
"513829,""HASSELT - FH02"",""(L/B/S)U template"",1184405,,70250,Thonissenlaan,63,,,,LU,"
"513830,""HASSELT - FH02"",""(L/B/S)U template"",1184406,,70250,Thonissenlaan,63,,,,LU,"
"513831,""HASSELT - FH02"",""(L/B/S)U template"",1184411,,70250,Thonissenlaan,63,,,,LU,"
"513832,""HASSELT - FH02"",""(L/B/S)U template"",1184418,,70250,Thonissenlaan,63,,,,LU,"
"513833,""HASSELT - FH02"",""(L/B/S)U template"",1184420,,70250,Thonissenlaan,63,,,,LU,"
"513834,""HASSELT - FH02"",""(L/B/S)U template"",1184424,,70250,Thonissenlaan,63,,,,LU,"
"513835,""HASSELT - FH02"",""(L/B/S)U template"",1184429,,70250,Thonissenlaan,63,,,,LU,"
"513836,""HASSELT - FH02"",""(L/B/S)U template"",1184431,,70250,Thonissenlaan,63,,,,LU,"
"513837,""HASSELT - FH02"",""(L/B/S)U template"",1184434,,70250,Thonissenlaan,63,,,,LU,"
"513838,""HASSELT - FH02"",""(L/B/S)U template"",1184437,,70250,Thonissenlaan,63,,,,LU,"
"513839,""HASSELT - FH02"",""(L/B/S)U template"",1184438,,70250,Thonissenlaan,63,,,,LU,"
"513840,""HASSELT - FH02"",""(L/B/S)U template"",1184439,,70250,Thonissenlaan,63,,,,LU,"
"513841,""HASSELT - FH02"",""(L/B/S)U template"",1185048,,70252,Thonissenlaan,67,,,,BU,"
"513842,""HASSELT - FH02"",""(L/B/S)U template"",1161509,,70255,Thonissenlaan,17,,,,BU,"
"513843,""HASSELT - FH02"",""(L/B/S)U template"",1169303,,70256,Thonissenlaan,27,,,,BU,"
"513844,""HASSELT - FH02"",""(L/B/S)U template"",1169217,,70256,Thonissenlaan,27,,,,LU,"
"513845,""HASSELT - FH02"",""(L/B/S)U template"",11194967,,70256,Thonissenlaan,27,,,,LU,"
"513846,""HASSELT - FH02"",""(L/B/S)U template"",11194968,,70256,Thonissenlaan,27,,,,LU,"
"513847,""HASSELT - FH02"",""(L/B/S)U template"",11194969,,70256,Thonissenlaan,27,,,,LU,"
"513848,""HASSELT - FH02"",""(L/B/S)U template"",11194970,,70256,Thonissenlaan,27,,,,LU,"
"513849,""HASSELT - FH02"",""(L/B/S)U template"",1183320,,70258,Kattegatstraat,6,,,,BU,"
"513850,""HASSELT - FH02"",""(L/B/S)U template"",1183036,,70258,Kattegatstraat,6,,,,LU,"
"513851,""HASSELT - FH02"",""(L/B/S)U template"",1183119,,70258,Kattegatstraat,6,,,,LU,"
"513852,""HASSELT - FH02"",""(L/B/S)U template"",1183185,,70258,Kattegatstraat,6,,,,LU,"
"513853,""HASSELT - FH02"",""(L/B/S)U template"",1183228,,70258,Kattegatstraat,6,,,,LU,"
"513854,""HASSELT - FH02"",""(L/B/S)U template"",1164342,,70259,Isabellastraat,2,,,,LU,"
"513855,""HASSELT - FH02"",""(L/B/S)U template"",1152630,,70260,Isabellastraat,1,,,,LU,"
"513856,""HASSELT - FH02"",""(L/B/S)U template"",1157482,,70261,Isabellastraat,13,,,,BU,"
"513857,""HASSELT - FH02"",""(L/B/S)U template"",1172648,,70263,Isabellastraat,32,,,,BU,"
"513858,""HASSELT - FH02"",""(L/B/S)U template"",1159677,,70264,Isabellastraat,15,,,,LU,"
"513859,""HASSELT - FH02"",""(L/B/S)U template"",11120111,,70265,Isabellastraat,21,,,,BU,"
"513860,""HASSELT - FH02"",""(L/B/S)U template"",1180807,,70266,Isabellastraat,50,,,,LU,"
"513861,""HASSELT - FH02"",""(L/B/S)U template"",10729542,,70266,Isabellastraat,50,,,,LU,"
"513862,""HASSELT - FH02"",""(L/B/S)U template"",1179524,,70267,Isabellastraat,48,,,,LU,"
"513863,""HASSELT - FH02"",""(L/B/S)U template"",1184257,,70268,Isabellastraat,62,,,,LU,"
"513864,""HASSELT - FH02"",""(L/B/S)U template"",1184615,,70269,Isabellastraat,64,,,,LU,"
"513865,""HASSELT - FH02"",""(L/B/S)U template"",1185191,,70270,Isabellastraat,68,,,,BU,"
"513866,""HASSELT - FH02"",""(L/B/S)U template"",11120206,,70270,Isabellastraat,68,,,,LU,"
"513867,""HASSELT - FH02"",""(L/B/S)U template"",11120207,,70270,Isabellastraat,68,,,,LU,"
"513868,""HASSELT - FH02"",""(L/B/S)U template"",1164271,,70272,""Kolonel Dusartplein"",2,,,,BU,"
"513869,""HASSELT - FH02"",""(L/B/S)U template"",1163937,,70272,""Kolonel Dusartplein"",2,,,,LU,"
"513870,""HASSELT - FH02"",""(L/B/S)U template"",1163942,,70272,""Kolonel Dusartplein"",2,,,,LU,"
"513871,""HASSELT - FH02"",""(L/B/S)U template"",1164029,,70272,""Kolonel Dusartplein"",2,,,,LU,"
"513872,""HASSELT - FH02"",""(L/B/S)U template"",1164031,,70272,""Kolonel Dusartplein"",2,,,,LU,"
"513873,""HASSELT - FH02"",""(L/B/S)U template"",1164114,,70272,""Kolonel Dusartplein"",2,,,,LU,"
"513874,""HASSELT - FH02"",""(L/B/S)U template"",1164115,,70272,""Kolonel Dusartplein"",2,,,,LU,"
"513875,""HASSELT - FH02"",""(L/B/S)U template"",1164174,,70272,""Kolonel Dusartplein"",2,,,,LU,"
"513876,""HASSELT - FH02"",""(L/B/S)U template"",1164272,,70272,""Kolonel Dusartplein"",2,,,,BU,"
"513877,""HASSELT - FH02"",""(L/B/S)U template"",10865456,,70272,""Kolonel Dusartplein"",2,,,,LU,"
"513878,""HASSELT - FH02"",""(L/B/S)U template"",10865457,,70272,""Kolonel Dusartplein"",2,,,,SU,"
"513879,""HASSELT - FH02"",""(L/B/S)U template"",11120124,,70274,""Kolonel Dusartplein"",52,,,,BU,"
"513880,""HASSELT - FH02"",""(L/B/S)U template"",1153948,,70275,Maastrichterstraat,102,,,,BU,"
"513881,""HASSELT - FH02"",""(L/B/S)U template"",1175249,,70277,Meldertstraat,38,,,,BU,"
"513882,""HASSELT - FH02"",""(L/B/S)U template"",10865656,,70277,Meldertstraat,38,,,,BU,"
"513883,""HASSELT - FH02"",""(L/B/S)U template"",1164325,,70278,Meldertstraat,2,,,,BU,"
"513884,""HASSELT - FH02"",""(L/B/S)U template"",1168768,,70282,Persoonstraat,26,,,,BU,"
"513885,""HASSELT - FH02"",""(L/B/S)U template"",1173556,,70284,Zuivelmarkt,34,,,,BU,"
"513886,""HASSELT - FH02"",""(L/B/S)U template"",10865918,,70284,Zuivelmarkt,34,,,,LU,"
"513887,""HASSELT - FH02"",""(L/B/S)U template"",10865919,,70284,Zuivelmarkt,34,,,,LU,"
"513888,""HASSELT - FH02"",""(L/B/S)U template"",11120410,,70284,Zuivelmarkt,34,,,,LU,"
"513889,""HASSELT - FH02"",""(L/B/S)U template"",10804604,,70285,Zuivelmarkt,19,,,,BU,"
"513890,""HASSELT - FH02"",""(L/B/S)U template"",11195016,,70285,Zuivelmarkt,19,,,,BU,"
"513891,""HASSELT - FH02"",""(L/B/S)U template"",1163148,,70285,Zuivelmarkt,19,,,,LU,"
"513892,""HASSELT - FH02"",""(L/B/S)U template"",11195017,,70285,Zuivelmarkt,19,,,,LU,"
"513893,""HASSELT - FH02"",""(L/B/S)U template"",1168281,,70286,Zuivelmarkt,25,,,,BU,"
"513894,""HASSELT - FH02"",""(L/B/S)U template"",1152606,,70288,Witte-Nonnenstraat,1,,,,BU,"
"513895,""HASSELT - FH02"",""(L/B/S)U template"",10865856,,70288,Witte-Nonnenstraat,1,,,,LU,"
