"OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,""Opdrachtnummer extern"",""BUILDING KEY"",Straat,Huisnummer,""Huisnummer Toevoeging"",""SSV Action"",""SSV Action LU"",Nature,""Building exists"""
"514516,""HASSELT - FH02"",""(L/B/S)U template"",1165784,,677135,Sint-Jozefsstraat,21,,,,LU,"
"514517,""HASSELT - FH02"",""(L/B/S)U template"",11194939,,677135,Sint-Jozefsstraat,21,,,,SU,"
"514518,""HASSELT - FH02"",""(L/B/S)U template"",11120160,,677136,Sint-Jozefsstraat,19,,,,BU,"
"514519,""HASSELT - FH02"",""(L/B/S)U template"",1176907,,677137,Maastrichterstraat,40,,,,BU,"
"514520,""HASSELT - FH02"",""(L/B/S)U template"",1182266,,677138,Maastrichterstraat,56,,,,BU,"
"514521,""HASSELT - FH02"",""(L/B/S)U template"",1163141,,677139,Capucienenstraat,19,,,,BU,"
"514522,""HASSELT - FH02"",""(L/B/S)U template"",1162986,,677139,Capucienenstraat,19,,,,LU,"
"514523,""HASSELT - FH02"",""(L/B/S)U template"",1162991,,677139,Capucienenstraat,19,,,,LU,"
"514524,""HASSELT - FH02"",""(L/B/S)U template"",1163015,,677139,Capucienenstraat,19,,,,LU,"
"514525,""HASSELT - FH02"",""(L/B/S)U template"",1163022,,677139,Capucienenstraat,19,,,,LU,"
"514526,""HASSELT - FH02"",""(L/B/S)U template"",10865192,,677139,Capucienenstraat,19,,,,SU,"
"514527,""HASSELT - FH02"",""(L/B/S)U template"",1168215,,677140,Capucienenstraat,25,,,,LU,"
"514528,""HASSELT - FH02"",""(L/B/S)U template"",1168219,,677140,Capucienenstraat,25,,,,LU,"
"514529,""HASSELT - FH02"",""(L/B/S)U template"",1168228,,677140,Capucienenstraat,25,,,,LU,"
"514530,""HASSELT - FH02"",""(L/B/S)U template"",1168234,,677140,Capucienenstraat,25,,,,LU,"
"514531,""HASSELT - FH02"",""(L/B/S)U template"",1168244,,677140,Capucienenstraat,25,,,,LU,"
"514532,""HASSELT - FH02"",""(L/B/S)U template"",11120450,,677140,Capucienenstraat,25,,,,SU,"
"514533,""HASSELT - FH02"",""(L/B/S)U template"",10865554,,677141,Leopoldplein,37,,,,BU,"
"514534,""HASSELT - FH02"",""(L/B/S)U template"",1174793,,677141,Leopoldplein,37,,,,LU,"
"514535,""HASSELT - FH02"",""(L/B/S)U template"",1174795,,677141,Leopoldplein,37,,,,LU,"
"514536,""HASSELT - FH02"",""(L/B/S)U template"",1174799,,677141,Leopoldplein,37,,,,LU,"
"514537,""HASSELT - FH02"",""(L/B/S)U template"",1174803,,677141,Leopoldplein,37,,,,LU,"
"514538,""HASSELT - FH02"",""(L/B/S)U template"",1174807,,677141,Leopoldplein,37,,,,LU,"
"514539,""HASSELT - FH02"",""(L/B/S)U template"",1174809,,677141,Leopoldplein,37,,,,LU,"
"514540,""HASSELT - FH02"",""(L/B/S)U template"",1174810,,677141,Leopoldplein,37,,,,LU,"
"514541,""HASSELT - FH02"",""(L/B/S)U template"",1177640,,677142,Ridderstraat,42,,,,LU,"
"514542,""HASSELT - FH02"",""(L/B/S)U template"",1180303,,677143,Ridderstraat,5,,,,BU,"
"514543,""HASSELT - FH02"",""(L/B/S)U template"",10928441,,677153,Capucienenstraat,18,,,,BU,"
"514544,""HASSELT - FH02"",""(L/B/S)U template"",1160551,,677154,Capucienenstraat,16,,,,BU,"
"514545,""HASSELT - FH02"",""(L/B/S)U template"",1152610,,677156,Raamstraat,1,,,,BU,"
"514546,""HASSELT - FH02"",""(L/B/S)U template"",1157451,,677157,Raamstraat,13,,,,BU,"
"514547,""HASSELT - FH02"",""(L/B/S)U template"",1166497,,677158,Maastrichterstraat,22,,,,BU,"
"514548,""HASSELT - FH02"",""(L/B/S)U template"",11148838,,677159,Maastrichterstraat,2,,,,BU,"
"514549,""HASSELT - FH02"",""(L/B/S)U template"",11148849,,677160,Maastrichterstraat,3,,,,BU,"
"514550,""HASSELT - FH02"",""(L/B/S)U template"",11148850,,677160,Maastrichterstraat,3,,,,LU,"
"514551,""HASSELT - FH02"",""(L/B/S)U template"",11148851,,677160,Maastrichterstraat,3,,,,LU,"
"514552,""HASSELT - FH02"",""(L/B/S)U template"",11148852,,677160,Maastrichterstraat,3,,,,LU,"
"514553,""HASSELT - FH02"",""(L/B/S)U template"",11149526,,677161,Maastrichterstraat,29,,,,LU,"
"514554,""HASSELT - FH02"",""(L/B/S)U template"",11148824,,677162,Maastrichterstraat,21,,,,BU,"
"514555,""HASSELT - FH02"",""(L/B/S)U template"",11148825,,677162,Maastrichterstraat,21,,,,LU,"
"514556,""HASSELT - FH02"",""(L/B/S)U template"",11148826,,677162,Maastrichterstraat,21,,,,LU,"
"514557,""HASSELT - FH02"",""(L/B/S)U template"",11148827,,677162,Maastrichterstraat,21,,,,LU,"
"514558,""HASSELT - FH02"",""(L/B/S)U template"",1173557,,677163,Fruitmarkt,34,,,,BU,"
"514559,""HASSELT - FH02"",""(L/B/S)U template"",1167747,,677164,Fruitmarkt,24,,,,BU,"
"514560,""HASSELT - FH02"",""(L/B/S)U template"",10865331,,677164,Fruitmarkt,24,,,,LU,"
"514561,""HASSELT - FH02"",""(L/B/S)U template"",1156083,,677165,Fruitmarkt,12,,,,BU,"
"514562,""HASSELT - FH02"",""(L/B/S)U template"",10865330,,677165,Fruitmarkt,12,,,,LU,"
"514563,""HASSELT - FH02"",""(L/B/S)U template"",1168764,,677166,Fruitmarkt,26,,,,BU,"
"514564,""HASSELT - FH02"",""(L/B/S)U template"",1179522,,677167,Kapelstraat,48,,,,BU,"
"514565,""HASSELT - FH02"",""(L/B/S)U template"",1168777,,677168,Kapelstraat,26,,,,BU,"
"514566,""HASSELT - FH02"",""(L/B/S)U template"",11120271,,677168,Kapelstraat,26,,,,LU,"
"514567,""HASSELT - FH02"",""(L/B/S)U template"",11120272,,677168,Kapelstraat,26,,,,LU,"
"514568,""HASSELT - FH02"",""(L/B/S)U template"",11120273,,677168,Kapelstraat,26,,,,LU,"
"514569,""HASSELT - FH02"",""(L/B/S)U template"",1166481,,677169,Kapelstraat,22,,,,BU,"
"514570,""HASSELT - FH02"",""(L/B/S)U template"",10928608,,677170,Kapelstraat,29,,,,BU,"
"514571,""HASSELT - FH02"",""(L/B/S)U template"",1172208,,677171,Kapelstraat,31,,,,BU,"
"514572,""HASSELT - FH02"",""(L/B/S)U template"",1172214,,677171,Kapelstraat,31,,,,LU,"
"514573,""HASSELT - FH02"",""(L/B/S)U template"",1156093,,677173,Kapelstraat,12,,,,BU,"
"514574,""HASSELT - FH02"",""(L/B/S)U template"",10865423,,677173,Kapelstraat,12,,,,SU,"
"514575,""HASSELT - FH02"",""(L/B/S)U template"",1178086,,677174,Kapelstraat,43,,,,BU,"
"514576,""HASSELT - FH02"",""(L/B/S)U template"",10865441,,677175,Kapelstraat,38,,,,BU,"
"514577,""HASSELT - FH02"",""(L/B/S)U template"",1175258,,677175,Kapelstraat,38,,,,LU,"
"514578,""HASSELT - FH02"",""(L/B/S)U template"",1175253,,677175,Kapelstraat,38,,,,LU,"
"514579,""HASSELT - FH02"",""(L/B/S)U template"",10865433,,677175,Kapelstraat,38,,,,LU,"
"514580,""HASSELT - FH02"",""(L/B/S)U template"",10865434,,677175,Kapelstraat,38,,,,LU,"
"514581,""HASSELT - FH02"",""(L/B/S)U template"",10865435,,677175,Kapelstraat,38,,,,LU,"
"514582,""HASSELT - FH02"",""(L/B/S)U template"",10865436,,677175,Kapelstraat,38,,,,LU,"
"514583,""HASSELT - FH02"",""(L/B/S)U template"",10865437,,677175,Kapelstraat,38,,,,LU,"
"514584,""HASSELT - FH02"",""(L/B/S)U template"",10865438,,677175,Kapelstraat,38,,,,LU,"
"514585,""HASSELT - FH02"",""(L/B/S)U template"",10865439,,677175,Kapelstraat,38,,,,LU,"
"514586,""HASSELT - FH02"",""(L/B/S)U template"",10865440,,677175,Kapelstraat,38,,,,LU,"
"514587,""HASSELT - FH02"",""(L/B/S)U template"",11195347,,677175,Kapelstraat,38,,,,SU,"
"514588,""HASSELT - FH02"",""(L/B/S)U template"",1168786,,677176,Diesterstraat,26,,,,BU,"
"514589,""HASSELT - FH02"",""(L/B/S)U template"",1164337,,677177,Diesterstraat,2,,,,BU,"
"514590,""HASSELT - FH02"",""(L/B/S)U template"",11120468,,677177,Diesterstraat,2,,,,LU,"
"514591,""HASSELT - FH02"",""(L/B/S)U template"",10865277,,677177,Diesterstraat,2,,,,SU,"
"514592,""HASSELT - FH02"",""(L/B/S)U template"",1171195,,677179,Diesterstraat,3,,,,BU,"
"514593,""HASSELT - FH02"",""(L/B/S)U template"",1152621,,677180,""Koning Albertstraat"",1,,,,BU,"
"514594,""HASSELT - FH02"",""(L/B/S)U template"",10865504,,677181,""Koning Albertstraat"",3,,,,BU,"
"514595,""HASSELT - FH02"",""(L/B/S)U template"",1171190,,677181,""Koning Albertstraat"",3,,,,LU,"
"514596,""HASSELT - FH02"",""(L/B/S)U template"",10731595,,677181,""Koning Albertstraat"",3,,,,LU,"
"514597,""HASSELT - FH02"",""(L/B/S)U template"",10731596,,677181,""Koning Albertstraat"",3,,,,LU,"
"514598,""HASSELT - FH02"",""(L/B/S)U template"",1176911,,677183,""Koning Albertstraat"",40,,,,BU,"
"514599,""HASSELT - FH02"",""(L/B/S)U template"",1178350,,677184,""Koning Albertstraat"",44,,,,BU,"
"514600,""HASSELT - FH02"",""(L/B/S)U template"",1164288,,677187,""Koning Albertstraat"",2,,,,BU,"
"514601,""HASSELT - FH02"",""(L/B/S)U template"",1184614,,677189,""Koning Albertstraat"",64,,,,BU,"
"514602,""HASSELT - FH02"",""(L/B/S)U template"",1162269,,677192,Hoogstraat,18,,,,BU,"
"514603,""HASSELT - FH02"",""(L/B/S)U template"",10865397,,677193,Hoogstraat,16,,,,BU,"
"514604,""HASSELT - FH02"",""(L/B/S)U template"",1168782,,677194,Hoogstraat,26,,,,BU,"
"514605,""HASSELT - FH02"",""(L/B/S)U template"",1171185,,677195,Hoogstraat,3,,,,BU,"
"514606,""HASSELT - FH02"",""(L/B/S)U template"",1152613,,677196,Hoogstraat,1,,,,BU,"
"514607,""HASSELT - FH02"",""(L/B/S)U template"",11120098,,677197,Havermarkt,33,,,,BU,"
"514608,""HASSELT - FH02"",""(L/B/S)U template"",1172210,,677198,Havermarkt,31,,,,BU,"
"514609,""HASSELT - FH02"",""(L/B/S)U template"",1167201,,677199,Havermarkt,23,,,,BU,"
"514610,""HASSELT - FH02"",""(L/B/S)U template"",11120199,,677199,Havermarkt,23,,,,LU,"
"514611,""HASSELT - FH02"",""(L/B/S)U template"",11120200,,677199,Havermarkt,23,,,,LU,"
"514612,""HASSELT - FH02"",""(L/B/S)U template"",1185882,,677200,Havermarkt,7,,,,BU,"
"514613,""HASSELT - FH02"",""(L/B/S)U template"",10865373,,677200,Havermarkt,7,,,,BU,"
"514614,""HASSELT - FH02"",""(L/B/S)U template"",10865374,,677200,Havermarkt,7,,,,SU,"
"514615,""HASSELT - FH02"",""(L/B/S)U template"",1164335,,677202,Havermarkt,2,,,,BU,"
"514616,""HASSELT - FH02"",""(L/B/S)U template"",10865372,,677202,Havermarkt,2,,,,LU,"
"514617,""HASSELT - FH02"",""(L/B/S)U template"",1153318,,677203,Havermarkt,10,,,,BU,"
"514618,""HASSELT - FH02"",""(L/B/S)U template"",1160478,,677204,Havermarkt,16,,,,LU,"
"514619,""HASSELT - FH02"",""(L/B/S)U template"",1160479,,677204,Havermarkt,16,,,,LU,"
"514620,""HASSELT - FH02"",""(L/B/S)U template"",1160480,,677204,Havermarkt,16,,,,LU,"
"514621,""HASSELT - FH02"",""(L/B/S)U template"",1160499,,677204,Havermarkt,16,,,,LU,"
"514622,""HASSELT - FH02"",""(L/B/S)U template"",1160500,,677204,Havermarkt,16,,,,LU,"
"514623,""HASSELT - FH02"",""(L/B/S)U template"",1160501,,677204,Havermarkt,16,,,,LU,"
"514624,""HASSELT - FH02"",""(L/B/S)U template"",1160502,,677204,Havermarkt,16,,,,LU,"
"514625,""HASSELT - FH02"",""(L/B/S)U template"",1160503,,677204,Havermarkt,16,,,,LU,"
"514626,""HASSELT - FH02"",""(L/B/S)U template"",1160516,,677204,Havermarkt,16,,,,LU,"
"514627,""HASSELT - FH02"",""(L/B/S)U template"",1160517,,677204,Havermarkt,16,,,,LU,"
"514628,""HASSELT - FH02"",""(L/B/S)U template"",1160518,,677204,Havermarkt,16,,,,LU,"
"514629,""HASSELT - FH02"",""(L/B/S)U template"",1160529,,677204,Havermarkt,16,,,,LU,"
"514630,""HASSELT - FH02"",""(L/B/S)U template"",1160530,,677204,Havermarkt,16,,,,LU,"
"514631,""HASSELT - FH02"",""(L/B/S)U template"",1160531,,677204,Havermarkt,16,,,,LU,"
"514632,""HASSELT - FH02"",""(L/B/S)U template"",1160536,,677204,Havermarkt,16,,,,LU,"
"514633,""HASSELT - FH02"",""(L/B/S)U template"",1160537,,677204,Havermarkt,16,,,,LU,"
"514634,""HASSELT - FH02"",""(L/B/S)U template"",1160553,,677204,Havermarkt,16,,,,LU,"
"514635,""HASSELT - FH02"",""(L/B/S)U template"",1160554,,677204,Havermarkt,16,,,,LU,"
"514636,""HASSELT - FH02"",""(L/B/S)U template"",1160552,,677204,Havermarkt,16,,,,SU,"
"514637,""HASSELT - FH02"",""(L/B/S)U template"",1183373,,677205,Havermarkt,6,,,,BU,"
"514638,""HASSELT - FH02"",""(L/B/S)U template"",10928605,,677206,Havermarkt,8,,,,BU,"
"514639,""HASSELT - FH02"",""(L/B/S)U template"",10928648,,677211,Paardsdemerstraat,11,,,,BU,"
"514640,""HASSELT - FH02"",""(L/B/S)U template"",1156092,,677213,""de Schiervellaan"",12,A,,,BU,"
"514641,""HASSELT - FH02"",""(L/B/S)U template"",1153253,,677214,""de Schiervellaan"",10,,,,BU,"
"514642,""HASSELT - FH02"",""(L/B/S)U template"",1183376,,677215,""de Schiervellaan"",6,,,,BU,"
"514643,""HASSELT - FH02"",""(L/B/S)U template"",1176294,,677216,""de Schiervellaan"",4,,,,BU,"
"514644,""HASSELT - FH02"",""(L/B/S)U template"",11120367,,677216,""de Schiervellaan"",4,,,,LU,"
"514645,""HASSELT - FH02"",""(L/B/S)U template"",11120368,,677216,""de Schiervellaan"",4,,,,LU,"
"514646,""HASSELT - FH02"",""(L/B/S)U template"",11120053,,677217,""de Schiervellaan"",2,,,,BU,"
"514647,""HASSELT - FH02"",""(L/B/S)U template"",11120054,,677217,""de Schiervellaan"",2,,,,LU,"
"514648,""HASSELT - FH02"",""(L/B/S)U template"",1183377,,677220,Maagdendries,6,,,,BU,"
"514649,""HASSELT - FH02"",""(L/B/S)U template"",11120133,,677221,Maagdendries,1,,,,BU,"
"514650,""HASSELT - FH02"",""(L/B/S)U template"",1171194,,677222,Maagdendries,3,,,,BU,"
"514651,""HASSELT - FH02"",""(L/B/S)U template"",1182665,,677223,Maastrichterstraat,58,,,,BU,"
"514652,""HASSELT - FH02"",""(L/B/S)U template"",1183871,,677224,Maastrichterstraat,60,,,,LU,"
"514653,""HASSELT - FH02"",""(L/B/S)U template"",1165850,,678590,Capucienenstraat,21,,,,BU,"
"514654,""HASSELT - FH02"",""(L/B/S)U template"",10928735,,776341,Thonissenlaan,3,,,,BU,"
"514655,""HASSELT - FH02"",""(L/B/S)U template"",1170907,,776341,Thonissenlaan,3,,,,LU,"
"514656,""HASSELT - FH02"",""(L/B/S)U template"",10928729,,776341,Thonissenlaan,3,,,,LU,"
"514657,""HASSELT - FH02"",""(L/B/S)U template"",10928730,,776341,Thonissenlaan,3,,,,LU,"
"514658,""HASSELT - FH02"",""(L/B/S)U template"",10928731,,776341,Thonissenlaan,3,,,,LU,"
"514659,""HASSELT - FH02"",""(L/B/S)U template"",10928732,,776341,Thonissenlaan,3,,,,LU,"
"514660,""HASSELT - FH02"",""(L/B/S)U template"",10928733,,776341,Thonissenlaan,3,,,,LU,"
"514661,""HASSELT - FH02"",""(L/B/S)U template"",10928734,,776341,Thonissenlaan,3,,,,LU,"
"514662,""HASSELT - FH02"",""(L/B/S)U template"",10928736,,776341,Thonissenlaan,3,,,,SU,"
"514663,""HASSELT - FH02"",""(L/B/S)U template"",1164328,,1019954,Zuivelmarkt,2,,,,BU,"
"514664,""HASSELT - FH02"",""(L/B/S)U template"",1158530,,1113725,""Kolonel Dusartplein"",14,,,,LU,"
"514665,""HASSELT - FH02"",""(L/B/S)U template"",11120473,,1113726,""Kolonel Dusartplein"",16,,,,BU,"
"514666,""HASSELT - FH02"",""(L/B/S)U template"",1160571,,1113726,""Kolonel Dusartplein"",16,,,,LU,"
"514667,""HASSELT - FH02"",""(L/B/S)U template"",1152526,,1113775,Maastrichterstraat,1,,,,LU,"
"514668,""HASSELT - FH02"",""(L/B/S)U template"",11148842,,1113776,Maastrichterstraat,8,,,,BU,"
"514669,""HASSELT - FH02"",""(L/B/S)U template"",1182671,,1143120,Demerstraat,58,,,,BU,"
"514670,""HASSELT - FH02"",""(L/B/S)U template"",1183882,,1143121,Demerstraat,60,,,,BU,"
"514671,""HASSELT - FH02"",""(L/B/S)U template"",10865233,,1143121,Demerstraat,60,,,,SU,"
"514672,""HASSELT - FH02"",""(L/B/S)U template"",10866998,,1150267,Zuivelmarkt,38,,,,BU,"
"514673,""HASSELT - FH02"",""(L/B/S)U template"",11120411,,1150267,Zuivelmarkt,38,,,,BU,"
"514674,""HASSELT - FH02"",""(L/B/S)U template"",1175246,,1150267,Zuivelmarkt,38,,,,LU,"
"514675,""HASSELT - FH02"",""(L/B/S)U template"",10731491,,1150267,Zuivelmarkt,38,,,,LU,"
"514676,""HASSELT - FH02"",""(L/B/S)U template"",10731492,,1150267,Zuivelmarkt,38,,,,LU,"
"514677,""HASSELT - FH02"",""(L/B/S)U template"",1166504,,1238445,""Dokter Willemsstraat"",22,,,,LU,"
"514678,""HASSELT - FH02"",""(L/B/S)U template"",1152585,,1276527,Guldensporenplein,1,,,,BU,"
"514679,""HASSELT - FH02"",""(L/B/S)U template"",1152588,,1276527,Guldensporenplein,1,,,,BU,"
"514680,""HASSELT - FH02"",""(L/B/S)U template"",1152281,,1276527,Guldensporenplein,1,,,,LU,"
"514681,""HASSELT - FH02"",""(L/B/S)U template"",1152282,,1276527,Guldensporenplein,1,,,,LU,"
"514682,""HASSELT - FH02"",""(L/B/S)U template"",1152283,,1276527,Guldensporenplein,1,,,,LU,"
"514683,""HASSELT - FH02"",""(L/B/S)U template"",1152356,,1276527,Guldensporenplein,1,,,,LU,"
"514684,""HASSELT - FH02"",""(L/B/S)U template"",1152357,,1276527,Guldensporenplein,1,,,,LU,"
"514685,""HASSELT - FH02"",""(L/B/S)U template"",1152358,,1276527,Guldensporenplein,1,,,,LU,"
"514686,""HASSELT - FH02"",""(L/B/S)U template"",1152382,,1276527,Guldensporenplein,1,,,,LU,"
"514687,""HASSELT - FH02"",""(L/B/S)U template"",1152398,,1276527,Guldensporenplein,1,,,,LU,"
"514688,""HASSELT - FH02"",""(L/B/S)U template"",10865371,,1276527,Guldensporenplein,1,,,,SU,"
"514689,""HASSELT - FH02"",""(L/B/S)U template"",1171187,,1279604,Guldensporenplein,3,,,,LU,"
"514690,""HASSELT - FH02"",""(L/B/S)U template"",11120109,,1282683,Hemelrijk,25,,,,BU,"
"514691,""HASSELT - FH02"",""(L/B/S)U template"",1188859,,1305230,Guffenslaan,84,,,,LU,"
"514692,""HASSELT - FH02"",""(L/B/S)U template"",1189821,,1313084,Botermarkt,9,,,,BU,"
"514693,""HASSELT - FH02"",""(L/B/S)U template"",11120425,,1313084,Botermarkt,9,,,,LU,"
"514694,""HASSELT - FH02"",""(L/B/S)U template"",1167754,,1313583,""Dokter Willemsstraat"",24,,,,LU,"
"514695,""HASSELT - FH02"",""(L/B/S)U template"",1181332,,1390242,Guffenslaan,52,,,,LU,"
"514696,""HASSELT - FH02"",""(L/B/S)U template"",1181333,,1390242,Guffenslaan,52,,,,LU,"
"514697,""HASSELT - FH02"",""(L/B/S)U template"",1181339,,1390242,Guffenslaan,52,,,,LU,"
"514698,""HASSELT - FH02"",""(L/B/S)U template"",1181340,,1390242,Guffenslaan,52,,,,LU,"
"514699,""HASSELT - FH02"",""(L/B/S)U template"",1181344,,1390242,Guffenslaan,52,,,,LU,"
"514700,""HASSELT - FH02"",""(L/B/S)U template"",1181345,,1390242,Guffenslaan,52,,,,LU,"
"514701,""HASSELT - FH02"",""(L/B/S)U template"",1181352,,1390242,Guffenslaan,52,,,,LU,"
"514702,""HASSELT - FH02"",""(L/B/S)U template"",1181355,,1390242,Guffenslaan,52,,,,LU,"
"514703,""HASSELT - FH02"",""(L/B/S)U template"",1549659,,1390242,Guffenslaan,52,,,,LU,"
"514704,""HASSELT - FH02"",""(L/B/S)U template"",10865347,,1390242,Guffenslaan,52,,,,SU,"
"514705,""HASSELT - FH02"",""(L/B/S)U template"",10865782,,1454258,Sint-Jozefsstraat,5,,,,BU,"
"514706,""HASSELT - FH02"",""(L/B/S)U template"",1180297,,1454258,Sint-Jozefsstraat,5,,,,LU,"
"514707,""HASSELT - FH02"",""(L/B/S)U template"",10731564,,1454258,Sint-Jozefsstraat,5,,,,LU,"
"514708,""HASSELT - FH02"",""(L/B/S)U template"",10731565,,1454258,Sint-Jozefsstraat,5,,,,LU,"
"514709,""HASSELT - FH02"",""(L/B/S)U template"",10865783,,1454258,Sint-Jozefsstraat,5,,,,SU,"
"514710,""HASSELT - FH02"",""(L/B/S)U template"",1178667,,1456107,Kapelstraat,45,,,,BU,"
"514711,""HASSELT - FH02"",""(L/B/S)U template"",1182268,,1471790,Guffenslaan,56,,,,LU,"
"514712,""HASSELT - FH02"",""(L/B/S)U template"",10865744,,1473953,Ridderstraat,17,,,,BU,"
"514713,""HASSELT - FH02"",""(L/B/S)U template"",1161498,,1473953,Ridderstraat,17,,,,LU,"
"514714,""HASSELT - FH02"",""(L/B/S)U template"",10731590,,1473953,Ridderstraat,17,,,,LU,"
"514715,""HASSELT - FH02"",""(L/B/S)U template"",10731591,,1473953,Ridderstraat,17,,,,LU,"
"514716,""HASSELT - FH02"",""(L/B/S)U template"",10731592,,1473953,Ridderstraat,17,,,,LU,"
"514717,""HASSELT - FH02"",""(L/B/S)U template"",10865745,,1473953,Ridderstraat,17,,,,SU,"
"514718,""HASSELT - FH02"",""(L/B/S)U template"",1166428,,1480236,Capucienenstraat,22,,,,LU,"
"514719,""HASSELT - FH02"",""(L/B/S)U template"",1166431,,1480236,Capucienenstraat,22,,,,LU,"
"514720,""HASSELT - FH02"",""(L/B/S)U template"",1166442,,1480236,Capucienenstraat,22,,,,LU,"
"514721,""HASSELT - FH02"",""(L/B/S)U template"",1166445,,1480236,Capucienenstraat,22,,,,LU,"
"514722,""HASSELT - FH02"",""(L/B/S)U template"",1166450,,1480236,Capucienenstraat,22,,,,LU,"
"514723,""HASSELT - FH02"",""(L/B/S)U template"",1184110,,1487446,Thonissenlaan,61,,,,BU,"
"514724,""HASSELT - FH02"",""(L/B/S)U template"",1152574,,2406837,Jeneverplein,1,,,,BU,"
"514725,""HASSELT - FH02"",""(L/B/S)U template"",1152138,,2406837,Jeneverplein,1,,,,LU,"
"514726,""HASSELT - FH02"",""(L/B/S)U template"",1152183,,2406837,Jeneverplein,1,,,,LU,"
"514727,""HASSELT - FH02"",""(L/B/S)U template"",1152268,,2406837,Jeneverplein,1,,,,LU,"
"514728,""HASSELT - FH02"",""(L/B/S)U template"",1152288,,2406837,Jeneverplein,1,,,,LU,"
"514729,""HASSELT - FH02"",""(L/B/S)U template"",1152363,,2406837,Jeneverplein,1,,,,LU,"
"514730,""HASSELT - FH02"",""(L/B/S)U template"",1152387,,2406837,Jeneverplein,1,,,,LU,"
"514731,""HASSELT - FH02"",""(L/B/S)U template"",11195163,,2406837,Jeneverplein,1,,,,LU,"
"514732,""HASSELT - FH02"",""(L/B/S)U template"",11195164,,2406837,Jeneverplein,1,,,,LU,"
"514733,""HASSELT - FH02"",""(L/B/S)U template"",1152578,,2406837,Jeneverplein,1,,,,SU,"
"514734,""HASSELT - FH02"",""(L/B/S)U template"",1164276,,2406839,Jeneverplein,2,,,,BU,"
"514735,""HASSELT - FH02"",""(L/B/S)U template"",1163982,,2406839,Jeneverplein,2,,,,LU,"
"514736,""HASSELT - FH02"",""(L/B/S)U template"",1163994,,2406839,Jeneverplein,2,,,,LU,"
"514737,""HASSELT - FH02"",""(L/B/S)U template"",1164065,,2406839,Jeneverplein,2,,,,LU,"
"514738,""HASSELT - FH02"",""(L/B/S)U template"",1164082,,2406839,Jeneverplein,2,,,,LU,"
"514739,""HASSELT - FH02"",""(L/B/S)U template"",1164111,,2406839,Jeneverplein,2,,,,LU,"
"514740,""HASSELT - FH02"",""(L/B/S)U template"",1164173,,2406839,Jeneverplein,2,,,,LU,"
"514741,""HASSELT - FH02"",""(L/B/S)U template"",11120462,,2406839,Jeneverplein,2,,,,BU,"
"514742,""HASSELT - FH02"",""(L/B/S)U template"",11195165,,2406839,Jeneverplein,2,,,,SU,"
"514743,""HASSELT - FH02"",""(L/B/S)U template"",1170965,,2406841,Jeneverplein,3,,,,BU,"
"514744,""HASSELT - FH02"",""(L/B/S)U template"",11195166,,2406841,Jeneverplein,3,,,,BU,"
"514745,""HASSELT - FH02"",""(L/B/S)U template"",1170856,,2406841,Jeneverplein,3,,,,LU,"
"514746,""HASSELT - FH02"",""(L/B/S)U template"",1170876,,2406841,Jeneverplein,3,,,,LU,"
"514747,""HASSELT - FH02"",""(L/B/S)U template"",1170884,,2406841,Jeneverplein,3,,,,LU,"
"514748,""HASSELT - FH02"",""(L/B/S)U template"",1170894,,2406841,Jeneverplein,3,,,,LU,"
"514749,""HASSELT - FH02"",""(L/B/S)U template"",1170919,,2406841,Jeneverplein,3,,,,LU,"
"514750,""HASSELT - FH02"",""(L/B/S)U template"",1170920,,2406841,Jeneverplein,3,,,,LU,"
"514751,""HASSELT - FH02"",""(L/B/S)U template"",1170964,,2406841,Jeneverplein,3,,,,SU,"
"514752,""HASSELT - FH02"",""(L/B/S)U template"",1180304,,2407808,""Koning Albertstraat"",5,,,,BU,"
"514753,""HASSELT - FH02"",""(L/B/S)U template"",11120125,,2407809,""Koning Albertstraat"",7,,,,BU,"
"514754,""HASSELT - FH02"",""(L/B/S)U template"",1185858,,2407810,""Koning Albertstraat"",7,A,,,LU,"
"514755,""HASSELT - FH02"",""(L/B/S)U template"",1185574,,2407810,""Koning Albertstraat"",7,A,,,LU,"
"514756,""HASSELT - FH02"",""(L/B/S)U template"",1185621,,2407810,""Koning Albertstraat"",7,A,,,LU,"
"514757,""HASSELT - FH02"",""(L/B/S)U template"",1185663,,2407810,""Koning Albertstraat"",7,A,,,LU,"
"514758,""HASSELT - FH02"",""(L/B/S)U template"",1185792,,2407810,""Koning Albertstraat"",7,A,,,LU,"
"514759,""HASSELT - FH02"",""(L/B/S)U template"",1185793,,2407810,""Koning Albertstraat"",7,A,,,SU,"
"514760,""HASSELT - FH02"",""(L/B/S)U template"",1189834,,2407811,""Koning Albertstraat"",9,,,,BU,"
"514761,""HASSELT - FH02"",""(L/B/S)U template"",11120126,,2407812,""Koning Albertstraat"",10,,,,BU,"
"514762,""HASSELT - FH02"",""(L/B/S)U template"",11120128,,2407812,""Koning Albertstraat"",10,,,,LU,"
"514763,""HASSELT - FH02"",""(L/B/S)U template"",11120127,,2407812,""Koning Albertstraat"",10,,,,LU,"
"514764,""HASSELT - FH02"",""(L/B/S)U template"",11120129,,2407812,""Koning Albertstraat"",10,,,,LU,"
"514765,""HASSELT - FH02"",""(L/B/S)U template"",11120130,,2407812,""Koning Albertstraat"",10,,,,LU,"
