OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern","BUILDING KEY",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
505686,"ANTWERPEN-WEST - FH03","BUILDING template",12657,,12657,"Lange Noordstraat",3,,,,,Y
505687,"ANTWERPEN-WEST - FH03","BUILDING template",12715,,12715,Paardenmarkt,34,,,,,Y
505688,"ANTWERPEN-WEST - FH03","BUILDING template",12734,,12734,Ossenmarkt,14,,,,,Y
505689,"ANTWERPEN-WEST - FH03","BUILDING template",12738,,12738,Paardenmarkt,28,,,,,Y
505690,"ANTWERPEN-WEST - FH03","BUILDING template",61827,,61827,"Lange Noordstraat",10,,,,,Y
505691,"ANTWERPEN-WEST - FH03","BUILDING template",61829,,61829,"Lange Noordstraat",1,,,,,Y
505692,"ANTWERPEN-WEST - FH03","BUILDING template",61832,,61832,"Lange Noordstraat",39,,,,,Y
505693,"ANTWERPEN-WEST - FH03","BUILDING template",61833,,61833,Raapstraat,25,,,,,Y
505694,"ANTWERPEN-WEST - FH03","BUILDING template",61834,,61834,Raapstraat,35,,,,,Y
505695,"ANTWERPEN-WEST - FH03","BUILDING template",61841,,61841,Klapdorp,42,,,,,Y
505697,"ANTWERPEN-WEST - FH03","BUILDING template",61845,,61845,Klapdorp,78,,,,,Y
505698,"ANTWERPEN-WEST - FH03","BUILDING template",61846,,61846,Klapdorp,80,,,,,Y
505699,"ANTWERPEN-WEST - FH03","BUILDING template",61849,,61849,Varkensmarkt,8,,,,,Y
505700,"ANTWERPEN-WEST - FH03","BUILDING template",61850,,61850,Varkensmarkt,6,,,,,Y
505702,"ANTWERPEN-WEST - FH03","BUILDING template",61853,,61853,Mutsaardstraat,13,,,,,Y
505703,"ANTWERPEN-WEST - FH03","BUILDING template",61855,,61855,Mutsaardstraat,1,,,,,Y
505704,"ANTWERPEN-WEST - FH03","BUILDING template",61856,,61856,Stadswaag,2,,,,,Y
505705,"ANTWERPEN-WEST - FH03","BUILDING template",108827,,108827,Venusstraat,43,,,,,Y
505706,"ANTWERPEN-WEST - FH03","BUILDING template",108828,,108828,Venusstraat,25,,,,,Y
505708,"ANTWERPEN-WEST - FH03","BUILDING template",108830,,108830,Venusstraat,19,,,,,Y
505709,"ANTWERPEN-WEST - FH03","BUILDING template",108831,,108831,Venusstraat,3,,,,,Y
505710,"ANTWERPEN-WEST - FH03","BUILDING template",108832,,108832,Vekestraat,37,,,,,Y
505711,"ANTWERPEN-WEST - FH03","BUILDING template",108833,,108833,Vekestraat,5,,,,,Y
505712,"ANTWERPEN-WEST - FH03","BUILDING template",108834,,108834,Vekestraat,11,,,,,Y
505713,"ANTWERPEN-WEST - FH03","BUILDING template",108835,,108835,Vekestraat,9,,,,,Y
505714,"ANTWERPEN-WEST - FH03","BUILDING template",108836,,108836,Vekestraat,51,,,,,Y
505715,"ANTWERPEN-WEST - FH03","BUILDING template",108838,,108838,Paardenmarkt,32,,,,,Y
505716,"ANTWERPEN-WEST - FH03","BUILDING template",108839,,108839,Paardenmarkt,42,,,,,Y
505717,"ANTWERPEN-WEST - FH03","BUILDING template",108840,,108840,Paardenmarkt,58,,,,,Y
505718,"ANTWERPEN-WEST - FH03","BUILDING template",108841,,108841,Paardenmarkt,66,,,,,Y
505719,"ANTWERPEN-WEST - FH03","BUILDING template",108842,,108842,Paardenmarkt,68,,,,,Y
505720,"ANTWERPEN-WEST - FH03","BUILDING template",108843,,108843,Paardenmarkt,80,,,,,Y
505721,"ANTWERPEN-WEST - FH03","BUILDING template",108844,,108844,Paardenmarkt,70,,,,,Y
505722,"ANTWERPEN-WEST - FH03","BUILDING template",108845,,108845,Paardenmarkt,78,,,,,Y
505723,"ANTWERPEN-WEST - FH03","BUILDING template",108846,,108846,Paardenmarkt,60,,,,,Y
505724,"ANTWERPEN-WEST - FH03","BUILDING template",108847,,108847,Paardenmarkt,64,,,,,Y
505725,"ANTWERPEN-WEST - FH03","BUILDING template",108848,,108848,Paardenmarkt,56,,,,,Y
505726,"ANTWERPEN-WEST - FH03","BUILDING template",108849,,108849,Paardenmarkt,44,,,,,Y
505727,"ANTWERPEN-WEST - FH03","BUILDING template",108850,,108850,Prinsstraat,3,,,,,Y
505728,"ANTWERPEN-WEST - FH03","BUILDING template",108851,,108851,Vekestraat,1,,,,,Y
505729,"ANTWERPEN-WEST - FH03","BUILDING template",109195,,109195,Italiëlei,100,,,,,Y
505732,"ANTWERPEN-WEST - FH03","BUILDING template",109198,,109198,Italiëlei,110,,,,,Y
505733,"ANTWERPEN-WEST - FH03","BUILDING template",109199,,109199,Italiëlei,112,,,,,Y
505734,"ANTWERPEN-WEST - FH03","BUILDING template",109200,,109200,Italiëlei,114,,,,,Y
505736,"ANTWERPEN-WEST - FH03","BUILDING template",109205,,109205,"Korte Winkelstraat",7,,,,,Y
505737,"ANTWERPEN-WEST - FH03","BUILDING template",109206,,109206,"Korte Winkelstraat",9,,,,,Y
505738,"ANTWERPEN-WEST - FH03","BUILDING template",109212,,109212,"Van Boendalestraat",2,,,,,Y
505739,"ANTWERPEN-WEST - FH03","BUILDING template",109213,,109213,"Van Boendalestraat",12,,,,,Y
505740,"ANTWERPEN-WEST - FH03","BUILDING template",109320,,109320,Italiëlei,106,,,,,Y
505741,"ANTWERPEN-WEST - FH03","BUILDING template",109335,,109335,Paardenmarkt,104,,,,,Y
505742,"ANTWERPEN-WEST - FH03","BUILDING template",109336,,109336,Paardenmarkt,82,,,,,Y
505743,"ANTWERPEN-WEST - FH03","BUILDING template",109337,,109337,"Lange Winkelstraat",2,,,,,Y
505744,"ANTWERPEN-WEST - FH03","BUILDING template",109338,,109338,"Lange Winkelstraat",47,,,,,Y
505745,"ANTWERPEN-WEST - FH03","BUILDING template",109339,,109339,"Lange Winkelstraat",1,,,,,Y
505746,"ANTWERPEN-WEST - FH03","BUILDING template",109340,,109340,"Lange Winkelstraat",4,,,,,Y
505747,"ANTWERPEN-WEST - FH03","BUILDING template",109341,,109341,"Lange Winkelstraat",40,,,,,Y
505748,"ANTWERPEN-WEST - FH03","BUILDING template",109342,,109342,"Lange Winkelstraat",44,,,,,Y
505749,"ANTWERPEN-WEST - FH03","BUILDING template",109343,,109343,"Lange Winkelstraat",46,,,,,Y
505750,"ANTWERPEN-WEST - FH03","BUILDING template",109349,,109349,"Pieter van Hobokenstraat",3,,,,,Y
505752,"ANTWERPEN-WEST - FH03","BUILDING template",109351,,109351,"Pieter van Hobokenstraat",5,,,,,Y
505753,"ANTWERPEN-WEST - FH03","BUILDING template",109364,,109364,"Kleine Kauwenberg",1,,,,,Y
505754,"ANTWERPEN-WEST - FH03","BUILDING template",109366,,109366,Rodestraat,2,,,,,Y
505755,"ANTWERPEN-WEST - FH03","BUILDING template",109369,,109369,Rodestraat,36,,,,,Y
505756,"ANTWERPEN-WEST - FH03","BUILDING template",109370,,109370,"Grote Kauwenberg",1,,,,,Y
505757,"ANTWERPEN-WEST - FH03","BUILDING template",109371,,109371,"Grote Kauwenberg",49,,,,,Y
