OpdrachtID,Projectnummer,Opdrachttemplate,Opdrachtnummer,"Opdrachtnummer extern","BUILDING KEY",Straat,Huisnummer,"Huisnummer Toevoeging","SSV Action","SSV Action LU",Nature,"Building exists"
476209,"KNOKKE-HEIST - FH09","BUILDING template",278,,278,"Serweytens de Mercxstraat",21,,,,,Y
476210,"KNOKKE-HEIST - FH09","BUILDING template",9883,,9883,"Jozef Dhoorelaan",2,,,,,Y
476211,"KNOKKE-HEIST - FH09","BUILDING template",9885,,9885,"Jozef Dhoorelaan",18,,,,,Y
476212,"KNOKKE-HEIST - FH09","BUILDING template",71496,,71496,Heldenplein,1,,,,,Y
476214,"KNOKKE-HEIST - FH09","BUILDING template",71499,,71499,Heldenplein,33,,,,,Y
476215,"KNOKKE-HEIST - FH09","BUILDING template",71632,,71632,"Serweytens de Mercxstraat",34,,,,,Y
476216,"KNOKKE-HEIST - FH09","BUILDING template",71634,,71634,"Serweytens de Mercxstraat",24,,,,,Y
476217,"KNOKKE-HEIST - FH09","BUILDING template",71699,,71699,Albatrosstraat,21,,,,,Y
476218,"KNOKKE-HEIST - FH09","BUILDING template",71700,,71700,Albatrosstraat,19,,,,,Y
476219,"KNOKKE-HEIST - FH09","BUILDING template",71705,,71705,Albatrosstraat,8,,,,,Y
476220,"KNOKKE-HEIST - FH09","BUILDING template",71706,,71706,Albatrosstraat,13,,,,,Y
476221,"KNOKKE-HEIST - FH09","BUILDING template",71710,,71710,"Graaf d Ursellaan",18,,,,,Y
476222,"KNOKKE-HEIST - FH09","BUILDING template",71712,,71712,"Graaf d Ursellaan",21,,,,,Y
476223,"KNOKKE-HEIST - FH09","BUILDING template",71713,,71713,"Graaf d Ursellaan",2,,,,,Y
476224,"KNOKKE-HEIST - FH09","BUILDING template",71737,,71737,Elizabetlaan,325,,,,,Y
476225,"KNOKKE-HEIST - FH09","BUILDING template",71741,,71741,Duinenstraat,1,,,,,Y
476226,"KNOKKE-HEIST - FH09","BUILDING template",71743,,71743,Duinenstraat,2,,,,,Y
476227,"KNOKKE-HEIST - FH09","BUILDING template",71747,,71747,O.-L.-Vrouwstraat,3,,,,,Y
476228,"KNOKKE-HEIST - FH09","BUILDING template",71748,,71748,O.-L.-Vrouwstraat,2,,,,,Y
476229,"KNOKKE-HEIST - FH09","BUILDING template",290493,,290493,Vuurtorenstraat,1,,,,,Y
476230,"KNOKKE-HEIST - FH09","BUILDING template",290495,,290495,Vuurtorenstraat,3,,,,,Y
476231,"KNOKKE-HEIST - FH09","BUILDING template",290499,,290499,"Kardinaal Mercierstraat",4,,,,,Y
476232,"KNOKKE-HEIST - FH09","BUILDING template",290630,,290630,Elizabetlaan,411,,,,,Y
476233,"KNOKKE-HEIST - FH09","BUILDING template",290632,,290632,Elizabetlaan,399,,,,,Y
476235,"KNOKKE-HEIST - FH09","BUILDING template",292334,,292334,Vissershuldeplein,2,,,,,Y
476236,"KNOKKE-HEIST - FH09","BUILDING template",292335,,292335,"Graaf van Vlaanderenstraat",2,,,,,Y
476237,"KNOKKE-HEIST - FH09","BUILDING template",292347,,292347,"Jozef Dhoorelaan",14,,,,,Y
476238,"KNOKKE-HEIST - FH09","BUILDING template",292348,,292348,"Jozef Dhoorelaan",16,,,,,Y
476239,"KNOKKE-HEIST - FH09","BUILDING template",292349,,292349,"Jozef Dhoorelaan",4,,,,,Y
476240,"KNOKKE-HEIST - FH09","BUILDING template",292350,,292350,"de Maerestraat",4,,,,,Y
476241,"KNOKKE-HEIST - FH09","BUILDING template",292351,,292351,"de Maerestraat",2,,,,,Y
476242,"KNOKKE-HEIST - FH09","BUILDING template",292353,,292353,"de Maerestraat",3,,,,,Y
476243,"KNOKKE-HEIST - FH09","BUILDING template",292682,,292682,"Jozef Dhoorelaan",34,,,,,Y
476244,"KNOKKE-HEIST - FH09","BUILDING template",292684,,292684,"Jozef Dhoorelaan",28,,,,,Y
476245,"KNOKKE-HEIST - FH09","BUILDING template",292686,,292686,"Jozef Dhoorelaan",30,,,,,Y
476246,"KNOKKE-HEIST - FH09","BUILDING template",297116,,297116,Parkstraat,33,,,,,Y
476247,"KNOKKE-HEIST - FH09","BUILDING template",297117,,297117,Parkstraat,31,,,,,Y
476248,"KNOKKE-HEIST - FH09","BUILDING template",297122,,297122,Parkstraat,13,,,,,Y
476249,"KNOKKE-HEIST - FH09","BUILDING template",297126,,297126,"Louis Parentstraat",1,,,,,Y
476250,"KNOKKE-HEIST - FH09","BUILDING template",297128,,297128,"Graaf d Ursellaan",52,,,,,Y
476251,"KNOKKE-HEIST - FH09","BUILDING template",297132,,297132,Eerste-Geniestraat,2,,,,,Y
476252,"KNOKKE-HEIST - FH09","BUILDING template",297133,,297133,Eerste-Geniestraat,1,,,,,Y
476253,"KNOKKE-HEIST - FH09","BUILDING template",297134,,297134,Eerste-Geniestraat,10,,,,,Y
476254,"KNOKKE-HEIST - FH09","BUILDING template",297136,,297136,Eerste-Geniestraat,13,,,,,Y
476255,"KNOKKE-HEIST - FH09","BUILDING template",302627,,302627,"Serweytens de Mercxstraat",19,,,,,Y
476256,"KNOKKE-HEIST - FH09","BUILDING template",302679,,302679,"Graaf d Ursellaan",25,,,,,Y
476257,"KNOKKE-HEIST - FH09","BUILDING template",302681,,302681,"Graaf d Ursellaan",33,,,,,Y
476258,"KNOKKE-HEIST - FH09","BUILDING template",302683,,302683,"Graaf d Ursellaan",34,,,,,Y
476259,"KNOKKE-HEIST - FH09","BUILDING template",302684,,302684,"Graaf d Ursellaan",36,,,,,Y
476260,"KNOKKE-HEIST - FH09","BUILDING template",302685,,302685,"Graaf d Ursellaan",44,,,,,Y
476261,"KNOKKE-HEIST - FH09","BUILDING template",302687,,302687,"August Beernaertstraat",23,,,,,Y
476262,"KNOKKE-HEIST - FH09","BUILDING template",302689,,302689,"August Beernaertstraat",48,,,,,Y
476263,"KNOKKE-HEIST - FH09","BUILDING template",302692,,302692,"August Beernaertstraat",22,,,,,Y
476264,"KNOKKE-HEIST - FH09","BUILDING template",302693,,302693,"August Beernaertstraat",9,,,,,Y
476265,"KNOKKE-HEIST - FH09","BUILDING template",302699,,302699,"Louis Parentstraat",18,,,,,Y
