;ZONE_NAME;MAINLAMKEY;CITY_NAME;DTP;FIC;FIS;FTS;Projectnummer;BG_Name;Blok;Straat;Huisnummer;Huisnummer_Toevoeging;Quadrant
139965;W01-C-Namur-FH03;1425509;Namur;;;1.0;;NAMUR - FH03;13 Rue LÃ©opold de Hulster 5002 Namur;0308;Rue Leopold De Hulster(SS);13.0;;
139976;W01-C-Namur-FH03;1425520;Namur;;;1.0;;NAMUR - FH03;35 Rue LÃ©opold de Hulster 5002 Namur;0308;Rue Leopold De Hulster(SS);35.0;;
140006;W01-C-Namur-FH03;1425552;Namur;;;1.0;;NAMUR - FH03;92 rue LÃ©opold de Hulster 5002 Namur;0309;Rue Leopold De Hulster(SS);92.0;;
140043;W01-C-Namur-FH03;1425602;Namur;;;1.0;;NAMUR - FH03;162-164 ChaussÃ©e de Waterloo 5002 Namur;0308;Chaussee de Waterloo;164.0;;
140049;W01-C-Namur-FH03;1425609;Namur;;;1.0;;NAMUR - FH03;144-146 ChaussÃ©e de Waterloo 5002 Namur;0308;Chaussee de Waterloo;146.0;;
140125;W01-C-Namur-FH03;1425726;Namur;;;1.0;;NAMUR - FH03;128 ChaussÃ©e de Waterloo 5002 Namur;0308;Chaussee de Waterloo;128.0;;
140274;W01-C-Namur-FH03;1425959;Namur;;1.0;1.0;1.0;NAMUR - FH03;;0312;Rue des Trois Piliers(SS);46.0;;
140307;W01-C-Namur-FH03;1426033;Namur;;;1.0;;NAMUR - FH03;;0311;Rue du Beau-Vallon;23.0;;D
140328;W01-C-Namur-FH03;1426066;Namur;;;1.0;;NAMUR - FH03;76 rue malevez 5002 Namur;0311;Rue Malevez(SS);76.0;;D
140330;W01-C-Namur-FH03;1426068;Namur;;;1.0;;NAMUR - FH03;;0311;Rue Malevez(SS);84.0;;
140333;W01-C-Namur-FH03;1426072;Namur;;;1.0;;NAMUR - FH03;;0311;Rue Malevez(SS);4.0;;D
140438;W01-C-Namur-FH03;1426329;Namur;1.0;;1.0;;NAMUR - FH03;51 Rue Ãmile Melchior 5002 Namur;0318;Rue Emile Melchior(SS);51.0;;X
140624;W01-C-Namur-FH03;1426570;Namur;;;1.0;;NAMUR - FH03;11 Rue du CurÃ© Hiernaux 5002 Namur;0329;Rue du Cure Hiernaux(SS);11.0;;
140781;W01-C-Namur-FH03;1426889;Namur;;;1.0;;NAMUR - FH03;463 ChaussÃ©e de Waterloo 5002 Namur;0334;Chaussee de Waterloo;463.0;;D
140847;W01-C-Namur-FH03;1427000;Namur;;;1.0;;NAMUR - FH03;342 ChaussÃ©e de Waterloo 5002 Namur;0335;Chaussee de Waterloo;342.0;;
140849;W01-C-Namur-FH03;1427006;Namur;;;1.0;;NAMUR - FH03;334 ChaussÃ©e de Waterloo 5002 Namur;0335;Chaussee de Waterloo;334.0;;
143661;W01-C-Namur-FH06;1119927;Namur;;1.0;1.0;1.0;NAMUR - FH06;10 Rue Joseph GrafÃ© - 37 Rue Grandgagnage 5000 Namur;0626;Rue J. Grafe;10.0;;
143664;W01-C-Namur-FH06;1119930;Namur;;;1.0;;NAMUR - FH06;;0623;Rue de lArsenal;14.0;;
143669;W01-C-Namur-FH06;1119937;Namur;;1.0;1.0;1.0;NAMUR - FH06;5 Rue Blondeau 5000 Namur;0625;Rue Blondeau;5.0;;
143689;W01-C-Namur-FH06;1119962;Namur;;;1.0;;NAMUR - FH06;12 Rue de l'EvÃªchÃ© 5000 Namur;0622;Rue de lEveche;12.0;;
143691;W01-C-Namur-FH06;1119964;Namur;;;1.0;;NAMUR - FH06;6 Rue de l'EvÃ©chÃ© 4000 LiÃ¨ge;0622;Rue de lEveche;8.0;;
143695;W01-C-Namur-FH06;1121110;Namur;;;1.0;;NAMUR - FH06;2 rue de l'ange ( Future Agence BNP PARIBAS );06;Rue de lAnge;2.0;;
143712;W01-C-Namur-FH06;1121131;Namur;;1.0;1.0;1.0;NAMUR - FH06;;10;Rue des Echasseurs;2.0;;
143715;W01-C-Namur-FH06;1121137;Namur;;;1.0;;NAMUR - FH06;;07;Rue du Pont;8.0;;
143717;W01-C-Namur-FH06;1121140;Namur;;;1.0;;NAMUR - FH06;1 Rue de Marchovelette 5000 Namur (Belfius Bank);07;Rue de Marchovelette;1.0;;
143756;W01-C-Namur-FH06;1290824;Namur;;;1.0;;NAMUR - FH06;52 rue de la croix (exie magasin vÃªtement );13;Rue de la Croix;48.0;;
143767;W01-C-Namur-FH06;1290837;Namur;;;1.0;;NAMUR - FH06;8 place du marchÃ© (havanna );12;Place Marche aux Legumes;8.0;;
143781;W01-C-Namur-FH06;1290859;Namur;;1.0;1.0;1.0;NAMUR - FH06;17 Rue de l'ange 5000 Namur (Galler);10;Rue de lAnge;17.0;;
143785;W01-C-Namur-FH06;1290865;Namur;;;1.0;;NAMUR - FH06;8 Rue des fripiers (enez  grill);11;Rue des Fripiers;8.0;;
143792;W01-C-Namur-FH06;1290876;Namur;;;1.0;;NAMUR - FH06;13 Rue des fripiers (La pointilleuse);10;Rue des Fripiers;13.0;;
143793;W01-C-Namur-FH06;1290877;Namur;;;1.0;;NAMUR - FH06;;10;Rue des Fripiers;9.0;;
143811;W01-C-Namur-FH06;1309890;Namur;;;1.0;;NAMUR - FH06;;14;Rue Saint-Jacques;31.0;;
143816;W01-C-Namur-FH06;1309899;Namur;;;1.0;;NAMUR - FH06;;05;Rue de lAnge;74.0;;
143826;W01-C-Namur-FH06;1309922;Namur;;;1.0;;NAMUR - FH06;97 Rue de l'Ange 5000 Namur (Geox);13;Rue de lAnge;97.0;;
143929;W01-C-Namur-FH06;1432394;Namur;;;1.0;;NAMUR - FH06;;28;Rue Felix Wodon;22.0;;
143946;W01-C-Namur-FH06;1432421;Namur;;;1.0;;NAMUR - FH06;;0627;Avenue des Combattants;7.0;;
143947;W01-C-Namur-FH06;1440708;Namur;;1.0;1.0;1.0;NAMUR - FH06;29-31 Rue de Marchovelette 5000 Namur (les secrets du chef);07;Rue de Marchovelette;29.0;;
143959;W01-C-Namur-FH06;1516066;Namur;;;1.0;;NAMUR - FH06;30 Rue de l'Ange 5000 Namur (Pizza Hut);05;Rue de lAnge;30.0;;
143960;W01-C-Namur-FH06;1516067;Namur;;;1.0;;NAMUR - FH06;41 Rue de l'ange (pharmacie );12;Rue de lAnge;41.0;;
143961;W01-C-Namur-FH06;1516069;Namur;;1.0;1.0;1.0;NAMUR - FH06;;05;Rue de lAnge;16.0;;
143967;W01-C-Namur-FH06;153258;Namur;;;1.0;;NAMUR - FH06;11 Rue Joseph Saintraint 5000 Namur;0621b;Rue Joseph Saintraint;11.0;;
143971;W01-C-Namur-FH06;20511;Namur;;;1.0;;NAMUR - FH06;19 Rue de l'ange (histoire d'or);11;Rue de lAnge;19.0;;
143975;W01-C-Namur-FH06;20519;Namur;;1.0;1.0;1.0;NAMUR - FH06;61 rue de Bruxelles ( universitÃ© de Namur );0624a;Rue de Bruxelles;61.0;;
143985;W01-C-Namur-FH06;3197495;Namur;;;1.0;;NAMUR - FH06;15 Rue de l'ange 5000 Namur (leonidas);10;Rue de lAnge;15.0;;
143987;W01-C-Namur-FH06;3197497;Namur;;;1.0;;NAMUR - FH06;21 Rue de l'ange (cafÃ©s delahaut);11;Rue de lAnge;21.0;;
143988;W01-C-Namur-FH06;3197498;Namur;;;1.0;;NAMUR - FH06;23 Rue de l'ange (flying tiger);11;Rue de lAnge;23.0;;
143989;W01-C-Namur-FH06;3197499;Namur;;;1.0;;NAMUR - FH06;24 Rue de l'Ange 5000 Namur (H&M);05;Rue de lAnge;24.0;;
143993;W01-C-Namur-FH06;3197505;Namur;;;1.0;;NAMUR - FH06;;12;Rue de lAnge;45.0;;
143995;W01-C-Namur-FH06;3197509;Namur;;;1.0;;NAMUR - FH06;52 rue Place de l'ange;05;Rue de lAnge;52.0;;
143998;W01-C-Namur-FH06;3197513;Namur;;;1.0;;NAMUR - FH06;58 rue de l'ange;05;Rue de lAnge;58.0;;
144001;W01-C-Namur-FH06;3197516;Namur;;;1.0;;NAMUR - FH06;64 rue de l'ange;05;Rue de lAnge;64.0;;
144006;W01-C-Namur-FH06;3197522;Namur;;;1.0;;NAMUR - FH06;76 rue l'ange;05;Rue de lAnge;76.0;;
144007;W01-C-Namur-FH06;3197523;Namur;;;1.0;;NAMUR - FH06;77 Rue de L'ange 5000 Namur;13;Rue de lAnge;77.0;;
144008;W01-C-Namur-FH06;3197524;Namur;;;1.0;;NAMUR - FH06;78 rue de l'ange;05;Rue de lAnge;78.0;;
144009;W01-C-Namur-FH06;3197525;Namur;;;1.0;;NAMUR - FH06;79 Rue de l'ange 5000 Namur;13;Rue de lAnge;79.0;;
144052;W01-C-Namur-FH06;3198242;Namur;;;1.0;;NAMUR - FH06;7 Rue Blondeau 5000 Namur;0625;Rue Blondeau;7.0;;
144054;W01-C-Namur-FH06;3198244;Namur;;;1.0;;NAMUR - FH06;11 Rue Blondeau 5000 Namur;0625;Rue Blondeau;11.0;;
144055;W01-C-Namur-FH06;3198245;Namur;;;1.0;;NAMUR - FH06;13 Rue Blondeau 5000 Namur;0625;Rue Blondeau;13.0;;
144074;W01-C-Namur-FH06;3198960;Namur;;;1.0;;NAMUR - FH06;22 Rue des Brasseurs 5000 Namur;07;Rue des Brasseurs;22.0;;
144135;W01-C-Namur-FH06;3199032;Namur;;;1.0;;NAMUR - FH06;;0621b;Rue des Brasseurs;162.0;;
144143;W01-C-Namur-FH06;3199044;Namur;;;1.0;;NAMUR - FH06;;15;Rue des Brasseurs;179.0;;
144179;W01-C-Namur-FH06;3199193;Namur;;1.0;1.0;1.0;NAMUR - FH06;rue de Bruxelles 71 ( pharmacie );0626;Rue de Bruxelles;71.0;;
144196;W01-C-Namur-FH06;3200077;Namur;;;1.0;;NAMUR - FH06;;0619;Rue du College;17.0;;
144204;W01-C-Namur-FH06;3200089;Namur;;;1.0;;NAMUR - FH06;;0621b;Rue du College;45.0;;
144207;W01-C-Namur-FH06;3200516;Namur;;;1.0;;NAMUR - FH06;neant rue de la Croix 3;12;Rue de la Croix;3.0;;
144214;W01-C-Namur-FH06;3200523;Namur;;;1.0;;NAMUR - FH06;13 rue de la croix 5000 Namur (boutique ikks);12;Rue de la Croix;13.0;;
144220;W01-C-Namur-FH06;3200530;Namur;;;1.0;;NAMUR - FH06;20 rue de la croix (vent d ailleurs);13;Rue de la Croix;20.0;;
144221;W01-C-Namur-FH06;3200531;Namur;;;1.0;;NAMUR - FH06;neant de la croix 21;12;Rue de la Croix;21.0;;
144222;W01-C-Namur-FH06;3200532;Namur;;;1.0;;NAMUR - FH06;22 rue de la croix(mercerie brodery);13;Rue de la Croix;22.0;;
144239;W01-C-Namur-FH06;3200549;Namur;;;1.0;;NAMUR - FH06;43 rue de la croix 5000 Namur (Caro furs);12;Rue de la Croix;43.0;;
144241;W01-C-Namur-FH06;3200551;Namur;;;1.0;;NAMUR - FH06;50 rue de la croix (l atelier hall);13;Rue de la Croix;50.0;;
144282;W01-C-Namur-FH06;3202608;Namur;;;1.0;;NAMUR - FH06;16 Rue de l'EvÃªchÃ© 5000 Namur;0622;Rue de lEveche;16.0;;
144283;W01-C-Namur-FH06;3202610;Namur;;;1.0;;NAMUR - FH06;18-20 Rue de l'EvÃªchÃ© 5000 Namur;0622;Rue de lEveche;20.0;;
144310;W01-C-Namur-FH06;3203218;Namur;;1.0;1.0;;NAMUR - FH06;;0624b;Boulevard Frere Orban;1.0;A;
144316;W01-C-Namur-FH06;3203261;Namur;;;1.0;;NAMUR - FH06;12 Rue Fumal 5000 Namur (MusÃ©e FÃ©licien Rops);0621b;Rue Fumal;12.0;;
144337;W01-C-Namur-FH06;3203713;Namur;;1.0;1.0;1.0;NAMUR - FH06;4 rue Joseph grafÃ©;0626;Rue J. Grafe;4.0;;
144341;W01-C-Namur-FH06;3203762;Namur;;;1.0;;NAMUR - FH06;;0626;Rue Grandgagnage;2.0;;
144365;W01-C-Namur-FH06;3205201;Namur;;1.0;1.0;1.0;NAMUR - FH06;;0621a;Rue Lelievre;2.0;;
144370;W01-C-Namur-FH06;3205206;Namur;;;1.0;;NAMUR - FH06;;0623;Rue Lelievre;9.0;;
144371;W01-C-Namur-FH06;3205208;Namur;;;1.0;;NAMUR - FH06;;0621a;Rue Lelievre;10.0;;
144378;W01-C-Namur-FH06;3206334;Namur;;;1.0;;NAMUR - FH06;;13;Rue Haute Marcelle;5.0;;
144390;W01-C-Namur-FH06;3206346;Namur;;;1.0;;NAMUR - FH06;TSA 16/18 rue haute Marcel;14;Rue Haute Marcelle;18.0;;
144404;W01-C-Namur-FH06;3206361;Namur;;;1.0;;NAMUR - FH06;;14;Rue Haute Marcelle;40.0;;
144409;W01-C-Namur-FH06;3206580;Namur;;;1.0;;NAMUR - FH06;2-3-4 place marche au lÃ©gumes 5000 Namur;12;Place Marche aux Legumes;2.0;;
144412;W01-C-Namur-FH06;3206585;Namur;;;1.0;;NAMUR - FH06;10 place du marchÃ© (piano bar);12;Place Marche aux Legumes;10.0;;
144426;W01-C-Namur-FH06;3206613;Namur;;;1.0;;NAMUR - FH06;25 Rue de Marchovelette 5000 Namur (caractR coiffure);07;Rue de Marchovelette;25.0;;
144432;W01-C-Namur-FH06;3207408;Namur;;;1.0;;NAMUR - FH06;;06;Rue de la Monnaie;13.0;;
144446;W01-C-Namur-FH06;3208113;Namur;;;1.0;;NAMUR - FH06;;14;Rue de lOuvrage;10.0;;
144451;W01-C-Namur-FH06;3208118;Namur;;;1.0;;NAMUR - FH06;12-14-16 Rue de l'Ouvrage 5000 Namur (Slumberland);14;Rue de lOuvrage;16.0;;
144506;W01-C-Namur-FH06;3208921;Namur;;;1.0;;NAMUR - FH06;34 Rue du PrÃ©sident 5000 Namur;18;Rue du President;34.0;;
144510;W01-C-Namur-FH06;3208925;Namur;;;1.0;;NAMUR - FH06;38 Rue du PrÃ©sident 5000 Namur;18;Rue du President;38.0;;
144525;W01-C-Namur-FH06;3209616;Namur;;;1.0;;NAMUR - FH06;10 Rue Joseph Saintraint 5000 Namur;0622;Rue Joseph Saintraint;10.0;;
144538;W01-C-Namur-FH06;3209919;Namur;1.0;;1.0;1.0;NAMUR - FH06;20 Rue du SÃ©minaire (amphithÃ©Ã¢tre Vauban );0624b;Rue du Seminaire;20.0;;
144552;W01-C-Namur-FH06;3210127;Namur;;;1.0;;NAMUR - FH06;7 Place Saint-Aubain 5000 Namur (Justice de paix);0622;Place Saint-Aubain;7.0;;
144587;W01-C-Namur-FH06;3210491;Namur;;;1.0;;NAMUR - FH06;;13;Rue Saint-Loup;20.0;;
144591;W01-C-Namur-FH06;3210708;Namur;;;1.0;;NAMUR - FH06;;04;Marche Saint-Remy;5.0;;
144606;W01-C-Namur-FH06;3924862;Namur;;;1.0;;NAMUR - FH06;;0624b;Rue de lArsenal;1.0;;
144608;W01-C-Namur-FH06;3945477;Namur;;;1.0;;NAMUR - FH06;6 Rue  de l'arsenal ( Ãcole henallux );0623;Rue de lArsenal;6.0;;
144628;W01-C-Namur-FH06;4038841;Namur;;;1.0;;NAMUR - FH06;10 Rue Fumal 5000 Namur;0621b;Rue Fumal;10.0;;
144632;W01-C-Namur-FH06;4060425;Namur;;;1.0;;NAMUR - FH06;4 Place palais de justice  (palais de justice );0623;Place du Palais de Justice;4.0;;
144646;W01-C-Namur-FH06;4131871;Namur;;;1.0;;NAMUR - FH06;6 Rue de l'EvÃªchÃ© 5000 Namur;0622;Rue de lEveche;6.0;;
144651;W01-C-Namur-FH06;4132071;Namur;1.0;1.0;1.0;1.0;NAMUR - FH06;;15;Rue des Brasseurs;107.0;;
144672;W01-C-Namur-FH06;5147285;Namur;;;1.0;;NAMUR - FH06;;0623;Rue Lelievre;7.0;;
144673;W01-C-Namur-FH06;5147482;Namur;;;1.0;;NAMUR - FH06;;05;Rue du Beffroi;13.0;;
144676;W01-C-Namur-FH06;5147512;Namur;;;1.0;;NAMUR - FH06;66 rue de l'ange;05;Rue de lAnge;66.0;;
144692;W01-C-Namur-FH06;5147952;Namur;;;1.0;;NAMUR - FH06;12 Rue des Brasseurs 5000 Namur;07;Rue des Brasseurs;12.0;;
144694;W01-C-Namur-FH06;5148148;Namur;;;1.0;;NAMUR - FH06;;0622;Place Saint-Aubain;11.0;;
144695;W01-C-Namur-FH06;5148149;Namur;1.0;1.0;1.0;1.0;NAMUR - FH06;;0621b;Rue Joseph Saintraint;1.0;A;
144708;W01-C-Namur-FH06;5148556;Namur;;;1.0;;NAMUR - FH06;neant fripiers 7;10;Rue des Fripiers;7.0;;
144713;W01-C-Namur-FH06;5149181;Namur;;;1.0;;NAMUR - FH06;6 Rue Fumal 5000 Namur;0621b;Rue Fumal;6.0;;
144714;W01-C-Namur-FH06;5149183;Namur;;;1.0;;NAMUR - FH06;8 Rue Fumal 5000 Namur;0621b;Rue Fumal;8.0;;
144732;W01-C-Namur-FH06;5355712;Namur;;;1.0;;NAMUR - FH06;14 Place Saint Aubain;0623;Place Saint-Aubain;14.0;;
144871;W01-C-Namur-FH07;1344990;Namur;;;1.0;;NAMUR - FH07;;0722;Rue de Bruxelles;120.0;;
144903;W01-C-Namur-FH07;1488480;Namur;;;1.0;;NAMUR - FH07;;0709;Rue Lucien Nameche;1.0;;
144919;W01-C-Namur-FH07;20531;Namur;;1.0;1.0;1.0;NAMUR - FH07;Place lillon 17-19 5000 namur;0704;Place lIlon;17.0;;
144933;W01-C-Namur-FH07;3198163;Namur;;;1.0;;NAMUR - FH07;;0706;Rue Julie Billiart;5.0;;
144979;W01-C-Namur-FH07;3198883;Namur;;;1.0;;NAMUR - FH07;;0704;Rue J.B. Brabant;38.0;;
145005;W01-C-Namur-FH07;3199164;Namur;;;1.0;;NAMUR - FH07;;0722;Rue de Bruxelles;36.0;;
145018;W01-C-Namur-FH07;3199197;Namur;;;1.0;;NAMUR - FH07;;0722;Rue de Bruxelles;78.0;;
145021;W01-C-Namur-FH07;3199203;Namur;;;1.0;;NAMUR - FH07;;0722;Rue de Bruxelles;86.0;;
145058;W01-C-Namur-FH07;3199355;Namur;;;1.0;;NAMUR - FH07;;0710;Rue des Carmes;32.0;;
145091;W01-C-Namur-FH07;3199447;Namur;;;1.0;;NAMUR - FH07;2-2b boulevard cauchy 5000 Namur;0715;Boulevard Cauchy;2.0;;
145110;W01-C-Namur-FH07;3200442;Namur;;;1.0;;NAMUR - FH07;;0702;Rue Courtenay;20.0;;
145184;W01-C-Namur-FH07;3201250;Namur;;;1.0;;NAMUR - FH07;1a rue delvaux 5000 Namur;0714;Rue Delvaux;1.0;A;
145186;W01-C-Namur-FH07;3201253;Namur;;;1.0;;NAMUR - FH07;;0714;Rue Delvaux;5.0;;
145188;W01-C-Namur-FH07;3201255;Namur;;;1.0;;NAMUR - FH07;7 Rue delvaux 5000 Namur;0714;Rue Delvaux;7.0;;
145192;W01-C-Namur-FH07;3201259;Namur;;;1.0;;NAMUR - FH07;;0714;Rue Delvaux;11.0;;
145199;W01-C-Namur-FH07;3201269;Namur;;;1.0;;NAMUR - FH07;;0713;Rue Delvaux;32.0;;
145225;W01-C-Namur-FH07;3201479;Namur;;;1.0;;NAMUR - FH07;48 Rue Dewez 5000 Namur (Zodiaque);0715;Rue Dewez;48.0;;
145233;W01-C-Namur-FH07;3202591;Namur;;1.0;1.0;1.0;NAMUR - FH07;;0706;Rue de lEtoile;4.0;;
145241;W01-C-Namur-FH07;3202662;Namur;;;1.0;;NAMUR - FH07;1 Rue de fer;0710;Rue de Fer;1.0;;
145243;W01-C-Namur-FH07;3202664;Namur;;;1.0;;NAMUR - FH07;5 rue de fer;0710;Rue de Fer;5.0;;
145244;W01-C-Namur-FH07;3202665;Namur;;;1.0;;NAMUR - FH07;;0710;Rue de Fer;7.0;;
145247;W01-C-Namur-FH07;3202668;Namur;;;1.0;;NAMUR - FH07;Rue de fer 11;0710;Rue de Fer;11.0;;
145257;W01-C-Namur-FH07;3202679;Namur;;1.0;1.0;1.0;NAMUR - FH07;;0709;Rue de Fer;26.0;;
145258;W01-C-Namur-FH07;3202680;Namur;;;1.0;;NAMUR - FH07;27 rue de fer;0710;Rue de Fer;27.0;;
145260;W01-C-Namur-FH07;3202682;Namur;;;1.0;;NAMUR - FH07;31 rue de fer;0710;Rue de Fer;31.0;;
145262;W01-C-Namur-FH07;3202684;Namur;1.0;;1.0;;NAMUR - FH07;;0710;Rue de Fer;33.0;;
145266;W01-C-Namur-FH07;3202690;Namur;;;1.0;;NAMUR - FH07;41 rue de fer;0710;Rue de Fer;41.0;;
145268;W01-C-Namur-FH07;3202692;Namur;;;1.0;;NAMUR - FH07;43 Rue de fer 5000 Namur;0710;Rue de Fer;43.0;;
145269;W01-C-Namur-FH07;3202693;Namur;;;1.0;;NAMUR - FH07;45/47 Rue de fer;0710;Rue de Fer;45.0;;
145271;W01-C-Namur-FH07;3202696;Namur;;;1.0;;NAMUR - FH07;51 rue de fer;0710;Rue de Fer;51.0;;
145284;W01-C-Namur-FH07;3202711;Namur;;;1.0;;NAMUR - FH07;;0710;Rue de Fer;71.0;;
145290;W01-C-Namur-FH07;3202719;Namur;;;1.0;;NAMUR - FH07;;0718;Rue de Fer;80.0;;
145293;W01-C-Namur-FH07;3202723;Namur;;;1.0;;NAMUR - FH07;;0718;Rue de Fer;86.0;;
145295;W01-C-Namur-FH07;3202725;Namur;;;1.0;;NAMUR - FH07;;0718;Rue de Fer;88.0;;
145306;W01-C-Namur-FH07;3202739;Namur;;;1.0;;NAMUR - FH07;;0720;Rue de Fer;117.0;;
145307;W01-C-Namur-FH07;3202740;Namur;;;1.0;;NAMUR - FH07;;0720;Rue de Fer;119.0;;
145311;W01-C-Namur-FH07;3202744;Namur;;;1.0;;NAMUR - FH07;;0720;Rue de Fer;127.0;;
145312;W01-C-Namur-FH07;3202745;Namur;;;1.0;;NAMUR - FH07;;0720;Rue de Fer;129.0;;
145313;W01-C-Namur-FH07;3202746;Namur;;;1.0;;NAMUR - FH07;;0720;Rue de Fer;131.0;;
145326;W01-C-Namur-FH07;3203287;Namur;;;1.0;;NAMUR - FH07;20 rue galliot;0716;Rue Galliot;20.0;;
145327;W01-C-Namur-FH07;3203288;Namur;;;1.0;;NAMUR - FH07;22 rue galliot 5000 Namur;0716;Rue Galliot;22.0;;
145345;W01-C-Namur-FH07;3203330;Namur;;1.0;1.0;1.0;NAMUR - FH07;;0720;Passage de la Gare;11.0;;
145358;W01-C-Namur-FH07;3203658;Namur;;;1.0;;NAMUR - FH07;;0722;Rue Godefroid;19.0;;
145368;W01-C-Namur-FH07;3203669;Namur;;;1.0;;NAMUR - FH07;;0722;Rue Godefroid;31.0;;
145369;W01-C-Namur-FH07;3203670;Namur;;;1.0;;NAMUR - FH07;;0721;Rue Godefroid;32.0;;
145399;W01-C-Namur-FH07;3204569;Namur;;;1.0;;NAMUR - FH07;;0720;Rue de lInquitude;9.0;;
145409;W01-C-Namur-FH07;3205236;Namur;1.0;1.0;1.0;1.0;NAMUR - FH07;bÃ¢timent de la rÃ©gion Walonne;0716;Place Leopold;3.0;;
145443;W01-C-Namur-FH07;3207088;Namur;;;1.0;;NAMUR - FH07;;0722;Boulevard Ernest Melot;18.0;;
145453;W01-C-Namur-FH07;3207284;Namur;;;1.0;;NAMUR - FH07;33 Rue gÃ©nÃ©ral Michel;0713;Rue General Michel;33.0;;
145461;W01-C-Namur-FH07;3207398;Namur;;;1.0;;NAMUR - FH07;;0718;Rue Moncrabeau;10.0;;
145468;W01-C-Namur-FH07;3207628;Namur;;;1.0;;NAMUR - FH07;;0711;Rue Lucien Namiche;6.0;;
145472;W01-C-Namur-FH07;3207632;Namur;;;1.0;;NAMUR - FH07;;0711;Rue Lucien Nameche;12.0;;
145480;W01-C-Namur-FH07;3207644;Namur;;;1.0;;NAMUR - FH07;34 Rue Lucien NamÃªche 5000 Namur;0714;Rue Lucien Nameche;34.0;;
145487;W01-C-Namur-FH07;3207651;Namur;;;1.0;;NAMUR - FH07;41 Rue Lucien NamÃªche 5000 Namur;0716;Rue Lucien Nameche;41.0;;
145493;W01-C-Namur-FH07;3207657;Namur;;;1.0;;NAMUR - FH07;47 Rue Lucien NamÃªche 5000 Namur;0716;Rue Lucien Nameche;47.0;;
145524;W01-C-Namur-FH07;3208311;Namur;;;1.0;;NAMUR - FH07;;0706;Rue Pepin;18.0;;
145525;W01-C-Namur-FH07;3208312;Namur;;;1.0;;NAMUR - FH07;20 rue pÃ©pin 5000 Namur;0706;Rue Pepin;20.0;;D
145526;W01-C-Namur-FH07;3208313;Namur;;;1.0;;NAMUR - FH07;;0706;Rue Pepin;22.0;;
145531;W01-C-Namur-FH07;3208318;Namur;;;1.0;;NAMUR - FH07;;0706;Rue Pepin;34.0;;
145532;W01-C-Namur-FH07;3208319;Namur;;;1.0;;NAMUR - FH07;;0711;Rue Pepin;37.0;;D
145533;W01-C-Namur-FH07;3208320;Namur;;;1.0;;NAMUR - FH07;;0706;Rue Pepin;38.0;;
145537;W01-C-Namur-FH07;3208324;Namur;;;1.0;;NAMUR - FH07;;0706;Rue Pepin;42.0;;
145562;W01-C-Namur-FH07;3209235;Namur;;;1.0;;NAMUR - FH07;;0718;Rue Rogier;28.0;;
145564;W01-C-Namur-FH07;3209238;Namur;;;1.0;;NAMUR - FH07;;0718;Rue Rogier;30.0;;
145616;W01-C-Namur-FH07;3209299;Namur;;;1.0;;NAMUR - FH07;109 rue rogier;0712;Rue Rogier;109.0;;
145626;W01-C-Namur-FH07;3210426;Namur;;;1.0;;NAMUR - FH07;;0710;Rue Saint-Jacques;28.0;;
145670;W01-C-Namur-FH07;3210610;Namur;;;1.0;;NAMUR - FH07;;0705;Rue Saint-Nicolas;24.0;;
145777;W01-C-Namur-FH07;3945522;Namur;;;1.0;;NAMUR - FH07;4 Rue des dames blanches 5000 namur;0717;Rue des Dames Blanches;4.0;;
145790;W01-C-Namur-FH07;4023373;Namur;;;1.0;;NAMUR - FH07;29 rue de fer;0710;Rue de Fer;29.0;;
145796;W01-C-Namur-FH07;4060621;Namur;;;1.0;;NAMUR - FH07;12 Rue des dames blanches 5000 namur;0717;Rue des Dames Blanches;12.0;;
145800;W01-C-Namur-FH07;4072890;Namur;;;1.0;;NAMUR - FH07;;0702;Rue Courtenay;14.0;;
145804;W01-C-Namur-FH07;4131642;Namur;;;1.0;;NAMUR - FH07;;0720;Rue des Croisiers;50.0;;
145808;W01-C-Namur-FH07;4131881;Namur;;;1.0;;NAMUR - FH07;;0722;Boulevard Ernest Melot;14.0;;
145809;W01-C-Namur-FH07;4131980;Namur;;;1.0;;NAMUR - FH07;17 rue du lombard 5000 Namur;0706;Rue du Lombard;17.0;;
145842;W01-C-Namur-FH07;5147134;Namur;;;1.0;;NAMUR - FH07;;0710;Rue Saint-Jacques;10.0;;
145871;W01-C-Namur-FH07;5148739;Namur;;;1.0;;NAMUR - FH07;;0720;Rue de Fer;137.0;;
145966;W01-C-Namur-FH07;752513;Namur;;;1.0;;NAMUR - FH07;18 Rue delvaux 5000 Namur;0713;Rue Delvaux;18.0;;
153738;W01-C-Roeselare-FH03;1254999;Roeselare;;;1.0;;ROESELARE - FH03;;BL0302;Wilgenstraat;11.0;;
153797;W01-C-Roeselare-FH03;1255066;Roeselare;;;1.0;;ROESELARE - FH03;;BL0307;Jozef De Meesterstraat;23.0;;
153829;W01-C-Roeselare-FH03;1255099;Roeselare;;;1.0;;ROESELARE - FH03;;BL0309;Rijselstraat;9.0;;
153883;W01-C-Roeselare-FH03;3414559;Roeselare;;;1.0;1.0;ROESELARE - FH03;;BL0315;Damberdstraat;39.0;;
153907;W01-C-Roeselare-FH03;3414593;Roeselare;;;1.0;;ROESELARE - FH03;;BL0326;Delaerestraat;37.0;;
