;ZONE_NAME;ZONING_TCHNLGY;MAINLAMKEY;POSTAL_CODE;CITY_NAME;STREET_NAME;HOUSE_NUMBER;DTP;FIC;FIS;FTS;OpdrachtID;Projectnummer;Opdrachtnummer;BG_Name;Blok;Straat;Huisnummer;Huisnummer_Toevoeging;Buildingtype;Quadrant;NR_BU;NR_LU;NR_SU;UNITS_TOTAL;Opdrachttemplate
144560;W01-C-Namur-FH07;FTTH-Cu;3207644;5000.0;Namur;Rue Lucien Namêche(NR);34;;;1.0;;67827.0;NAMUR - FH07;3207644;34 Rue Lucien NamÃªche 5000 Namur;0714;Rue Lucien Nameche;34;;SDU;;;1;1;2.0;BUILDING template
144567;W01-C-Namur-FH07;FTTH-Cu;3207651;5000.0;Namur;Rue Lucien Namêche(NR);41;;;1.0;;67365.0;NAMUR - FH07;3207651;41 Rue Lucien NamÃªche 5000 Namur;0716;Rue Lucien Nameche;41;;SDU;;;1;2;3.0;BUILDING template
144573;W01-C-Namur-FH07;FTTH-Cu;3207657;5000.0;Namur;Rue Lucien Namêche(NR);47;;;1.0;;67368.0;NAMUR - FH07;3207657;47 Rue Lucien NamÃªche 5000 Namur;0716;Rue Lucien Nameche;47;;SDU;;1;1;5;4.0;BUILDING template
144604;W01-C-Namur-FH07;FTTH-Cu;3208311;5000.0;Namur;Rue Pepin(NR);18;;;1.0;;64431.0;NAMUR - FH07;3208311;;0706;Rue Pepin;18;;SDU;;1;0;1;2.0;BUILDING template
144605;W01-C-Namur-FH07;FTTH-Cu;3208312;5000.0;Namur;Rue Pepin(NR);20;;;1.0;;64432.0;NAMUR - FH07;3208312;20 rue pÃ©pin 5000 Namur;0706;Rue Pepin;20;;SDU;D;0;3;0;3.0;BUILDING template
144606;W01-C-Namur-FH07;FTTH-Cu;3208313;5000.0;Namur;Rue Pepin(NR);22;;;1.0;;64433.0;NAMUR - FH07;3208313;;0706;Rue Pepin;22;;SDU;;0;1;1;2.0;BUILDING template
144611;W01-C-Namur-FH07;FTTH-Cu;3208318;5000.0;Namur;Rue Pepin(NR);34;;;1.0;;64440.0;NAMUR - FH07;3208318;;0706;Rue Pepin;34;;SDU;;0;1;0;1.0;BUILDING template
144612;W01-C-Namur-FH07;FTTH-Cu;3208319;5000.0;Namur;Rue Pepin(NR);37;;;1.0;;65831.0;NAMUR - FH07;3208319;;0711;Rue Pepin;37;;SDU;D;0;1;1;2.0;BUILDING template
144613;W01-C-Namur-FH07;FTTH-Cu;3208320;5000.0;Namur;Rue Pepin(NR);38;;;1.0;;64442.0;NAMUR - FH07;3208320;;0706;Rue Pepin;38;;SDU;;0;1;0;1.0;BUILDING template
144617;W01-C-Namur-FH07;FTTH-Cu;3208324;5000.0;Namur;Rue Pepin(NR);42;;;1.0;;64444.0;NAMUR - FH07;3208324;;0706;Rue Pepin;42;;SDU;;1;0;0;1.0;BUILDING template
144642;W01-C-Namur-FH07;FTTH-Cu;3209235;5000.0;Namur;Rue Rogier(NR);28;;;1.0;;67333.0;NAMUR - FH07;3209235;;0718;Rue Rogier;28;;SDU;;;;;;BUILDING template
144644;W01-C-Namur-FH07;FTTH-Cu;3209238;5000.0;Namur;Rue Rogier(NR);30;;;1.0;;67334.0;NAMUR - FH07;3209238;;0718;Rue Rogier;30;;SDU;;;;;;BUILDING template
144696;W01-C-Namur-FH07;FTTH-Cu;3209299;5000.0;Namur;Rue Rogier(NR);109;;;1.0;;65419.0;NAMUR - FH07;3209299;109 rue rogier;0712;Rue Rogier;109;;SDU;;1;1;3;3.0;BUILDING template
144706;W01-C-Namur-FH07;FTTH-Cu;3210426;5000.0;Namur;Rue Saint-Jacques(NR);28;;;1.0;;65905.0;NAMUR - FH07;3210426;;0710;Rue Saint-Jacques;28;;SDU;;;;;;BUILDING template
144750;W01-C-Namur-FH07;FTTH-Cu;3210610;5000.0;Namur;Rue Saint-Nicolas(NR);24;;;1.0;;65372.0;NAMUR - FH07;3210610;;0705;Rue Saint-Nicolas;24;;SDU;;;;;;BUILDING template
144857;W01-C-Namur-FH07;FTTH-Cu;3945522;5000.0;Namur;Rue des Dames Blanches(NR);4;;;1.0;;68736.0;NAMUR - FH07;3945522;4 Rue des dames blanches 5000 namur;0717;Rue des Dames Blanches;4;;SDU;;;3;1;4.0;BUILDING template
144870;W01-C-Namur-FH07;FTTH-Cu;4023373;5000.0;Namur;Rue de Fer;29;;;1.0;;66329.0;NAMUR - FH07;4023373;29 rue de fer;0710;Rue de Fer;29;;SDU;;1;;3;;BUILDING template
144876;W01-C-Namur-FH07;FTTH-Cu;4060621;5000.0;Namur;Rue des Dames Blanches(NR);12;;;1.0;;68739.0;NAMUR - FH07;4060621;12 Rue des dames blanches 5000 namur;0717;Rue des Dames Blanches;12;;SDU;;1;2;1;4.0;BUILDING template
144880;W01-C-Namur-FH07;FTTH-Cu;4072890;5000.0;Namur;Rue Courtenay(NR);14;;;1.0;;64913.0;NAMUR - FH07;4072890;;0702;Rue Courtenay;14;;SDU;;0;1;1;2.0;BUILDING template
144884;W01-C-Namur-FH07;FTTH-Cu;4131642;5000.0;Namur;Rue des Croisiers;50;;;1.0;;67799.0;NAMUR - FH07;4131642;;0720;Rue des Croisiers;50;;SDU;;1;0;1;2.0;BUILDING template
144888;W01-C-Namur-FH07;FTTH-Cu;4131881;5000.0;Namur;Boulevard Ernest Mélot(NR);14;;;1.0;;68791.0;NAMUR - FH07;4131881;;0722;Boulevard Ernest Melot;14;;SDU;;1;0;1;2.0;BUILDING template
144889;W01-C-Namur-FH07;FTTH-Cu;4131980;5000.0;Namur;Rue du Lombard(NR);17;;;1.0;;64470.0;NAMUR - FH07;4131980;17 rue du lombard 5000 Namur;0706;Rue du Lombard;17;;SDU;;0;1;1;2.0;BUILDING template
144922;W01-C-Namur-FH07;FTTH-Cu;5147134;5000.0;Namur;Rue Saint-Jacques(NR);10;;;1.0;;65900.0;NAMUR - FH07;5147134;;0710;Rue Saint-Jacques;10;;SDU;;1;0;1;2.0;BUILDING template
144951;W01-C-Namur-FH07;FTTH-Cu;5148739;5000.0;Namur;Rue de Fer;137;;;1.0;;66880.0;NAMUR - FH07;5148739;;0720;Rue de Fer;137;;SDU;;1;0;1;2.0;BUILDING template
145046;W01-C-Namur-FH07;FTTH-Cu;752513;5000.0;Namur;Rue Delvaux(NR);18;;;1.0;;66394.0;NAMUR - FH07;752513;18 Rue delvaux 5000 Namur;0713;Rue Delvaux;18;;SDU;;;1;1;;BUILDING template
152778;W01-C-Roeselare-FH03;FTTH-Cu;1254999;8800.0;Roeselare;Wilgenstraat;11;;;1.0;;54671.0;ROESELARE - FH03;1254999;;BL0302;Wilgenstraat;11;;SDU;;1;0;0;1.0;BUILDING template
152837;W01-C-Roeselare-FH03;FTTH-Cu;1255066;8800.0;Roeselare;Jozef De Meesterstraat;23;;;1.0;;55293.0;ROESELARE - FH03;1255066;;BL0307;Jozef De Meesterstraat;23;;SDU;;0;1;0;1.0;BUILDING template
152946;W01-C-Roeselare-FH03;FTTH-Cu;3414593;8800.0;Roeselare;Delaerestraat;37;;;1.0;;525454.0;ROESELARE - FH03;3414593;;BL0326;Delaerestraat;37;;SDU;;1;0;0;1.0;BUILDING template
152948;W01-C-Roeselare-FH03;FTTH-Cu;3414595;8800.0;Roeselare;Delaerestraat;41;;;1.0;;58065.0;ROESELARE - FH03;3414595;;BL0326;Delaerestraat;41;;SDU;;1;0;0;1.0;BUILDING template
152998;W01-C-Roeselare-FH03;FTTH-Cu;3415882;8800.0;Roeselare;Iepersestraat;8;;;1.0;;596820.0;ROESELARE - FH03;3415882;;BL0313;Iepersestraat;8;;SDU;;1;0;0;1.0;BUILDING template
153154;W01-C-Roeselare-FH03;FTTH-Cu;3417801;8800.0;Roeselare;Ooststraat;144;;;1.0;;58100.0;ROESELARE - FH03;3417801;;BL0326;Ooststraat;144;;SDU;;1;0;0;1.0;BUILDING template
153203;W01-C-Roeselare-FH03;FTTH-Cu;3418211;8800.0;Roeselare;Rumbeeksesteenweg;56;;;1.0;1.0;56932.0;ROESELARE - FH03;3418211;;BL0318;Rumbeeksesteenweg;56;;SDU;;1;0;0;2.0;BUILDING template
153204;W01-C-Roeselare-FH03;FTTH-Cu;3418212;8800.0;Roeselare;Rumbeeksesteenweg;58;;;1.0;1.0;56933.0;ROESELARE - FH03;3418212;;BL0318;Rumbeeksesteenweg;58;;SDU;;1;0;0;1.0;BUILDING template
153230;W01-C-Roeselare-FH03;FTTH-Cu;3418663;8800.0;Roeselare;Sint-Alfonsusstraat;36;;;1.0;;58047.0;ROESELARE - FH03;3418663;;BL0324;Sint-Alfonsusstraat;36;;SDU;;1;0;0;1.0;BUILDING template
153267;W01-C-Roeselare-FH03;FTTH-Cu;3419386;8800.0;Roeselare;Verwerijstraat;24;;;1.0;;56492.0;ROESELARE - FH03;3419386;;BL0312;Verwerijstraat;24;;SDU;;1;0;0;1.0;BUILDING template
153335;W01-C-Roeselare-FH03;FTTH-Cu;3420214;8800.0;Roeselare;Zuidstraat;55;;;1.0;;56984.0;ROESELARE - FH03;3420214;;BL0320;Zuidstraat;55;;SDU;;1;0;0;1.0;BUILDING template
153336;W01-C-Roeselare-FH03;FTTH-Cu;3420215;8800.0;Roeselare;Zuidstraat;56;;;1.0;1.0;55738.0;ROESELARE - FH03;3420215;;BL0311;Zuidstraat;56;;SDU;;0;1;0;1.0;BUILDING template
153363;W01-C-Roeselare-FH03;FTTH-Cu;3994271;8800.0;Roeselare;Wilgenstraat;25;;;1.0;1.0;54677.0;ROESELARE - FH03;3994271;;BL0302;Wilgenstraat;25;;SDU;;0;1;0;1.0;BUILDING template
153531;W01-C-Roeselare-FH03;FTTH-Cu;4368514;8800.0;Roeselare;Zuidstraat;48;;;1.0;;55335.0;ROESELARE - FH03;4368514;;BL0311;Zuidstraat;48;;SDU;;1;0;0;1.0;BUILDING template
153532;W01-C-Roeselare-FH03;FTTH-Cu;4368517;8800.0;Roeselare;Zuidstraat;54;;;1.0;;55737.0;ROESELARE - FH03;4368517;;BL0311;Zuidstraat;54;;SDU;;1;0;0;1.0;BUILDING template
153563;W01-C-Roeselare-FH03;FTTH-Cu;4371227;8800.0;Roeselare;Iepersestraat;6;;;1.0;;596817.0;ROESELARE - FH03;4371227;;BL0313;Iepersestraat;6;;SDU;;1;0;0;1.0;BUILDING template
153603;W01-C-Roeselare-FH03;FTTH-Cu;532106;8800.0;Roeselare;Rumbeeksesteenweg;76;;;1.0;1.0;56939.0;ROESELARE - FH03;532106;;BL0318;Rumbeeksesteenweg;76;;SDU;;1;0;0;1.0;BUILDING template
153623;W01-C-Roeselare-FH03;FTTH-Cu;5398689;8800.0;Roeselare;Delaerestraat;33;;;1.0;;58063.0;ROESELARE - FH03;5398689;;BL0326;Delaerestraat;33;;SDU;;1;0;0;1.0;BUILDING template
153627;W01-C-Roeselare-FH03;FTTH-Cu;5453178;8800.0;Roeselare;Delaerestraat;11,A;;;1.0;1.0;58066.0;ROESELARE - FH03;5453178;;BL0326;Delaerestraat;11;A;SDU;;0;1;0;1.0;BUILDING template
153785;W01-C-Roeselare-FH03;FTTH-Cu;876591;8800.0;Roeselare;Delaerestraat;2,A;;;1.0;1.0;57404.0;ROESELARE - FH03;876591;;BL0323;Delaerestraat;2;A;SDU;;1;0;0;1.0;BUILDING template
153811;W01-C-Roeselare-FH03;FTTH-Cu;877029;8800.0;Roeselare;Westlaan;42;;;1.0;1.0;54668.0;ROESELARE - FH03;877029;;BL0302;Westlaan;42;;SDU;;1;0;0;1.0;BUILDING template
153875;W01-C-Roeselare-FH03;FTTH-Cu;877323;8800.0;Roeselare;Wilgenstraat;27;;;1.0;1.0;431203.0;ROESELARE - FH03;877323;;BL0302;Wilgenstraat;27;;SDU;;0;1;0;1.0;BUILDING template
153908;W01-C-Roeselare-FH03;FTTH-Cu;877520;8800.0;Roeselare;Verwerijstraat;1;;;1.0;;56902.0;ROESELARE - FH03;877520;;BL0313;Verwerijstraat;1;;SDU;;0;1;0;1.0;BUILDING template
153943;W01-C-Roeselare-FH03;FTTH-Cu;880711;8800.0;Roeselare;Zuidstraat;4;;;1.0;;525611.0;ROESELARE - FH03;880711;;BL0313;Zuidstraat;4;;SDU;;0;1;0;1.0;BUILDING template
153972;W01-C-Roeselare-FH04;FTTH-Cu;123243;8800.0;Roeselare;Ommegangsstraat;21;;;1.0;1.0;16153.0;ROESELARE - FH04;123243;;BL0408;Ommegangsstraat;21;;SDU;;0;1;0;1.0;BUILDING template
153973;W01-C-Roeselare-FH04;FTTH-Cu;123245;8800.0;Roeselare;Jules Lagaelaan;14;;;1.0;1.0;15990.0;ROESELARE - FH04;123245;;BL0406;Jules Lagaelaan;14;;SDU;;1;0;0;1.0;BUILDING template
153976;W01-C-Roeselare-FH04;FTTH-Cu;123251;8800.0;Roeselare;Jules Lagaelaan;21;;;1.0;1.0;15994.0;ROESELARE - FH04;123251;;BL0406;Jules Lagaelaan;21;;SDU;;1;0;0;1.0;BUILDING template
153978;W01-C-Roeselare-FH04;FTTH-Cu;123270;8800.0;Roeselare;Nijverheidsstraat;4;;;1.0;1.0;16140.0;ROESELARE - FH04;123270;;BL0408;Nijverheidsstraat;4;;SDU;;0;1;0;1.0;BUILDING template
153995;W01-C-Roeselare-FH04;FTTH-Cu;1252040;8800.0;Roeselare;Beversesteenweg;202;;;1.0;;18933.0;ROESELARE - FH04;1252040;;BL0429;Beversesteenweg;202;;SDU;;1;0;0;1.0;BUILDING template
153999;W01-C-Roeselare-FH04;FTTH-Cu;1252054;8800.0;Roeselare;Beversesteenweg;190;;;1.0;;18928.0;ROESELARE - FH04;1252054;;BL0429;Beversesteenweg;190;;SDU;;1;0;0;1.0;BUILDING template
154127;W01-C-Roeselare-FH04;FTTH-Cu;1252335;8800.0;Roeselare;Beversesteenweg;35;;;1.0;;18035.0;ROESELARE - FH04;1252335;;BL0420;Beversesteenweg;35;;SDU;;1;0;0;1.0;BUILDING template
154129;W01-C-Roeselare-FH04;FTTH-Cu;1252721;8800.0;Roeselare;Mandellaan;292;;;1.0;1.0;16809.0;ROESELARE - FH04;1252721;;BL0412;Mandellaan;292;;SDU;;0;1;0;1.0;BUILDING template
154131;W01-C-Roeselare-FH04;FTTH-Cu;1252729;8800.0;Roeselare;Mandellaan;294;;;1.0;1.0;16810.0;ROESELARE - FH04;1252729;;BL0412;Mandellaan;294;;SDU;;0;1;0;1.0;BUILDING template
154139;W01-C-Roeselare-FH04;FTTH-Cu;1252737;8800.0;Roeselare;Mandellaan;258;;;1.0;1.0;17059.0;ROESELARE - FH04;1252737;;BL0413;Mandellaan;258;;SDU;;0;1;0;1.0;BUILDING template
154144;W01-C-Roeselare-FH04;FTTH-Cu;1252742;8800.0;Roeselare;Germain Hoetstraat;29;;;1.0;1.0;17032.0;ROESELARE - FH04;1252742;;BL0413;Germain Hoetstraat;29;;SDU;;1;0;0;1.0;BUILDING template
154158;W01-C-Roeselare-FH04;FTTH-Cu;1252756;8800.0;Roeselare;Germain Hoetstraat;28;;;1.0;1.0;16764.0;ROESELARE - FH04;1252756;;BL0412;Germain Hoetstraat;28;;SDU;;0;1;0;1.0;BUILDING template
154160;W01-C-Roeselare-FH04;FTTH-Cu;1252758;8800.0;Roeselare;Ardooisesteenweg;119;;;1.0;1.0;17632.0;ROESELARE - FH04;1252758;;BL0417;Ardooisesteenweg;119;;SDU;;1;0;0;1.0;BUILDING template
154161;W01-C-Roeselare-FH04;FTTH-Cu;1252759;8800.0;Roeselare;Ardooisesteenweg;123;;;1.0;;17634.0;ROESELARE - FH04;1252759;;BL0417;Ardooisesteenweg;123;;SDU;;1;0;0;1.0;BUILDING template
154166;W01-C-Roeselare-FH04;FTTH-Cu;1252765;8800.0;Roeselare;Mandellaan;172;;;1.0;;17544.0;ROESELARE - FH04;1252765;;BL0416;Mandellaan;172;;SDU;;1;0;0;1.0;BUILDING template
154167;W01-C-Roeselare-FH04;FTTH-Cu;1252853;8800.0;Roeselare;Kaaistraat;76;;;1.0;;15451.0;ROESELARE - FH04;1252853;;BL0401;Kaaistraat;76;;SDU;;1;0;0;1.0;BUILDING template
154223;W01-C-Roeselare-FH04;FTTH-Cu;1252948;8800.0;Roeselare;Koornstraat;117;;;1.0;1.0;16801.0;ROESELARE - FH04;1252948;;BL0412;Koornstraat;117;;SDU;;0;1;0;1.0;BUILDING template
154272;W01-C-Roeselare-FH04;FTTH-Cu;1503069;8800.0;Roeselare;Spanjestraat;136;;;1.0;1.0;15482.0;ROESELARE - FH04;1503069;;BL0401;Spanjestraat;136;;SDU;;1;0;0;1.0;BUILDING template
154334;W01-C-Roeselare-FH04;FTTH-Cu;3413632;8800.0;Roeselare;Ardooisesteenweg;107;;;1.0;1.0;17628.0;ROESELARE - FH04;3413632;;BL0417;Ardooisesteenweg;107;;SDU;;0;1;0;1.0;BUILDING template
154336;W01-C-Roeselare-FH04;FTTH-Cu;3413634;8800.0;Roeselare;Ardooisesteenweg;115,A;;;1.0;1.0;17635.0;ROESELARE - FH04;3413634;;BL0417;Ardooisesteenweg;115;;SDU;;1;0;0;1.0;BUILDING template
154349;W01-C-Roeselare-FH04;FTTH-Cu;3413861;8800.0;Roeselare;Beversesteenweg;102;;;1.0;1.0;18793.0;ROESELARE - FH04;3413861;;BL0428;Beversesteenweg;102;;SDU;;1;0;0;1.0;BUILDING template
154352;W01-C-Roeselare-FH04;FTTH-Cu;3413864;8800.0;Roeselare;Beversesteenweg;108;;;1.0;1.0;18795.0;ROESELARE - FH04;3413864;;BL0428;Beversesteenweg;108;;SDU;;1;0;0;1.0;BUILDING template
154382;W01-C-Roeselare-FH04;FTTH-Cu;3413900;8800.0;Roeselare;Beversesteenweg;188;;;1.0;;18927.0;ROESELARE - FH04;3413900;;BL0429;Beversesteenweg;188;;SDU;;1;0;0;1.0;BUILDING template
154480;W01-C-Roeselare-FH04;FTTH-Cu;3415315;8800.0;Roeselare;Hammestraat;55;;;1.0;1.0;18270.0;ROESELARE - FH04;3415315;;BL0423;Hammestraat;55;;SDU;;0;1;0;1.0;BUILDING template
154503;W01-C-Roeselare-FH04;FTTH-Cu;3415712;8800.0;Roeselare;Germain Hoetstraat;32;;;1.0;1.0;16766.0;ROESELARE - FH04;3415712;;BL0412;Germain Hoetstraat;32;;SDU;;0;1;0;1.0;BUILDING template
154538;W01-C-Roeselare-FH04;FTTH-Cu;3416523;8800.0;Roeselare;Koornstraat;142;;;1.0;;16423.0;ROESELARE - FH04;3416523;;BL0410;Koornstraat;142;;SDU;;1;0;0;1.0;BUILDING template
154543;W01-C-Roeselare-FH04;FTTH-Cu;3416712;8800.0;Roeselare;Jules Lagaelaan;20;;;1.0;;15993.0;ROESELARE - FH04;3416712;;BL0406;Jules Lagaelaan;20;;SDU;;1;0;0;1.0;BUILDING template
154598;W01-C-Roeselare-FH04;FTTH-Cu;3417059;8800.0;Roeselare;Mandellaan;324;;;1.0;1.0;16822.0;ROESELARE - FH04;3417059;;BL0412;Mandellaan;324;;SDU;;1;0;0;1.0;BUILDING template
154600;W01-C-Roeselare-FH04;FTTH-Cu;3417061;8800.0;Roeselare;Mandellaan;334;;;1.0;1.0;16824.0;ROESELARE - FH04;3417061;;BL0412;Mandellaan;334;;SDU;;1;0;0;1.0;BUILDING template
154605;W01-C-Roeselare-FH04;FTTH-Cu;3417068;8800.0;Roeselare;Mandellaan;352;;;1.0;1.0;16833.0;ROESELARE - FH04;3417068;;BL0412;Mandellaan;352;;SDU;;0;1;0;1.0;BUILDING template
154675;W01-C-Roeselare-FH04;FTTH-Cu;3418555;8800.0;Roeselare;Spanjestraat;172;;;1.0;;15488.0;ROESELARE - FH04;3418555;;BL0401;Spanjestraat;172;;SDU;;0;1;0;1.0;BUILDING template
154676;W01-C-Roeselare-FH04;FTTH-Cu;3418556;8800.0;Roeselare;Spanjestraat;174;;;1.0;;15489.0;ROESELARE - FH04;3418556;;BL0401;Spanjestraat;174;;SDU;;0;1;0;1.0;BUILDING template
154695;W01-C-Roeselare-FH04;FTTH-Cu;3418576;8800.0;Roeselare;Spanjestraat;249;;;1.0;;16648.0;ROESELARE - FH04;3418576;;BL0411;Spanjestraat;249;;SDU;;0;1;0;1.0;BUILDING template
154696;W01-C-Roeselare-FH04;FTTH-Cu;3418577;8800.0;Roeselare;Spanjestraat;253;;;1.0;1.0;16649.0;ROESELARE - FH04;3418577;;BL0411;Spanjestraat;253;;SDU;;1;0;0;1.0;BUILDING template
154728;W01-C-Roeselare-FH04;FTTH-Cu;3418632;8800.0;Roeselare;Spinnersstraat;67;;;1.0;1.0;17368.0;ROESELARE - FH04;3418632;;BL0415;Spinnersstraat;67;;SDU;;0;1;0;1.0;BUILDING template
154729;W01-C-Roeselare-FH04;FTTH-Cu;3418633;8800.0;Roeselare;Spinnersstraat;69;;;1.0;1.0;17369.0;ROESELARE - FH04;3418633;;BL0415;Spinnersstraat;69;;SDU;;0;1;0;1.0;BUILDING template
154730;W01-C-Roeselare-FH04;FTTH-Cu;3418634;8800.0;Roeselare;Spinnersstraat;71;;;1.0;1.0;17370.0;ROESELARE - FH04;3418634;;BL0415;Spinnersstraat;71;;SDU;;0;1;0;1.0;BUILDING template
154812;W01-C-Roeselare-FH04;FTTH-Cu;3419404;8800.0;Roeselare;Vierwegstraat;41;;;1.0;1.0;16861.0;ROESELARE - FH04;3419404;;BL0412;Vierwegstraat;41;;SDU;;0;1;0;1.0;BUILDING template
154813;W01-C-Roeselare-FH04;FTTH-Cu;3419405;8800.0;Roeselare;Vierwegstraat;45;;;1.0;1.0;16862.0;ROESELARE - FH04;3419405;;BL0412;Vierwegstraat;45;;SDU;;0;1;0;1.0;BUILDING template
154905;W01-C-Roeselare-FH04;FTTH-Cu;4198412;8800.0;Roeselare;Spinnersstraat;73;;;1.0;1.0;17371.0;ROESELARE - FH04;4198412;;BL0415;Spinnersstraat;73;;SDU;;0;1;0;1.0;BUILDING template
154922;W01-C-Roeselare-FH04;FTTH-Cu;4218578;8800.0;Roeselare;Langebrugstraat;68;;;1.0;1.0;15618.0;ROESELARE - FH04;4218578;;BL0402;Langebrugstraat;68;;SDU;;0;1;0;1.0;BUILDING template
154924;W01-C-Roeselare-FH04;FTTH-Cu;4229831;8800.0;Roeselare;Langebrugstraat;70;;;1.0;1.0;15619.0;ROESELARE - FH04;4229831;;BL0402;Langebrugstraat;70;;SDU;;0;1;0;1.0;BUILDING template
154935;W01-C-Roeselare-FH04;FTTH-Cu;4243322;8800.0;Roeselare;Germain Hoetstraat;30;;;1.0;1.0;16765.0;ROESELARE - FH04;4243322;;BL0412;Germain Hoetstraat;30;;SDU;;0;1;0;1.0;BUILDING template
154949;W01-C-Roeselare-FH04;FTTH-Cu;4352918;8800.0;Roeselare;Mandellaan;178;;;1.0;;17545.0;ROESELARE - FH04;4352918;;BL0416;Mandellaan;178;;SDU;;1;0;0;1.0;BUILDING template
154984;W01-C-Roeselare-FH04;FTTH-Cu;4353145;8800.0;Roeselare;Ardooisesteenweg;36;;;1.0;1.0;16240.0;ROESELARE - FH04;4353145;;BL0409;Ardooisesteenweg;36;;SDU;;0;1;0;1.0;BUILDING template
154985;W01-C-Roeselare-FH04;FTTH-Cu;4353147;8800.0;Roeselare;Ardooisesteenweg;38;;;1.0;1.0;16241.0;ROESELARE - FH04;4353147;;BL0409;Ardooisesteenweg;38;;SDU;;0;1;0;1.0;BUILDING template
155009;W01-C-Roeselare-FH04;FTTH-Cu;4354961;8800.0;Roeselare;Ardooisesteenweg;67;;;1.0;1.0;17748.0;ROESELARE - FH04;4354961;;BL0418;Ardooisesteenweg;67;;SDU;;1;0;0;1.0;BUILDING template
155109;W01-C-Roeselare-FH04;FTTH-Cu;4365014;8800.0;Roeselare;Hammestraat;57;;;1.0;1.0;18271.0;ROESELARE - FH04;4365014;;BL0423;Hammestraat;57;;SDU;;0;1;0;1.0;BUILDING template
155128;W01-C-Roeselare-FH04;FTTH-Cu;4368310;8800.0;Roeselare;Mandellaan;286;;;1.0;;16807.0;ROESELARE - FH04;4368310;;BL0412;Mandellaan;286;;SDU;;1;0;0;1.0;BUILDING template
155205;W01-C-Roeselare-FH04;FTTH-Cu;5500520;8800.0;Roeselare;Bruanestraat;91;;;1.0;1.0;17147.0;ROESELARE - FH04;5500520;;BL0414;Bruanestraat;91;;SDU;;0;1;0;1.0;BUILDING template
155262;W01-C-Roeselare-FH04;FTTH-Cu;6059681;8800.0;Roeselare;Mandellaan;20,A;;1.0;1.0;;18970.0;ROESELARE - FH04;6059681;;BL0429;Mandellaan;20;;SDU;;1;0;0;1.0;BUILDING template
155279;W01-C-Roeselare-FH04;FTTH-Cu;84978;8800.0;Roeselare;Ardooisesteenweg;80;;;1.0;1.0;16254.0;ROESELARE - FH04;84978;;BL0409;Ardooisesteenweg;80;;SDU;;0;1;0;1.0;BUILDING template
155281;W01-C-Roeselare-FH04;FTTH-Cu;860079;8800.0;Roeselare;Beversesteenweg;150;;;1.0;1.0;18915.0;ROESELARE - FH04;860079;;BL0429;Beversesteenweg;150;;SDU;;1;0;0;1.0;BUILDING template
155293;W01-C-Roeselare-FH04;FTTH-Cu;862515;8800.0;Roeselare;Beversesteenweg;176;;;1.0;;18925.0;ROESELARE - FH04;862515;;BL0429;Beversesteenweg;176;;SDU;;0;1;0;1.0;BUILDING template
155332;W01-C-Roeselare-FH04;FTTH-Cu;874631;8800.0;Roeselare;Herentalslaan;18;;;1.0;1.0;18818.0;ROESELARE - FH04;874631;;BL0428;Herentalslaan;18;;SDU;;0;1;0;1.0;BUILDING template
155341;W01-C-Roeselare-FH04;FTTH-Cu;874642;8800.0;Roeselare;Fabrieksstraat;52;;;1.0;1.0;17520.0;ROESELARE - FH04;874642;;BL0416;Fabrieksstraat;52;;SDU;;0;1;0;1.0;BUILDING template
155406;W01-C-Roeselare-FH04;FTTH-Cu;875047;8800.0;Roeselare;Mandellaan;354;;;1.0;1.0;16834.0;ROESELARE - FH04;875047;;BL0412;Mandellaan;354;;SDU;;0;1;0;1.0;BUILDING template
155444;W01-C-Roeselare-FH04;FTTH-Cu;875141;8800.0;Roeselare;Koornstraat;40;;;1.0;1.0;17332.0;ROESELARE - FH04;875141;;BL0415;Koornstraat;40;;SDU;;0;1;0;1.0;BUILDING template
155450;W01-C-Roeselare-FH04;FTTH-Cu;875160;8800.0;Roeselare;Ardooisesteenweg;111;;;1.0;1.0;17629.0;ROESELARE - FH04;875160;;BL0417;Ardooisesteenweg;111;;SDU;;1;0;0;1.0;BUILDING template
155459;W01-C-Roeselare-FH04;FTTH-Cu;875196;8800.0;Roeselare;Bruanestraat;27;;;1.0;1.0;17301.0;ROESELARE - FH04;875196;;BL0415;Bruanestraat;27;;SDU;;1;0;0;1.0;BUILDING template
155462;W01-C-Roeselare-FH04;FTTH-Cu;875199;8800.0;Roeselare;Ardooisesteenweg;82;;;1.0;1.0;17277.0;ROESELARE - FH04;875199;;BL0415;Ardooisesteenweg;82;;SDU;;0;1;0;1.0;BUILDING template
155477;W01-C-Roeselare-FH04;FTTH-Cu;875270;8800.0;Roeselare;Kaaistraat;75;;;1.0;;15450.0;ROESELARE - FH04;875270;;BL0401;Kaaistraat;75;;SDU;;1;0;0;1.0;BUILDING template
155480;W01-C-Roeselare-FH04;FTTH-Cu;875276;8800.0;Roeselare;Spanjestraat;166;;;1.0;;15487.0;ROESELARE - FH04;875276;;BL0401;Spanjestraat;166;;SDU;;0;1;0;1.0;BUILDING template
155483;W01-C-Roeselare-FH04;FTTH-Cu;875279;8800.0;Roeselare;Spanjestraat;154;;;1.0;;15484.0;ROESELARE - FH04;875279;;BL0401;Spanjestraat;154;;SDU;;0;1;0;1.0;BUILDING template
