;ZONE_NAME;ZONING_TCHNLGY;MAINLAMKEY;POSTAL_CODE;CITY_NAME;STREET_NAME;HOUSE_NUMBER;DTP;FIC;FIS;FTS;OpdrachtID;Projectnummer;Opdrachtnummer;BG_Name;Blok;Straat;Huisnummer;Huisnummer_Toevoeging;Buildingtype;Quadrant;NR_BU;NR_LU;NR_SU;UNITS_TOTAL;Opdrachttemplate
143089;W01-C-Namur-FH06;FTTH-Cu;3197524;5000.0;Namur;Rue de l'Ange;78;;;1.0;;61767.0;NAMUR - FH06;3197524;78 rue de l'ange;05;Rue de lAnge;78;;SDU;;1;0;1;2.0;BUILDING template
143090;W01-C-Namur-FH06;FTTH-Cu;3197525;5000.0;Namur;Rue de l'Ange;79;;;1.0;;62257.0;NAMUR - FH06;3197525;79 Rue de l'ange 5000 Namur;13;Rue de lAnge;79;;SDU;;1;0;2;3.0;BUILDING template
143133;W01-C-Namur-FH06;FTTH-Cu;3198242;5000.0;Namur;Rue Blondeau;7;;;1.0;;58515.0;NAMUR - FH06;3198242;7 Rue Blondeau 5000 Namur;0625;Rue Blondeau;7;;SDU;;1;0;1;2.0;BUILDING template
143135;W01-C-Namur-FH06;FTTH-Cu;3198244;5000.0;Namur;Rue Blondeau;11;;;1.0;;58517.0;NAMUR - FH06;3198244;11 Rue Blondeau 5000 Namur;0625;Rue Blondeau;11;;SDU;;0;1;0;1.0;BUILDING template
143136;W01-C-Namur-FH06;FTTH-Cu;3198245;5000.0;Namur;Rue Blondeau;13;;;1.0;;58518.0;NAMUR - FH06;3198245;13 Rue Blondeau 5000 Namur;0625;Rue Blondeau;13;;SDU;;0;1;0;1.0;BUILDING template
143155;W01-C-Namur-FH06;FTTH-Cu;3198960;5000.0;Namur;Rue des Brasseurs;22;;;1.0;;61304.0;NAMUR - FH06;3198960;22 Rue des Brasseurs 5000 Namur;07;Rue des Brasseurs;22;;SDU;;1;0;1;2.0;BUILDING template
143216;W01-C-Namur-FH06;FTTH-Cu;3199032;5000.0;Namur;Rue des Brasseurs;162;;;1.0;;60838.0;NAMUR - FH06;3199032;;0621b;Rue des Brasseurs;162;;SDU;;0;1;0;1.0;BUILDING template
143224;W01-C-Namur-FH06;FTTH-Cu;3199044;5000.0;Namur;Rue des Brasseurs;179;;;1.0;;62703.0;NAMUR - FH06;3199044;;15;Rue des Brasseurs;179;;SDU;;0;1;2;3.0;BUILDING template
143260;W01-C-Namur-FH06;FTTH-Cu;3199193;5000.0;Namur;Rue de Bruxelles;71;;1.0;1.0;1.0;59433.0;NAMUR - FH06;3199193;rue de Bruxelles 71 ( pharmacie );0626;Rue de Bruxelles;71;;SDU;;1;0;0;1.0;BUILDING template
143277;W01-C-Namur-FH06;FTTH-Cu;3200077;5000.0;Namur;Rue du Collège(NR);17;;;1.0;;59853.0;NAMUR - FH06;3200077;;0619;Rue du College;17;;SDU;;1;0;1;2.0;BUILDING template
143285;W01-C-Namur-FH06;FTTH-Cu;3200089;5000.0;Namur;Rue du Collège(NR);45;;;1.0;;60851.0;NAMUR - FH06;3200089;;0621b;Rue du College;45;;SDU;;1;0;0;1.0;BUILDING template
143288;W01-C-Namur-FH06;FTTH-Cu;3200516;5000.0;Namur;Rue de la Croix(NR);3;;;1.0;;62729.0;NAMUR - FH06;3200516;neant rue de la Croix 3;12;Rue de la Croix;3;;SDU;;1;0;1;2.0;BUILDING template
143295;W01-C-Namur-FH06;FTTH-Cu;3200523;5000.0;Namur;Rue de la Croix(NR);13;;;1.0;;62732.0;NAMUR - FH06;3200523;13 rue de la croix 5000 Namur (boutique ikks);12;Rue de la Croix;13;;SDU;;1;0;1;2.0;BUILDING template
143301;W01-C-Namur-FH06;FTTH-Cu;3200530;5000.0;Namur;Rue de la Croix(NR);20;;;1.0;;62268.0;NAMUR - FH06;3200530;20 rue de la croix (vent d ailleurs);13;Rue de la Croix;20;;SDU;;1;0;2;3.0;BUILDING template
143302;W01-C-Namur-FH06;FTTH-Cu;3200531;5000.0;Namur;Rue de la Croix(NR);21;;;1.0;;62735.0;NAMUR - FH06;3200531;neant de la croix 21;12;Rue de la Croix;21;;SDU;;1;0;1;2.0;BUILDING template
143303;W01-C-Namur-FH06;FTTH-Cu;3200532;5000.0;Namur;Rue de la Croix(NR);22;;;1.0;;62269.0;NAMUR - FH06;3200532;22 rue de la croix(mercerie brodery);13;Rue de la Croix;22;;SDU;;1;0;2;3.0;BUILDING template
143320;W01-C-Namur-FH06;FTTH-Cu;3200549;5000.0;Namur;Rue de la Croix(NR);43;;;1.0;;62743.0;NAMUR - FH06;3200549;43 rue de la croix 5000 Namur (Caro furs);12;Rue de la Croix;43;;SDU;;1;0;3;4.0;BUILDING template
143322;W01-C-Namur-FH06;FTTH-Cu;3200551;5000.0;Namur;Rue de la Croix(NR);50;;;1.0;;62278.0;NAMUR - FH06;3200551;50 rue de la croix (l atelier hall);13;Rue de la Croix;50;;SDU;;1;0;2;3.0;BUILDING template
143363;W01-C-Namur-FH06;FTTH-Cu;3202608;5000.0;Namur;Rue de l'Evêché(NR);16;;;1.0;;60347.0;NAMUR - FH06;3202608;16 Rue de l'EvÃªchÃ© 5000 Namur;0622;Rue de lEveche;16;;SDU;;0;1;2;3.0;BUILDING template
143364;W01-C-Namur-FH06;FTTH-Cu;3202610;5000.0;Namur;Rue de l'Evêché(NR);20;;;1.0;;60348.0;NAMUR - FH06;3202610;18-20 Rue de l'EvÃªchÃ© 5000 Namur;0622;Rue de lEveche;20;;SDU;;0;1;2;3.0;BUILDING template
143391;W01-C-Namur-FH06;FTTH-Cu;3203218;5000.0;Namur;Boulevard Frère Orban(NR);1,A;;1.0;1.0;;58459.0;NAMUR - FH06;3203218;;0624b;Boulevard Frere Orban;1;A;SDU;;1;0;0;1.0;BUILDING template
143397;W01-C-Namur-FH06;FTTH-Cu;3203261;5000.0;Namur;Rue Fumal(NR);12;;;1.0;;60816.0;NAMUR - FH06;3203261;12 Rue Fumal 5000 Namur (MusÃ©e FÃ©licien Rops);0621b;Rue Fumal;12;;SDU;;1;0;1;2.0;BUILDING template
143418;W01-C-Namur-FH06;FTTH-Cu;3203713;5000.0;Namur;Rue J. Grafé(NR);4;;1.0;1.0;1.0;59424.0;NAMUR - FH06;3203713;4 rue Joseph grafÃ©;0626;Rue J. Grafe;4;;SDU;;1;6;;;BUILDING template
143422;W01-C-Namur-FH06;FTTH-Cu;3203762;5000.0;Namur;Rue Grandgagnage(NR);2;;;1.0;;59411.0;NAMUR - FH06;3203762;;0626;Rue Grandgagnage;2;;SDU;;0;0;1;1.0;BUILDING template
143446;W01-C-Namur-FH06;FTTH-Cu;3205201;5000.0;Namur;Rue Lelièvre(NR);2;;1.0;1.0;1.0;60861.0;NAMUR - FH06;3205201;;0621a;Rue Lelievre;2;;SDU;;1;0;0;1.0;BUILDING template
143451;W01-C-Namur-FH06;FTTH-Cu;3205206;5000.0;Namur;Rue Lelièvre(NR);9;;;1.0;;60371.0;NAMUR - FH06;3205206;;0623;Rue Lelievre;9;;SDU;;1;0;0;1.0;BUILDING template
143452;W01-C-Namur-FH06;FTTH-Cu;3205208;5000.0;Namur;Rue Lelièvre(NR);10;;;1.0;;60865.0;NAMUR - FH06;3205208;;0621a;Rue Lelievre;10;;SDU;;1;0;1;2.0;BUILDING template
143459;W01-C-Namur-FH06;FTTH-Cu;3206334;5000.0;Namur;Rue Haute Marcelle(NR);5;;;1.0;;62230.0;NAMUR - FH06;3206334;;13;Rue Haute Marcelle;5;;SDU;;1;0;2;3.0;BUILDING template
143471;W01-C-Namur-FH06;FTTH-Cu;3206346;5000.0;Namur;Rue Haute Marcelle(NR);18;;;1.0;;62757.0;NAMUR - FH06;3206346;TSA 16/18 rue haute Marcel;14;Rue Haute Marcelle;18;;SDU;;1;0;1;2.0;BUILDING template
143485;W01-C-Namur-FH06;FTTH-Cu;3206361;5000.0;Namur;Rue Haute Marcelle(NR);40;;;1.0;;62766.0;NAMUR - FH06;3206361;;14;Rue Haute Marcelle;40;;SDU;;1;0;1;2.0;BUILDING template
143490;W01-C-Namur-FH06;FTTH-Cu;3206580;5000.0;Namur;Place Marché aux Légumes(NR);2;;;1.0;;62710.0;NAMUR - FH06;3206580;2-3-4 place marche au lÃ©gumes 5000 Namur;12;Place Marche aux Legumes;2;;SDU;;1;0;1;2.0;BUILDING template
143493;W01-C-Namur-FH06;FTTH-Cu;3206585;5000.0;Namur;Place Marché aux Légumes(NR);10;;;1.0;;62714.0;NAMUR - FH06;3206585;10 place du marchÃ© (piano bar);12;Place Marche aux Legumes;10;;SDU;;1;0;1;2.0;BUILDING template
143507;W01-C-Namur-FH06;FTTH-Cu;3206613;5000.0;Namur;Rue de Marchovelette(NR);25;;;1.0;;61293.0;NAMUR - FH06;3206613;25 Rue de Marchovelette 5000 Namur (caractR coiffure);07;Rue de Marchovelette;25;;SDU;;1;0;2;3.0;BUILDING template
143513;W01-C-Namur-FH06;FTTH-Cu;3207408;5000.0;Namur;Rue de la Monnaie(NR);13;;;1.0;;60392.0;NAMUR - FH06;3207408;;06;Rue de la Monnaie;13;;SDU;;1;1;0;2.0;BUILDING template
143527;W01-C-Namur-FH06;FTTH-Cu;3208113;5000.0;Namur;Rue de l'Ouvrage(NR);10;;;1.0;;62787.0;NAMUR - FH06;3208113;;14;Rue de lOuvrage;10;;SDU;;1;0;2;3.0;BUILDING template
143532;W01-C-Namur-FH06;FTTH-Cu;3208118;5000.0;Namur;Rue de l'Ouvrage(NR);16;;;1.0;;62789.0;NAMUR - FH06;3208118;12-14-16 Rue de l'Ouvrage 5000 Namur (Slumberland);14;Rue de lOuvrage;16;;SDU;;0;0;1;1.0;BUILDING template
143587;W01-C-Namur-FH06;FTTH-Cu;3208921;5000.0;Namur;Rue du Président(NR);34;;;1.0;;63203.0;NAMUR - FH06;3208921;34 Rue du PrÃ©sident 5000 Namur;18;Rue du President;34;;SDU;;0;1;0;1.0;BUILDING template
143591;W01-C-Namur-FH06;FTTH-Cu;3208925;5000.0;Namur;Rue du Président(NR);38;;;1.0;;63205.0;NAMUR - FH06;3208925;38 Rue du PrÃ©sident 5000 Namur;18;Rue du President;38;;SDU;;0;1;0;1.0;BUILDING template
143606;W01-C-Namur-FH06;FTTH-Cu;3209616;5000.0;Namur;Rue Joseph Saintraint(NR);10;;;1.0;;60337.0;NAMUR - FH06;3209616;10 Rue Joseph Saintraint 5000 Namur;0622;Rue Joseph Saintraint;10;;SDU;;1;0;3;4.0;BUILDING template
143619;W01-C-Namur-FH06;FTTH-Cu;3209919;5000.0;Namur;Rue du Séminaire;20;1.0;;1.0;1.0;58475.0;NAMUR - FH06;3209919;20 Rue du SÃ©minaire (amphithÃ©Ã¢tre Vauban );0624b;Rue du Seminaire;20;;SDU;;1;0;0;1.0;BUILDING template
143633;W01-C-Namur-FH06;FTTH-Cu;3210127;5000.0;Namur;Place Saint-Aubain(NR);7;;;1.0;;60330.0;NAMUR - FH06;3210127;7 Place Saint-Aubain 5000 Namur (Justice de paix);0622;Place Saint-Aubain;7;;SDU;;1;0;2;3.0;BUILDING template
143668;W01-C-Namur-FH06;FTTH-Cu;3210491;5000.0;Namur;Rue Saint-Loup(NR);20;;;1.0;;62246.0;NAMUR - FH06;3210491;;13;Rue Saint-Loup;20;;SDU;;1;0;2;3.0;BUILDING template
143672;W01-C-Namur-FH06;FTTH-Cu;3210708;5000.0;Namur;Marché Saint-Remy(NR);5;;;1.0;;60396.0;NAMUR - FH06;3210708;;04;Marche Saint-Remy;5;;SDU;;1;0;1;2.0;BUILDING template
143687;W01-C-Namur-FH06;FTTH-Cu;3924862;5000.0;Namur;Rue de l'Arsenal(NR);1;;;1.0;;58464.0;NAMUR - FH06;3924862;;0624b;Rue de lArsenal;1;;SDU;;1;0;0;1.0;BUILDING template
143689;W01-C-Namur-FH06;FTTH-Cu;3945477;5000.0;Namur;Rue de l'Arsenal(NR);6;;;1.0;;60374.0;NAMUR - FH06;3945477;6 Rue  de l'arsenal ( Ãcole henallux );0623;Rue de lArsenal;6;;SDU;;1;0;0;1.0;BUILDING template
143709;W01-C-Namur-FH06;FTTH-Cu;4038841;5000.0;Namur;Rue Fumal(NR);10;;;1.0;;60815.0;NAMUR - FH06;4038841;10 Rue Fumal 5000 Namur;0621b;Rue Fumal;10;;SDU;;1;0;0;1.0;BUILDING template
143713;W01-C-Namur-FH06;FTTH-Cu;4060425;5000.0;Namur;Place du Palais de Justice(NR);4;;;1.0;;60365.0;NAMUR - FH06;4060425;4 Place palais de justice  (palais de justice );0623;Place du Palais de Justice;4;;SDU;;1;0;0;1.0;BUILDING template
143727;W01-C-Namur-FH06;FTTH-Cu;4131871;5000.0;Namur;Rue de l'Evêché(NR);6;;;1.0;;60343.0;NAMUR - FH06;4131871;6 Rue de l'EvÃªchÃ© 5000 Namur;0622;Rue de lEveche;6;;SDU;;1;0;0;1.0;BUILDING template
143732;W01-C-Namur-FH06;FTTH-Cu;4132071;5000.0;Namur;Rue des Brasseurs;107;1.0;1.0;1.0;1.0;62284.0;NAMUR - FH06;4132071;;15;Rue des Brasseurs;107;;SDU;;0;0;1;1.0;BUILDING template
143753;W01-C-Namur-FH06;FTTH-Cu;5147285;5000.0;Namur;Rue Lelièvre(NR);7;;;1.0;;60370.0;NAMUR - FH06;5147285;;0623;Rue Lelievre;7;;SDU;;1;0;0;1.0;BUILDING template
143754;W01-C-Namur-FH06;FTTH-Cu;5147482;5000.0;Namur;Rue du Beffroi(NR);13;;;1.0;;61780.0;NAMUR - FH06;5147482;;05;Rue du Beffroi;13;;SDU;;1;0;1;2.0;BUILDING template
143757;W01-C-Namur-FH06;FTTH-Cu;5147512;5000.0;Namur;Rue de l'Ange;66;;;1.0;;61762.0;NAMUR - FH06;5147512;66 rue de l'ange;05;Rue de lAnge;66;;SDU;;1;0;1;2.0;BUILDING template
143773;W01-C-Namur-FH06;FTTH-Cu;5147952;5000.0;Namur;Rue des Brasseurs;12;;;1.0;;61301.0;NAMUR - FH06;5147952;12 Rue des Brasseurs 5000 Namur;07;Rue des Brasseurs;12;;SDU;;1;0;1;;BUILDING template
143775;W01-C-Namur-FH06;FTTH-Cu;5148148;5000.0;Namur;Place Saint-Aubain(NR);11;;;1.0;;60331.0;NAMUR - FH06;5148148;;0622;Place Saint-Aubain;11;;SDU;;1;0;0;1.0;BUILDING template
143776;W01-C-Namur-FH06;FTTH-Cu;5148149;5000.0;Namur;Rue Joseph Saintraint(NR);1,A;1.0;1.0;1.0;1.0;60836.0;NAMUR - FH06;5148149;;0621b;Rue Joseph Saintraint;1;A;SDU;;;;;;BUILDING template
143789;W01-C-Namur-FH06;FTTH-Cu;5148556;5000.0;Namur;Rue des Fripiers(NR);7;;;1.0;;62226.0;NAMUR - FH06;5148556;neant fripiers 7;10;Rue des Fripiers;7;;SDU;;1;0;0;1.0;BUILDING template
143794;W01-C-Namur-FH06;FTTH-Cu;5149181;5000.0;Namur;Rue Fumal(NR);6;;;1.0;;60813.0;NAMUR - FH06;5149181;6 Rue Fumal 5000 Namur;0621b;Rue Fumal;6;;SDU;;0;0;1;1.0;BUILDING template
143795;W01-C-Namur-FH06;FTTH-Cu;5149183;5000.0;Namur;Rue Fumal(NR);8;;;1.0;;60814.0;NAMUR - FH06;5149183;8 Rue Fumal 5000 Namur;0621b;Rue Fumal;8;;SDU;;1;0;0;1.0;BUILDING template
143813;W01-C-Namur-FH06;FTTH-Cu;5355712;5000.0;Namur;Place Saint-Aubain(NR);14;;;1.0;;60358.0;NAMUR - FH06;5355712;14 Place Saint Aubain;0623;Place Saint-Aubain;14;;SDU;;1;0;0;1.0;BUILDING template
143952;W01-C-Namur-FH07;FTTH-Cu;1344990;5000.0;Namur;Rue de Bruxelles;120;;;1.0;;69198.0;NAMUR - FH07;1344990;;0722;Rue de Bruxelles;120;;SDU;;1;0;1;2.0;BUILDING template
143984;W01-C-Namur-FH07;FTTH-Cu;1488480;5000.0;Namur;Rue Lucien Namêche(NR);1;;;1.0;;65853.0;NAMUR - FH07;1488480;;0709;Rue Lucien Nameche;1;;SDU;;;;;;BUILDING template
144000;W01-C-Namur-FH07;FTTH-Cu;20531;5000.0;Namur;Place l'Ilon;17;;1.0;1.0;1.0;63964.0;NAMUR - FH07;20531;Place lillon 17-19 5000 namur;0704;Place lIlon;17;;SDU;;1;0;0;1.0;BUILDING template
144014;W01-C-Namur-FH07;FTTH-Cu;3198163;5000.0;Namur;Rue Julie Billiart(NR);5;;;1.0;;64421.0;NAMUR - FH07;3198163;;0706;Rue Julie Billiart;5;;SDU;;1;0;1;2.0;BUILDING template
144060;W01-C-Namur-FH07;FTTH-Cu;3198883;5000.0;Namur;Rue J.B. Brabant;38;;;1.0;;63970.0;NAMUR - FH07;3198883;;0704;Rue J.B. Brabant;38;;SDU;;;;;;BUILDING template
144086;W01-C-Namur-FH07;FTTH-Cu;3199164;5000.0;Namur;Rue de Bruxelles;36;;;1.0;;68289.0;NAMUR - FH07;3199164;;0722;Rue de Bruxelles;36;;SDU;;1;0;1;2.0;BUILDING template
144098;W01-C-Namur-FH07;FTTH-Cu;3199197;5000.0;Namur;Rue de Bruxelles;78;;;1.0;;68303.0;NAMUR - FH07;3199197;;0722;Rue de Bruxelles;78;;SDU;;1;0;1;2.0;BUILDING template
144101;W01-C-Namur-FH07;FTTH-Cu;3199203;5000.0;Namur;Rue de Bruxelles;86;;;1.0;;68306.0;NAMUR - FH07;3199203;;0722;Rue de Bruxelles;86;;SDU;;1;0;1;2.0;BUILDING template
144138;W01-C-Namur-FH07;FTTH-Cu;3199355;5000.0;Namur;Rue des Carmes;32;;;1.0;;66361.0;NAMUR - FH07;3199355;;0710;Rue des Carmes;32;;SDU;;2;0;0;2.0;BUILDING template
144171;W01-C-Namur-FH07;FTTH-Cu;3199447;5000.0;Namur;Boulevard Cauchy(NR);2;;;1.0;;67297.0;NAMUR - FH07;3199447;2-2b boulevard cauchy 5000 Namur;0715;Boulevard Cauchy;2;;SDU;;;5;;;BUILDING template
144190;W01-C-Namur-FH07;FTTH-Cu;3200442;5000.0;Namur;Rue Courtenay(NR);20;;;1.0;;64916.0;NAMUR - FH07;3200442;;0702;Rue Courtenay;20;;SDU;;0;1;1;2.0;BUILDING template
144264;W01-C-Namur-FH07;FTTH-Cu;3201250;5000.0;Namur;Rue Delvaux(NR);1,A;;;1.0;;67816.0;NAMUR - FH07;3201250;1a rue delvaux 5000 Namur;0714;Rue Delvaux;1;A;SDU;;;1;1;;BUILDING template
144266;W01-C-Namur-FH07;FTTH-Cu;3201253;5000.0;Namur;Rue Delvaux(NR);5;;;1.0;;67810.0;NAMUR - FH07;3201253;;0714;Rue Delvaux;5;;SDU;;;;;;BUILDING template
144268;W01-C-Namur-FH07;FTTH-Cu;3201255;5000.0;Namur;Rue Delvaux(NR);7;;;1.0;;67811.0;NAMUR - FH07;3201255;7 Rue delvaux 5000 Namur;0714;Rue Delvaux;7;;SDU;;;1;1;;BUILDING template
144272;W01-C-Namur-FH07;FTTH-Cu;3201259;5000.0;Namur;Rue Delvaux(NR);11;;;1.0;;67813.0;NAMUR - FH07;3201259;;0714;Rue Delvaux;11;;SDU;;;;;;BUILDING template
144279;W01-C-Namur-FH07;FTTH-Cu;3201269;5000.0;Namur;Rue Delvaux(NR);32;;;1.0;;66400.0;NAMUR - FH07;3201269;;0713;Rue Delvaux;32;;SDU;;;;;;BUILDING template
144305;W01-C-Namur-FH07;FTTH-Cu;3201479;5000.0;Namur;Rue Dewez(NR);48;;;1.0;;67317.0;NAMUR - FH07;3201479;48 Rue Dewez 5000 Namur (Zodiaque);0715;Rue Dewez;48;;SDU;;1;;4;;BUILDING template
144313;W01-C-Namur-FH07;FTTH-Cu;3202591;5000.0;Namur;Rue de l'Etoile(NR);4;;1.0;1.0;1.0;64458.0;NAMUR - FH07;3202591;;0706;Rue de lEtoile;4;;SDU;;;;;;BUILDING template
144321;W01-C-Namur-FH07;FTTH-Cu;3202662;5000.0;Namur;Rue de Fer;1;;;1.0;;66321.0;NAMUR - FH07;3202662;1 Rue de fer;0710;Rue de Fer;1;;SDU;;1;;8;;BUILDING template
144323;W01-C-Namur-FH07;FTTH-Cu;3202664;5000.0;Namur;Rue de Fer;5;;;1.0;;66322.0;NAMUR - FH07;3202664;5 rue de fer;0710;Rue de Fer;5;;SDU;;1;;;;BUILDING template
144324;W01-C-Namur-FH07;FTTH-Cu;3202665;5000.0;Namur;Rue de Fer;7;;;1.0;;66323.0;NAMUR - FH07;3202665;;0710;Rue de Fer;7;;SDU;;1;;5;;BUILDING template
144327;W01-C-Namur-FH07;FTTH-Cu;3202668;5000.0;Namur;Rue de Fer;11;;;1.0;;66324.0;NAMUR - FH07;3202668;Rue de fer 11;0710;Rue de Fer;11;;SDU;;1;;;;BUILDING template
144337;W01-C-Namur-FH07;FTTH-Cu;3202679;5000.0;Namur;Rue de Fer;26;;1.0;1.0;1.0;65883.0;NAMUR - FH07;3202679;;0709;Rue de Fer;26;;SDU;;1;0;1;2.0;BUILDING template
144338;W01-C-Namur-FH07;FTTH-Cu;3202680;5000.0;Namur;Rue de Fer;27;;;1.0;;66328.0;NAMUR - FH07;3202680;27 rue de fer;0710;Rue de Fer;27;;SDU;;;;3;;BUILDING template
144340;W01-C-Namur-FH07;FTTH-Cu;3202682;5000.0;Namur;Rue de Fer;31;;;1.0;;66330.0;NAMUR - FH07;3202682;31 rue de fer;0710;Rue de Fer;31;;SDU;;1;;4;;BUILDING template
144342;W01-C-Namur-FH07;FTTH-Cu;3202684;5000.0;Namur;Rue de Fer;33;1.0;;1.0;;66331.0;NAMUR - FH07;3202684;;0710;Rue de Fer;33;;SDU;;;;;;BUILDING template
144346;W01-C-Namur-FH07;FTTH-Cu;3202690;5000.0;Namur;Rue de Fer;41;;;1.0;;66334.0;NAMUR - FH07;3202690;41 rue de fer;0710;Rue de Fer;41;;SDU;;;;;;BUILDING template
144348;W01-C-Namur-FH07;FTTH-Cu;3202692;5000.0;Namur;Rue de Fer;43;;;1.0;;66335.0;NAMUR - FH07;3202692;43 Rue de fer 5000 Namur;0710;Rue de Fer;43;;SDU;;;;;;BUILDING template
144349;W01-C-Namur-FH07;FTTH-Cu;3202693;5000.0;Namur;Rue de Fer;45;;;1.0;;66336.0;NAMUR - FH07;3202693;45/47 Rue de fer;0710;Rue de Fer;45;;SDU;;1;;5;;BUILDING template
144351;W01-C-Namur-FH07;FTTH-Cu;3202696;5000.0;Namur;Rue de Fer;51;;;1.0;;66337.0;NAMUR - FH07;3202696;51 rue de fer;0710;Rue de Fer;51;;SDU;;;;3;;BUILDING template
144364;W01-C-Namur-FH07;FTTH-Cu;3202711;5000.0;Namur;Rue de Fer;71;;;1.0;;66344.0;NAMUR - FH07;3202711;;0710;Rue de Fer;71;;SDU;;;;;;BUILDING template
144370;W01-C-Namur-FH07;FTTH-Cu;3202719;5000.0;Namur;Rue de Fer;80;;;1.0;;67340.0;NAMUR - FH07;3202719;;0718;Rue de Fer;80;;SDU;;;;;;BUILDING template
144373;W01-C-Namur-FH07;FTTH-Cu;3202723;5000.0;Namur;Rue de Fer;86;;;1.0;;67343.0;NAMUR - FH07;3202723;;0718;Rue de Fer;86;;SDU;;;;;;BUILDING template
144375;W01-C-Namur-FH07;FTTH-Cu;3202725;5000.0;Namur;Rue de Fer;88;;;1.0;;67344.0;NAMUR - FH07;3202725;;0718;Rue de Fer;88;;SDU;;;;;;BUILDING template
144386;W01-C-Namur-FH07;FTTH-Cu;3202739;5000.0;Namur;Rue de Fer;117;;;1.0;;66873.0;NAMUR - FH07;3202739;;0720;Rue de Fer;117;;SDU;;1;0;0;1.0;BUILDING template
144387;W01-C-Namur-FH07;FTTH-Cu;3202740;5000.0;Namur;Rue de Fer;119;;;1.0;;66874.0;NAMUR - FH07;3202740;;0720;Rue de Fer;119;;SDU;;1;0;1;2.0;BUILDING template
144391;W01-C-Namur-FH07;FTTH-Cu;3202744;5000.0;Namur;Rue de Fer;127;;;1.0;;66876.0;NAMUR - FH07;3202744;;0720;Rue de Fer;127;;SDU;;1;0;1;2.0;BUILDING template
144392;W01-C-Namur-FH07;FTTH-Cu;3202745;5000.0;Namur;Rue de Fer;129;;;1.0;;66877.0;NAMUR - FH07;3202745;;0720;Rue de Fer;129;;SDU;;1;0;1;2.0;BUILDING template
144393;W01-C-Namur-FH07;FTTH-Cu;3202746;5000.0;Namur;Rue de Fer;131;;;1.0;;66878.0;NAMUR - FH07;3202746;;0720;Rue de Fer;131;;SDU;;1;0;0;1.0;BUILDING template
144406;W01-C-Namur-FH07;FTTH-Cu;3203287;5000.0;Namur;Rue Galliot;20;;;1.0;;67358.0;NAMUR - FH07;3203287;20 rue galliot;0716;Rue Galliot;20;;SDU;;;2;1;;BUILDING template
144407;W01-C-Namur-FH07;FTTH-Cu;3203288;5000.0;Namur;Rue Galliot;22;;;1.0;;67359.0;NAMUR - FH07;3203288;22 rue galliot 5000 Namur;0716;Rue Galliot;22;;SDU;;;;;;BUILDING template
144425;W01-C-Namur-FH07;FTTH-Cu;3203330;5000.0;Namur;Passage de la Gare;11;;1.0;1.0;1.0;66853.0;NAMUR - FH07;3203330;;0720;Passage de la Gare;11;;SDU;;1;0;1;2.0;BUILDING template
144438;W01-C-Namur-FH07;FTTH-Cu;3203658;5000.0;Namur;Rue Godefroid;19;;;1.0;;68270.0;NAMUR - FH07;3203658;;0722;Rue Godefroid;19;;SDU;;0;1;1;2.0;BUILDING template
144448;W01-C-Namur-FH07;FTTH-Cu;3203669;5000.0;Namur;Rue Godefroid;31;;;1.0;;68276.0;NAMUR - FH07;3203669;;0722;Rue Godefroid;31;;SDU;;1;0;1;2.0;BUILDING template
144449;W01-C-Namur-FH07;FTTH-Cu;3203670;5000.0;Namur;Rue Godefroid;32;;;1.0;;68750.0;NAMUR - FH07;3203670;;0721;Rue Godefroid;32;;SDU;;;;;;BUILDING template
144479;W01-C-Namur-FH07;FTTH-Cu;3204569;5000.0;Namur;Rue de l'Inquiétude(NR);9;;;1.0;;66885.0;NAMUR - FH07;3204569;;0720;Rue de lInquitude;9;;SDU;;0;1;1;2.0;BUILDING template
144489;W01-C-Namur-FH07;FTTH-Cu;3205236;5000.0;Namur;Place Léopold(NR);3;1.0;1.0;1.0;1.0;67354.0;NAMUR - FH07;3205236;bÃ¢timent de la rÃ©gion Walonne;0716;Place Leopold;3;;SDU;;1;;3;;BUILDING template
144523;W01-C-Namur-FH07;FTTH-Cu;3207088;5000.0;Namur;Boulevard Ernest Mélot(NR);18;;;1.0;;68794.0;NAMUR - FH07;3207088;;0722;Boulevard Ernest Melot;18;;SDU;;1;0;1;2.0;BUILDING template
144533;W01-C-Namur-FH07;FTTH-Cu;3207284;5000.0;Namur;Rue Général Michel(NR);33;;;1.0;;66413.0;NAMUR - FH07;3207284;33 Rue gÃ©nÃ©ral Michel;0713;Rue General Michel;33;;SDU;;0;1;0;1.0;BUILDING template
144541;W01-C-Namur-FH07;FTTH-Cu;3207398;5000.0;Namur;Rue Moncrabeau(NR);10;;;1.0;;67327.0;NAMUR - FH07;3207398;;0718;Rue Moncrabeau;10;;SDU;;;;;;BUILDING template
144548;W01-C-Namur-FH07;FTTH-Cu;3207628;5000.0;Namur;Rue Lucien Namêche(NR);6;;;1.0;;65421.0;NAMUR - FH07;3207628;;0711;Rue Lucien Namiche;6;;SDU;;0;1;0;1.0;BUILDING template
144552;W01-C-Namur-FH07;FTTH-Cu;3207632;5000.0;Namur;Rue Lucien Namêche(NR);12;;;1.0;;65823.0;NAMUR - FH07;3207632;;0711;Rue Lucien Nameche;12;;SDU;;;;;;BUILDING template
