Projectnummer;Opdrachtnummer;Building FID;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;TSA SENT;TSA SIGNED;TSA NEEDED;Afronding handtekening;Meetstaat;Verzonden Offerte;SNS FIS Date;SNS FTS Date;Opdrachttemplate
KNOKKE-HEIST - FH09;6396293;21344213;;Serweytens de Mercxstraat;23;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;297135;21117959;;Eerste-Geniestraat;12;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;302632;21344214;;Serweytens de Mercxstraat;7;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2759743;21117962;;Elizabetlaan;335;;XA;;;Y;;Y;2020-02-05;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2759749;21117963;Elizabetlaan 339-341-343;Elizabetlaan;341;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;278;1803433;;Serweytens de Mercxstraat;21;;XC;2020-01-14;;Y;;Y;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;9883;20977982;;Jozef Dhoorelaan;2;;XC;;;Y;;Y;2020-02-18;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;9885;20977983;;Jozef Dhoorelaan;18;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;71496;20977957;;Heldenplein;1;;XA;;;Y;;Y;2019-11-22;;;BUILDING template
KNOKKE-HEIST - FH09;71499;20977960;;Heldenplein;33;;XA;2020-02-05;;Y;;Y;2020-01-28;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;4103221;21118080;Louis Parentstraat 27-29-31-33;Louis Parentstraat;33;;C;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2756866;21118729;;Zeedijk-Heist;243;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;71632;20977961;;Serweytens de Mercxstraat;34;;XA;2020-01-14;;Y;;Y;2019-11-22;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71634;20977962;;Serweytens de Mercxstraat;24;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2764997;21118081;Graaf d Ursellaan 45_Louis Parentstraat 37;Louis Parentstraat;37;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71699;20977967;Albatrosstraat 21_Serweytens de Merckxstraat 26;Albatrosstraat;21;;XA;;;Y;;Y;;;;BUILDING template
KNOKKE-HEIST - FH09;71700;20977968;;Albatrosstraat;19;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71705;20977971;;Albatrosstraat;8;;XC;;;Y;;Y;2020-01-24;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71706;20977972;;Albatrosstraat;13;;XA;2019-12-16;;Y;;Y;2019-12-15;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71710;20977973;;Graaf d Ursellaan;18;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71712;20977974;;Graaf d Ursellaan;21;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;71713;20977975;;Graaf d Ursellaan;2;;XA;2020-02-05;;Y;;Y;2020-01-24;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;4335285;21117968;Elizabetlaan 339-341-343;Elizabetlaan;343;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71737;20977976;;Elizabetlaan;325;;XA;;;Y;;Y;2020-01-24;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71741;20977977;;Duinenstraat;1;;XA;;;Y;;Y;2020-01-16;;;BUILDING template
KNOKKE-HEIST - FH09;2756718;21118232;;Zeedijk-Heist;74;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;71743;20977979;;Duinenstraat;2;;XC;;;Y;;Y;2020-01-20;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2756841;21118488;;Zeedijk-Heist;207;;XA;2020-01-15;;Y;;Y;2019-12-04;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71747;20977980;;O.-L.-Vrouwstraat;3;;XA;2020-02-05;;Y;;Y;2020-01-28;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71739;21117969;Elizabetlaan 351-353;Elizabetlaan;353;;XA;;;Y;;Y;2020-02-05;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71748;20977981;;O.-L.-Vrouwstraat;2;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;4337540;21118299;Zeedijk-Heist 100-101-102;Zeedijk-Heist;102;;XA;2020-01-16;;Y;;Y;2019-11-29;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;290493;20977806;;Vuurtorenstraat;1;;XA;2020-02-05;;Y;;Y;2020-02-05;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;5579364;21117970;;Elizabetlaan;355;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;290495;20977807;;Vuurtorenstraat;3;;XA;2020-01-30;;Y;;Y;2020-01-30;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71744;21118098;;O.-L.-Vrouwstraat;1;;A;2020-02-05;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;290499;20977808;Kardinaal Mercierstraat 4-6;Kardinaal Mercierstraat;4;;XA;2020-01-30;;Y;;Y;2020-01-30;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2759760;21117972;Elizabetlaan 369-371;Elizabetlaan;371;;XA;;;Y;;Y;2020-02-18;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;290630;20977812;;Elizabetlaan;411;;;;;N;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2756869;21118735;;Zeedijk-Heist;246;;A;2020-01-16;2020-02-10;Y;;N;;2020-03-29;2020-03-29;BUILDING template
KNOKKE-HEIST - FH09;290632;20977814;Elizabetlaan 397-399_Zeedijk-Heist 168;Elizabetlaan;399;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;5579219;21118335;Elizabetlaan 405-407-409_Zeedijk-Heist 165-166;Zeedijk-Heist;166;;XA;;;Y;;Y;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;292334;20977817;;Vissershuldeplein;2;;XA;2020-01-30;;Y;;Y;2020-01-30;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;292335;20977818;;Graaf van Vlaanderenstraat;2;;XA;2020-02-05;;Y;;Y;2020-01-30;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;292347;20977827;;Jozef Dhoorelaan;14;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;292348;20977828;;Jozef Dhoorelaan;16;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;292349;20977829;;Jozef Dhoorelaan;4;;XC;;;Y;;Y;2020-02-18;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;292350;20977830;;de Maerestraat;4;;XA;;;Y;;Y;2020-02-05;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;4337754;21118401;;Zeedijk-Heist;187;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;292351;20977831;;de Maerestraat;2;;A;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;292353;20977832;;de Maerestraat;3;;XA;;;Y;;Y;2020-02-05;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;4337755;21118410;;Zeedijk-Heist;188;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;292682;20977839;;Jozef Dhoorelaan;34;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;292684;20977840;;Jozef Dhoorelaan;28;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;292686;20977841;;Jozef Dhoorelaan;30;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;297116;20977842;;Parkstraat;33;;XA;2019-12-16;;Y;;Y;2019-12-14;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;1491084;21118412;;Zeedijk-Heist;190;;XA;2020-01-16;;Y;;Y;2019-11-26;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;297117;20977843;;Parkstraat;31;;A;2020-01-14;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2756872;21118760;Albatrosstraat 2-4_Zeedijk-Heist 248;Zeedijk-Heist;248;;XA;2020-01-15;;Y;;Y;2019-11-15;;;BUILDING template
KNOKKE-HEIST - FH09;297122;20977845;;Parkstraat;13;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;297126;20977846;Zeedijk-Heist 291_Louis Parentstraat 1;Louis Parentstraat;1;;XA;;;Y;;Y;;;;BUILDING template
KNOKKE-HEIST - FH09;302698;21344207;Louis Parentstraat 22-24;Louis Parentstraat;24;;XA;2020-01-10;;Y;;Y;;;;BUILDING template
KNOKKE-HEIST - FH09;297128;20977847;Graaf d Ursellaan 52-53;Graaf d Ursellaan;52;;XA;;;Y;;Y;;;;BUILDING template
KNOKKE-HEIST - FH09;297132;20977848;;Eerste-Geniestraat;2;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;302686;21344208;;August Beernaertstraat;52;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;297133;20977849;;Eerste-Geniestraat;1;;C;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;297134;20977850;;Eerste-Geniestraat;10;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;6525363;21117973;Elizabetlaan 391-393_Zeedijk-Heist 172_Vuurtorenstraat 2-4;Elizabetlaan;393;;XA;;;Y;;Y;;;;BUILDING template
KNOKKE-HEIST - FH09;2764635;21118125;;O.-L.-Vrouwstraat;10;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2758020;20977702;;August Beernaertstraat;50;;C;;;Y;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;297136;20977851;;Eerste-Geniestraat;13;;XC;2019-12-16;;Y;;Y;2019-12-13;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302627;20977853;;Serweytens de Mercxstraat;19;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;5579366;21117974;Elizabetlaan 397-399_Zeedijk-Heist 168;Elizabetlaan;397;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302679;20977861;;Graaf d Ursellaan;25;;XA;2020-01-15;;Y;;Y;2019-11-22;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302681;20977863;;Graaf d Ursellaan;33;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;3939631;21118144;;O.-L.-Vrouwstraat;11;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302683;1804576;Graaf d Ursellaan 34-35;Graaf d Ursellaan;34;;XA;2020-01-15;;Y;;Y;2019-11-26;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2756778;21118310;;Zeedijk-Heist;145;;XA;2020-01-15;;Y;;Y;2019-11-26;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302684;20977864;;Graaf d Ursellaan;36;;XA;2020-01-10;;Y;;Y;;;;BUILDING template
KNOKKE-HEIST - FH09;302685;20977865;;Graaf d Ursellaan;44;;XA;2020-01-10;;Y;;Y;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302687;20977866;;August Beernaertstraat;23;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302689;20977867;;August Beernaertstraat;48;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2756894;21118900;;Zeedijk-Heist;273;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;302692;20977868;;August Beernaertstraat;22;;C;2020-01-14;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302693;20977869;;August Beernaertstraat;9;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302699;20977872;;Louis Parentstraat;18;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;302702;20977873;Zeedijk-Heist 290_Louis Parentstraat 2;Louis Parentstraat;2;;A;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302703;20977874;;Visserskapelstraat;2;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302704;20977875;;Visserskapelstraat;3;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302705;20977876;;Visserskapelstraat;19;;XC;;;Y;;Y;2020-01-16;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302706;20977877;;Visserskapelstraat;8;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;4337758;21118440;;Zeedijk-Heist;191;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;302711;20977878;;De Kinkhoorn;1;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302712;20977879;;De Kinkhoorn;5;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;4337650;21117976;Elizabetlaan 405-407-409_Zeedijk-Heist 165-166;Elizabetlaan;405;;XA;;;Y;;Y;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302713;20977880;;De Kinkhoorn;15;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;302714;20977881;;De Kinkhoorn;14;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;4337651;21117982;Elizabetlaan 405-407-409_Zeedijk-Heist 165-166;Elizabetlaan;407;;XA;;;Y;;Y;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;6396864;21118301;Zeedijk-Heist 104-105;Zeedijk-Heist;105;;XA;2020-01-21;;Y;;Y;2019-11-29;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;4335233;21118505;Heldenplein 2_Zeedijk-Heist 212-213-214-215;Zeedijk-Heist;212;;XA;;;Y;;Y;2019-12-04;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;303846;1804706;Elizabetlaan 391-393_Zeedijk-Heist 172_Vuurtorenstraat 2-4;Vuurtorenstraat;2;;XA;;;Y;;Y;;;;BUILDING template
KNOKKE-HEIST - FH09;303848;20977882;;Elizabetlaan;395;;XA;2020-01-21;;Y;;Y;2020-02-18;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;4337653;21117983;Elizabetlaan 405-407-409_Zeedijk-Heist 165-166;Elizabetlaan;409;;XA;;;Y;;Y;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;5579223;21118506;Heldenplein 2_Zeedijk-Heist 212-213-214-215;Zeedijk-Heist;213;;XA;;;Y;;Y;2019-12-04;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;1329624;20977610;;Jozef Dhoorelaan;12;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;1347701;20977611;Elizabetlaan 369-371;Elizabetlaan;369;;XA;;;Y;;Y;2020-02-18;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2766968;21117988;;Graaf d Ursellaan;5;;XA;2020-02-05;;Y;;Y;2020-01-24;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2756780;21118312;;Zeedijk-Heist;147;;XA;2020-01-16;;Y;;Y;2019-11-29;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;1445319;20977612;;Kardinaal Mercierstraat;14;;A;2020-01-30;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;1470202;20977615;;Elizabetlaan;375;;XA;;;Y;;Y;2020-01-30;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2756800;21118345;Elizabetlaan 397-399_Zeedijk-Heist 168;Zeedijk-Heist;168;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2757575;20977692;;Albatrosstraat;9;;XA;2019-12-16;;Y;;Y;2019-12-15;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;4146526;21118248;Zeedijk-Heist 84-85-86;Zeedijk-Heist;84;;XA;2020-01-21;;Y;;Y;2019-12-04;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71498;20977959;;Heldenplein;25;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2757576;20977693;;Albatrosstraat;11;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;71638;20977964;;Zeedijk-Heist;247;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2757577;20977694;;Albatrosstraat;12;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;71639;20977965;;Zeedijk-Heist;251;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2757578;20977695;;Albatrosstraat;14;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2757582;20977696;;Albatrosstraat;17;;XA;2019-12-16;;Y;;Y;2019-12-15;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;290627;20977811;Elizabetlaan 405-407-409_Zeedijk-Heist 165-166;Zeedijk-Heist;165;;XA;;;Y;;Y;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2757588;20977697;;Albatrosstraat;29;;;;;N;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;297120;21118167;;Parkstraat;7;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;292670;20977833;;Zeedijk-Heist;64;;XA;2020-01-15;;Y;;Y;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2757589;20977698;;Albatrosstraat;31;;;;;N;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;71714;21117995;;Graaf d Ursellaan;8;;XA;2020-02-05;;Y;;Y;2020-01-24;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2758013;20977699;;August Beernaertstraat;10;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2765006;21118175;Parkstraat 9-11;Parkstraat;11;;XA;2019-12-16;;Y;;Y;2019-12-13;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;292675;20977836;;Zeedijk-Heist;83;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2758014;20977700;;August Beernaertstraat;12;;A;;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;297121;20977844;;Parkstraat;1;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;297123;21118177;;Parkstraat;15;;A;2020-12-16;;Y;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302670;20977856;;Zeedijk-Heist;260;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2758761;20977703;;Jozef Dhoorelaan;6;;D;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;302674;20977859;;Zeedijk-Heist;277;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2758762;20977704;;Jozef Dhoorelaan;8;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;302675;20977860;Zeedijk-Heist 290_Louis Parentstraat 2;Zeedijk-Heist;290;;A;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2758763;20977705;;Jozef Dhoorelaan;10;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2756741;20977629;Zeedijk-Heist 100-101-102;Zeedijk-Heist;100;;XA;2020-01-16;;Y;;Y;2019-11-29;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2758764;20977706;;Jozef Dhoorelaan;20;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;71704;21117916;;Albatrosstraat;20;;XA;2019-10-15;;Y;;Y;2019-12-15;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2756777;20977642;;Zeedijk-Heist;142;;XA;2020-01-16;;Y;;Y;2020-01-30;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2758765;20977707;;Jozef Dhoorelaan;22;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;71715;21118004;Graaf d Ursellaan 10-11;Graaf d Ursellaan;10;;XA;2020-02-05;;Y;;Y;2020-01-28;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2756811;20977657;;Zeedijk-Heist;179;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2758766;20977708;;Jozef Dhoorelaan;24;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2756830;20977664;;Zeedijk-Heist;200;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2758767;20977709;;Jozef Dhoorelaan;26;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;4337658;21118347;;Zeedijk-Heist;169;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;6637419;31423879;;Louis Parentstraat;6;;A;;;N;;N;;2020-03-29;;BUILDING template
KNOKKE-HEIST - FH09;2758768;20977710;;Jozef Dhoorelaan;32;;;;;;;N;;;;BUILDING template
KNOKKE-HEIST - FH09;2756854;20977671;;Zeedijk-Heist;232;;;;;;;N;;;;BUILDING template
20977626;2758771;20977711;;Jozef Dhoorelaan;81;;A;;;N;;N;;2020-03-29;;BUILDING template
