Projectnummer;Opdrachtnummer;Building FID;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;TSA SENT;TSA SIGNED;TSA NEEDED;Afronding handtekening;Meetstaat;Verzonden Offerte;SNS FIS Date;SNS FTS Date;Opdrachttemplate
KNOKKE-HEIST - FH11;299822;20975981;;Westkapellestraat;56;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2763544;20975218;;Marktstraat;14;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2765811;20975556;;Albrecht Rodenbachstraat;14;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2767646;20975854;;Westkapellestraat;53;;;;;;;N;;;;
KNOKKE-HEIST - FH11;4336846;20976591;;Bondgenotenlaan;39;;D;;;N;;N;;;;
KNOKKE-HEIST - FH11;299823;20975982;;Westkapellestraat;35;;D;;;N;;N;;;;
KNOKKE-HEIST - FH11;301979;20976282;;Vlamingstraat;64;;D;;;N;;N;;;;
KNOKKE-HEIST - FH11;2763545;20975219;;Marktstraat;17;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2765812;20975557;;Albrecht Rodenbachstraat;15;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2767647;21256522;;Westkapellestraat;55;;;;;;;N;;;;
KNOKKE-HEIST - FH11;4336859;20976593;;Leenstraat;44;;;;;N;;N;;;;
KNOKKE-HEIST - FH11;299824;20975983;;Westkapellestraat;80;;D;;;N;;N;;;;
KNOKKE-HEIST - FH11;301980;20976283;;Vlamingstraat;45;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2760143;20974885;;Heistlaan;37;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2763546;20975220;;Marktstraat;23;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2765814;20975558;;Albrecht Rodenbachstraat;18;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2767649;20975855;;Westkapellestraat;57;;;;;;;N;;;;
KNOKKE-HEIST - FH11;4336871;20976594;;Albrecht Rodenbachstraat;19;;;;;;;N;;;;
KNOKKE-HEIST - FH11;299825;20975984;;Westkapellestraat;59;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2760144;20974887;;Heistlaan;38;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2763547;20975221;;Marktstraat;28;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2765815;20975559;;Albrecht Rodenbachstraat;20;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2767650;20975856;;Westkapellestraat;58;;;;;;;N;;;;
KNOKKE-HEIST - FH11;4336885;20976595;;Albrecht Rodenbachstraat;24;;;;;;;N;;;;
KNOKKE-HEIST - FH11;299826;20975985;;Westkapellestraat;82;;;;;;;N;;;;
KNOKKE-HEIST - FH11;302015;20976284;;Kursaalstraat;14;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2760145;20974888;;Heistlaan;39;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2763548;20975222;;Marktstraat;29;;D;;;N;;N;;;;
KNOKKE-HEIST - FH11;2765817;20975560;;Albrecht Rodenbachstraat;22;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2767651;20975858;;Westkapellestraat;60;;D;;;N;;N;;;;
KNOKKE-HEIST - FH11;4337009;21256122;;Kursaalstraat;46;;;;;;;N;;;;
KNOKKE-HEIST - FH11;299827;20975986;;Westkapellestraat;61;;;;;;;N;;;;
KNOKKE-HEIST - FH11;302518;20976286;;Pannenstraat;111;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2760146;20974889;;Heistlaan;40;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2763551;20975223;;Marktstraat;30;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2765818;20975561;;Albrecht Rodenbachstraat;25;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2767653;20975860;;Westkapellestraat;62;;;;;;;N;;;;
KNOKKE-HEIST - FH11;4337027;21255927;;Kerkstraat;25;;;;;;;N;;;;
KNOKKE-HEIST - FH11;299828;20975987;;Hendrik Consciencestraat;70;;;;;;;N;;;;
KNOKKE-HEIST - FH11;302521;20976287;;Pannenstraat;113;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2760147;20974890;;Heistlaan;41;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2763552;20975227;;Marktstraat;31;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2765819;20975562;;Albrecht Rodenbachstraat;26;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2767655;20975861;;Westkapellestraat;64;;;;;;;N;;;;
KNOKKE-HEIST - FH11;4337034;21255699;;de Vrierestraat;10;;;;;;;N;;;;
KNOKKE-HEIST - FH11;299829;20975988;;Hendrik Consciencestraat;54;;;;;;;N;;;;
KNOKKE-HEIST - FH11;302523;20976288;;Pannenstraat;125;;D;;;N;;N;;;;
KNOKKE-HEIST - FH11;2760148;20974891;;Heistlaan;42;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2763553;20975228;;Marktstraat;33;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2765820;20975563;;Albrecht Rodenbachstraat;28;;;;;;;N;;;;
KNOKKE-HEIST - FH11;2767656;20975862;;Westkapellestraat;65;;;;;;;N;;;;
KNOKKE-HEIST - FH11;299830;21255806;;Hendrik Consciencestraat;8;;D;;;N;;N;;;;
