Projectnummer;Opdrachtnummer;Building FID;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;TSA SENT;TSA SIGNED;TSA NEEDED;Afronding handtekening;Meetstaat;Verzonden Offerte;SNS FIS Date;SNS FTS Date;Opdrachttemplate
HASSELT - FH02;4846332;396665;;Bonnefantenstraat;5;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2448102;392578;;Witte-Nonnenstraat;12;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2409717;382653;;Bonnefantenstraat;7;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70290;402551;;Witte-Nonnenstraat;14;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2409719;382654;;Bonnefantenstraat;9;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70291;402553;;Witte-Nonnenstraat;16;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2409721;382655;;Bonnefantenstraat;11;;;;;;;N;;;;BUILDING template
HASSELT - FH02;5593955;399220;;Witte-Nonnenstraat;18;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2409722;382656;;Bonnefantenstraat;13;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2409723;382657;;Bonnefantenstraat;15;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2448111;392580;;Witte-Nonnenstraat;26;;C;;;Y;;N;;;;BUILDING template
HASSELT - FH02;4846344;396666;;Bonnefantenstraat;17;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2448113;6624137;;Witte-Nonnenstraat;28;;;;;;;N;;;;BUILDING template
HASSELT - FH02;69186;401566;;Bonnefantenstraat;19;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70106;401853;;Dorpstraat;3;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70299;402585;;Witte-Nonnenstraat;11;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846751;396685;;Dorpstraat;5;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70300;402595;;Witte-Nonnenstraat;13;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414093;383731;;Dorpstraat;7;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2448107;392579;;Witte-Nonnenstraat;19;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414095;383732;;Dorpstraat;9;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2409726;5157632;;Bonnefantenstraat;18;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2414099;383734;;Dorpstraat;11;;;;;;;N;;;;BUILDING template
HASSELT - FH02;69185;5158058;;Bonnefantenstraat;20;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2414101;383735;;Dorpstraat;13;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846479;5157933;;Bonnefantenstraat;22;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70102;401851;;Dorpstraat;15;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2409729;382659;;Bonnefantenstraat;24;;;;;;;N;;;;BUILDING template
HASSELT - FH02;71104;404336;;Dorpstraat;21;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2409730;382660;;Bonnefantenstraat;26;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70338;402712;;Dorpstraat;23;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70228;5158062;;Demerstraat;47;;;;;;;N;;;;BUILDING template
HASSELT - FH02;71103;404335;;Dorpstraat;25;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412686;383412;;Demerstraat;49;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4144972;395314;;Dorpstraat;27;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412692;383414;;Demerstraat;51;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70336;402710;;Dorpstraat;29;;;;;;;N;;;;BUILDING template
HASSELT - FH02;72404;404362;;Thonissenlaan;11;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846597;396679;;Demerstraat;53;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414120;383741;;Dorpstraat;31;;;;;;;N;;;;BUILDING template
HASSELT - FH02;72403;5158115;;Thonissenlaan;13;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2412697;383416;;Demerstraat;55;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414122;383742;;Dorpstraat;33;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70255;402410;;Thonissenlaan;17;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412702;5157656;;Demerstraat;57;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2414125;383744;;Dorpstraat;35;;;;;;;N;;;;BUILDING template
HASSELT - FH02;71871;404360;;Thonissenlaan;19;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412707;383418;;Demerstraat;59;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414128;383746;;Dorpstraat;37;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2442246;5157801;;Thonissenlaan;21;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2412711;383419;;Demerstraat;61;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414131;383748;;Dorpstraat;39;;;;;;;N;;;;BUILDING template
HASSELT - FH02;5593934;399217;;Thonissenlaan;23;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412714;383420;;Demerstraat;63;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846743;396684;;Dorpstraat;41;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2442251;390934;;Thonissenlaan;25;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412720;383422;;Demerstraat;65;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414133;383749;;Dorpstraat;43;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70256;402416;;Thonissenlaan;27;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2412727;383423;;Demerstraat;67;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414113;383738;;Dorpstraat;27;A;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412733;383425;;Demerstraat;69;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70337;402711;;Dorpstraat;37;A;;;;;;N;;;;BUILDING template
HASSELT - FH02;70237;402322;;Dokter Willemsstraat;25;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412740;383427;;Demerstraat;77;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4857704;397049;;Dokter Willemsstraat;27;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412743;383428;;Demerstraat;79;;;;;;;N;;;;BUILDING template
HASSELT - FH02;71849;6623991;;Dokter Willemsstraat;29;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70231;402291;;Demerstraat;81;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70104;401852;;Dorpstraat;8;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70232;402292;;Demerstraat;83;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2414097;383733;;Dorpstraat;10;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70229;402290;;Demerstraat;85;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;4145239;395318;;Dorpstraat;12;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70227;402274;;Demerstraat;34;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412872;5157659;;Demerstraat;89;;;;;;;N;;;;BUILDING template
HASSELT - FH02;69351;401575;;Dorpstraat;16;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846990;396700;;Demerstraat;36;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412875;6623988;;Demerstraat;91;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70314;6624109;;Lombaardstraat;21;;;;;;;N;;;;BUILDING template
HASSELT - FH02;71020;5158105;;Demerstraat;38;;C;;2019-06-25;Y;;N;;;;BUILDING template
HASSELT - FH02;2412879;383431;;Demerstraat;93;;;;;;;N;;;;BUILDING template
HASSELT - FH02;71872;6624110;;Lombaardstraat;25;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412672;383408;;Demerstraat;42;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2412883;383433;;Demerstraat;95;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70322;5158075;;Minderbroedersstraat;46;;B;;;Y;;N;;;;BUILDING template
HASSELT - FH02;4847068;396706;;Demerstraat;44;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70415;402868;;Demerstraat;97;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429650;5157767;;Minderbroedersstraat;52;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2412681;383410;;Demerstraat;46;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70233;402297;;Demerstraat;99;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429654;6624122;;Minderbroedersstraat;54;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412684;5157655;;Demerstraat;48;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70222;6624124;;Paardsdemerstraat;2;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4181361;395537;;Minderbroedersstraat;56;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412689;383413;;Demerstraat;50;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70224;402256;;Paardsdemerstraat;4;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412695;383415;;Demerstraat;52;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70288;5158066;;Witte-Nonnenstraat;1;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2438613;390254;;Schrijnwerkersstraat;8;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;3937283;6623983;;Demerstraat;40;A;D;;;;;N;;;;BUILDING template
HASSELT - FH02;4846835;5157935;;Witte-Nonnenstraat;3;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;4846827;396688;;Schrijnwerkersstraat;10;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412663;6623984;;Demerstraat;40;B;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70289;5158067;;Witte-Nonnenstraat;7;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2438616;390256;;Schrijnwerkersstraat;12;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70260;5158064;;Isabellastraat;1;;;;;;;N;;;;BUILDING template
HASSELT - FH02;655362;400119;;Guldensporenplein;5;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70335;5158078;;Dorpstraat;18;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846829;5157934;;Schrijnwerkersstraat;14;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2418874;385609;;Isabellastraat;3;;;;;;;N;;;;BUILDING template
HASSELT - FH02;655418;400125;;Maastrichterstraat;85;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70340;402714;;Dorpstraat;20;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2438620;390259;;Schrijnwerkersstraat;16;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4847117;396709;;Isabellastraat;5;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2427056;387869;;Maastrichterstraat;87;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414108;383736;;Dorpstraat;22;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2438622;390261;;Schrijnwerkersstraat;18;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2418879;385611;;Isabellastraat;7;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2427062;387870;;Maastrichterstraat;89;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846051;396652;;Dorpstraat;24;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70216;5158061;;Schrijnwerkersstraat;20;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2418882;385612;;Isabellastraat;9;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2427069;387872;;Maastrichterstraat;91;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2414111;383737;;Dorpstraat;26;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70305;5158069;;Demerstraat;14;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4847122;396710;;Isabellastraat;11;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846244;396661;;Raamstraat;18;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2427072;387873;VME de garre;Maastrichterstraat;93;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2414115;383739;;Dorpstraat;28;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2412632;383394;;Demerstraat;16;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70261;402449;;Isabellastraat;13;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2434782;5157772;;Raamstraat;2;A;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2427076;387876;;Maastrichterstraat;97;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2414118;383740;;Dorpstraat;30;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2412640;383396;;Demerstraat;18;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70264;402476;;Isabellastraat;15;;;;;;;N;;;;BUILDING template
HASSELT - FH02;5807798;6624129;;Raamstraat;4;A;;;;;;N;;;;BUILDING template
HASSELT - FH02;2427078;387877;;Maastrichterstraat;99;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414123;383743;;Dorpstraat;34;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412643;383397;;Demerstraat;20;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2418887;385614;;Isabellastraat;17;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70326;402701;;Badderijstraat;2;;C;;2019-08-06;Y;;N;;;;BUILDING template
HASSELT - FH02;4856568;397003;;Maastrichterstraat;101;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414126;383745;;Dorpstraat;36;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412645;5157653;;Demerstraat;24;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;4846204;5157930;;Isabellastraat;19;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2408311;381925;;Badderijstraat;3;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2427081;387878;;Maastrichterstraat;103;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414129;383747;;Dorpstraat;38;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2412646;383399;;Demerstraat;26;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429598;6624118;;Minderbroedersstraat;3;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70327;5158076;;Badderijstraat;4;;C;;2019-08-06;Y;;N;;;;BUILDING template
HASSELT - FH02;2427084;387880;;Maastrichterstraat;105;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70339;5158079;;Dorpstraat;40;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70309;5158072;;Demerstraat;28;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2429602;388324;;Minderbroedersstraat;5;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2408313;5157623;;Badderijstraat;6;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2427088;387882;;Maastrichterstraat;107;;;;;;;N;;;;BUILDING template
HASSELT - FH02;6145395;6624095;;Dorpstraat;42;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70310;5158073;;Demerstraat;30;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2429605;388325;;Minderbroedersstraat;7;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70328;5158077;;Badderijstraat;8;;XC;;;Y;;Y;2019-10-03;;;BUILDING template
HASSELT - FH02;2427089;5157737;;Maastrichterstraat;109;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70259;402440;;Isabellastraat;2;;;;;;;N;;;;BUILDING template
HASSELT - FH02;5593835;6623979;;Demerstraat;22;A;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846070;396653;;Minderbroedersstraat;11;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2408320;381927;;Badderijstraat;10;;XC;;;Y;;Y;2019-10-03;;;BUILDING template
HASSELT - FH02;2427092;387885;;Maastrichterstraat;111;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2418876;5157698;;Isabellastraat;4;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2412644;6623980;;Demerstraat;22;B;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2429618;388329;;Minderbroedersstraat;13;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2408322;381928;;Badderijstraat;12;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2411597;383129;;Capucienenstraat;10;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846870;396691;;Isabellastraat;6;;C;;2019-06-20;Y;;N;;;;BUILDING template
HASSELT - FH02;4846915;396696;;Minderbroedersstraat;4;;C;;;Y;;N;;;;BUILDING template
HASSELT - FH02;4846073;6624120;;Minderbroedersstraat;15;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2408324;381929;;Badderijstraat;14;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2427039;387866;;Maastrichterstraat;80;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846879;396693;;Isabellastraat;10;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429603;6624119;;Minderbroedersstraat;6;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;4846084;396654;;Minderbroedersstraat;23;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2408327;381930;;Badderijstraat;16;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2427043;387867;;Maastrichterstraat;82;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2418883;385613;;Isabellastraat;12;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429606;388326;;Minderbroedersstraat;8;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429628;5157765;;Minderbroedersstraat;25;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;3955252;394859;;Badderijstraat;18;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;675833;401482;;Guffenslaan;26;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2427049;387868;;Maastrichterstraat;84;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;3937385;394582;;Isabellastraat;16;;C;;2019-06-20;Y;;N;;;;BUILDING template
HASSELT - FH02;2429612;388327;;Minderbroedersstraat;10;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429629;388333;;Minderbroedersstraat;27;;;;;;;N;;;;BUILDING template
HASSELT - FH02;3937218;394460;;Badderijstraat;20;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;675829;401481;Chopin;Guffenslaan;28;;A;;2019-08-06;Y;;Y;2019-11-05;;;BUILDING template
HASSELT - FH02;2427065;5157735;;Maastrichterstraat;90;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;5817003;12594355;;Aldestraat;30;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;653905;5157980;;Bampslaan;2;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70263;402465;;Isabellastraat;32;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429616;388328;Walputsteeg;Minderbroedersstraat;12;;C;;;Y;;N;;;;BUILDING template
HASSELT - FH02;70321;402697;;Minderbroedersstraat;29;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2408332;381931;;Badderijstraat;21;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4856395;396999;;Guffenslaan;34;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2427073;5157736;;Maastrichterstraat;94;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2407946;12594357;;Aldestraat;31;;;;;;;N;;;;BUILDING template
HASSELT - FH02;25126;394174;;Bampslaan;4;;;;;;;N;;;;BUILDING template
HASSELT - FH02;3937386;5157870;;Isabellastraat;44;;B;;2019-06-03;Y;;N;;;;BUILDING template
HASSELT - FH02;3937554;5157893;;Minderbroedersstraat;16;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429667;388341;;Molenpoort;2;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2408335;381932;;Badderijstraat;23;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2416591;384712;;Guffenslaan;36;;;;;;;N;;;;BUILDING template
HASSELT - FH02;655415;400123;;Maastrichterstraat;96;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2407977;12594358;;Aldestraat;57;;;;;;;N;;;;BUILDING template
HASSELT - FH02;653910;7072225;;Bampslaan;6;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70267;402479;;Isabellastraat;48;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846917;396697;;Minderbroedersstraat;18;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429669;388342;;Molenpoort;6;;B;;;Y;;N;;;;BUILDING template
HASSELT - FH02;70272;402506;;Kolonel Dusartplein;2;;XC;;;Y;;Y;2019-10-03;;;BUILDING template
HASSELT - FH02;2416593;384713;;Guffenslaan;38;;;;;;;N;;;;BUILDING template
HASSELT - FH02;655410;400120;;Maastrichterstraat;98;;;;;;;N;;;;BUILDING template
HASSELT - FH02;6438227;12594361;;Badderijstraat;3;A;;;;;;N;;;;BUILDING template
HASSELT - FH02;2408497;382017;;Bampslaan;8;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70266;5158065;;Isabellastraat;50;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2429623;388330;;Minderbroedersstraat;20;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429670;388343;;Molenpoort;8;;B;;;Y;;N;;;;BUILDING template
HASSELT - FH02;655553;5157986;;Kolonel Dusartplein;4;;D;;;;;Y;2019-11-19;;;BUILDING template
HASSELT - FH02;4856399;397000;;Guffenslaan;40;;;;;;;N;;;;BUILDING template
HASSELT - FH02;655425;400131;;Persoonstraat;1;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4852351;7072228;;Bampslaan;40;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2408499;5157625;;Bampslaan;10;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;3937387;394584;;Isabellastraat;52;;B;;;Y;;N;;;;BUILDING template
HASSELT - FH02;2429625;388331;;Minderbroedersstraat;22;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429672;388344;;Molenpoort;10;;B;;;Y;;N;;;;BUILDING template
HASSELT - FH02;655554;400141;;Kolonel Dusartplein;6;;D;;;;;Y;2019-11-19;;;BUILDING template
HASSELT - FH02;2416597;384715;T guufke;Guffenslaan;42;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2445659;5157816;;Vismarkt;15;;B;;2019-06-25;Y;;N;;;;BUILDING template
HASSELT - FH02;70880;12594362;;Bonnefantenstraat;1;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2408501;5157626;;Bampslaan;12;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;4846560;396678;;Isabellastraat;58;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4846922;396698;;Minderbroedersstraat;24;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2429676;388345;;Molenpoort;12;;B;;;Y;;N;;;;BUILDING template
HASSELT - FH02;2414231;5157665;;Kolonel Dusartplein;8;;D;;;;;Y;2019-11-19;;;BUILDING template
HASSELT - FH02;2416610;384716;;Guffenslaan;44;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2416474;384671;;Grote Markt;13;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2410362;12594363;;Botermarkt;20;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2426951;13944439;;Maastrichterstraat;2;A;C;;;Y;;Y;2019-11-19;;;BUILDING template
HASSELT - FH02;2408504;382023;;Bampslaan;14;;;;;;;N;;;;BUILDING template
HASSELT - FH02;4054422;5157917;;Isabellastraat;60;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;4846923;396699;;Minderbroedersstraat;26;;;;;;;N;;;;BUILDING template
HASSELT - FH02;70303;402616;;Demerstraat;2;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2414234;383797;;Kolonel Dusartplein;10;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2416613;384718;;Guffenslaan;46;;;;;;;N;;;;BUILDING template
HASSELT - FH02;2416476;5157684;;Grote Markt;14;;;;;;;N;;;;BUILDING template
HASSELT - FH02;677217;12594365;;de Schiervellaan;2;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2408506;5157627;;Bampslaan;16;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;70268;402482;;Isabellastraat;62;;;;;;;N;;;;BUILDING template
HASSELT - FH02;3937555;5157894;;Minderbroedersstraat;28;;D;;;;;N;;;;BUILDING template
HASSELT - FH02;2412609;383390;;Demerstraat;4;;;;;;;N;;;;BUILDING template
