Projectnummer;LAM MK;LU Key;Opdrachttemplate;Quadrant;Straat;Huisnummer;Huisnummer Toevoeging;Prov Status;Prov Reason;Prov Status LU;Prov Reason LU
KNOKKE-HEIST - FH09;292335;8358146;(L/B/S)U template;;Graaf van Vlaanderenstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292335;8358147;(L/B/S)U template;;Graaf van Vlaanderenstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292335;8362440;(L/B/S)U template;;Graaf van Vlaanderenstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292335;8362441;(L/B/S)U template;;Graaf van Vlaanderenstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292349;8333940;(L/B/S)U template;;Jozef Dhoorelaan;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292349;8342264;(L/B/S)U template;;Jozef Dhoorelaan;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292349;8351076;(L/B/S)U template;;Jozef Dhoorelaan;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292349;8351077;(L/B/S)U template;;Jozef Dhoorelaan;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292349;8351078;(L/B/S)U template;;Jozef Dhoorelaan;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292349;8355915;(L/B/S)U template;;Jozef Dhoorelaan;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292349;8360341;(L/B/S)U template;;Jozef Dhoorelaan;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292349;8364784;(L/B/S)U template;;Jozef Dhoorelaan;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8335468;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8343864;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8343865;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8343866;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8343867;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8343868;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8348436;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8348437;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8357525;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8357526;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8357527;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8361974;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292350;8366273;(L/B/S)U template;;de Maerestraat;4;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8331714;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8331715;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8331716;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8335999;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8336000;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8340122;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8340123;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8344526;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8344527;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8348909;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8353076;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8358152;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8358153;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292353;8358154;(L/B/S)U template;;de Maerestraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8333805;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8333806;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8338021;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8342156;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8346618;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8346619;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8350967;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8355771;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8355772;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8360211;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8364624;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8364625;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297116;8364626;(L/B/S)U template;;Parkstraat;33;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8333763;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8333764;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8333765;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8337977;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8337978;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8337979;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8337980;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8342126;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8342127;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8346580;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8346581;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8350914;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8350915;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8355716;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8355717;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8355718;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8355719;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8355720;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8360175;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8360176;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8360177;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8360178;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8360179;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8360180;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8360181;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8364576;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8364577;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8364578;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297126;8364579;(L/B/S)U template;;Louis Parentstraat;1;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8334295;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8342650;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8342651;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8347121;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8347122;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8347123;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8347124;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8347125;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8356272;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8356273;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8356274;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8356275;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8356276;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8360725;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8360726;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8365138;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8365139;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297128;8365140;(L/B/S)U template;;Graaf d Ursellaan;52;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297136;8337509;(L/B/S)U template;;Eerste-Geniestraat;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297136;8337510;(L/B/S)U template;;Eerste-Geniestraat;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297136;8346092;(L/B/S)U template;;Eerste-Geniestraat;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297136;8346093;(L/B/S)U template;;Eerste-Geniestraat;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;297136;8350476;(L/B/S)U template;;Eerste-Geniestraat;13;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302679;8332028;(L/B/S)U template;;Graaf d Ursellaan;25;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302679;8332029;(L/B/S)U template;;Graaf d Ursellaan;25;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302679;8336310;(L/B/S)U template;;Graaf d Ursellaan;25;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302679;8336311;(L/B/S)U template;;Graaf d Ursellaan;25;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302679;8344899;(L/B/S)U template;;Graaf d Ursellaan;25;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302679;8344900;(L/B/S)U template;;Graaf d Ursellaan;25;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302679;8353448;(L/B/S)U template;;Graaf d Ursellaan;25;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302679;8362827;(L/B/S)U template;;Graaf d Ursellaan;25;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302683;8352841;(L/B/S)U template;;Graaf d Ursellaan;34;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302684;8334704;(L/B/S)U template;;Graaf d Ursellaan;36;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302684;8338942;(L/B/S)U template;;Graaf d Ursellaan;36;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302684;8338943;(L/B/S)U template;;Graaf d Ursellaan;36;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302684;8338944;(L/B/S)U template;;Graaf d Ursellaan;36;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302684;8343051;(L/B/S)U template;;Graaf d Ursellaan;36;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302684;8351852;(L/B/S)U template;;Graaf d Ursellaan;36;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302684;8356728;(L/B/S)U template;;Graaf d Ursellaan;36;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302684;8356729;(L/B/S)U template;;Graaf d Ursellaan;36;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302685;8336946;(L/B/S)U template;;Graaf d Ursellaan;44;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302685;8336947;(L/B/S)U template;;Graaf d Ursellaan;44;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302685;8341027;(L/B/S)U template;;Graaf d Ursellaan;44;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302685;8349885;(L/B/S)U template;;Graaf d Ursellaan;44;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302685;8354558;(L/B/S)U template;;Graaf d Ursellaan;44;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302685;8354559;(L/B/S)U template;;Graaf d Ursellaan;44;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302685;8354560;(L/B/S)U template;;Graaf d Ursellaan;44;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302685;8359125;(L/B/S)U template;;Graaf d Ursellaan;44;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302702;8335289;(L/B/S)U template;;Louis Parentstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302702;8339483;(L/B/S)U template;;Louis Parentstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302702;8343683;(L/B/S)U template;;Louis Parentstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302702;8352358;(L/B/S)U template;;Louis Parentstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302702;8366100;(L/B/S)U template;;Louis Parentstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302702;8366101;(L/B/S)U template;;Louis Parentstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302705;8337898;(L/B/S)U template;;Visserskapelstraat;19;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302705;8342030;(L/B/S)U template;;Visserskapelstraat;19;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302705;8346474;(L/B/S)U template;;Visserskapelstraat;19;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302705;8360073;(L/B/S)U template;;Visserskapelstraat;19;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;302705;8364464;(L/B/S)U template;;Visserskapelstraat;19;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;303846;8347329;(L/B/S)U template;;Vuurtorenstraat;2;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;303848;8333464;(L/B/S)U template;;Elizabetlaan;395;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;303848;8333465;(L/B/S)U template;;Elizabetlaan;395;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;303848;8337662;(L/B/S)U template;;Elizabetlaan;395;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;303848;8341850;(L/B/S)U template;;Elizabetlaan;395;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;303848;8341851;(L/B/S)U template;;Elizabetlaan;395;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;303848;8350625;(L/B/S)U template;;Elizabetlaan;395;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;303848;8350626;(L/B/S)U template;;Elizabetlaan;395;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;303848;8355397;(L/B/S)U template;;Elizabetlaan;395;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1347701;8352620;(L/B/S)U template;;Elizabetlaan;369;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1347701;8352621;(L/B/S)U template;;Elizabetlaan;369;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1347701;8352622;(L/B/S)U template;;Elizabetlaan;369;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1347701;8352623;(L/B/S)U template;;Elizabetlaan;369;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1347701;8362023;(L/B/S)U template;;Elizabetlaan;369;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1347701;8366436;(L/B/S)U template;;Elizabetlaan;369;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1347701;8366437;(L/B/S)U template;;Elizabetlaan;369;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1470202;8334942;(L/B/S)U template;;Elizabetlaan;375;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1470202;8334943;(L/B/S)U template;;Elizabetlaan;375;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1470202;8339214;(L/B/S)U template;;Elizabetlaan;375;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1470202;8352066;(L/B/S)U template;;Elizabetlaan;375;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1470202;8352067;(L/B/S)U template;;Elizabetlaan;375;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1470202;8352068;(L/B/S)U template;;Elizabetlaan;375;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1470202;8361476;(L/B/S)U template;;Elizabetlaan;375;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;1470202;8361477;(L/B/S)U template;;Elizabetlaan;375;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8332012;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8332013;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8340427;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8344887;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8349237;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8349238;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8353429;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8358483;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8358484;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757575;8362804;(L/B/S)U template;;Albatrosstraat;9;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757582;8331368;(L/B/S)U template;;Albatrosstraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757582;8331369;(L/B/S)U template;;Albatrosstraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757582;8339800;(L/B/S)U template;;Albatrosstraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757582;8339801;(L/B/S)U template;;Albatrosstraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757582;8352740;(L/B/S)U template;;Albatrosstraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2757582;8357815;(L/B/S)U template;;Albatrosstraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758773;8332869;(L/B/S)U template;;Jozef Dhoorelaan;132;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758773;8332870;(L/B/S)U template;;Jozef Dhoorelaan;132;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758773;8337116;(L/B/S)U template;;Jozef Dhoorelaan;132;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758773;8341238;(L/B/S)U template;;Jozef Dhoorelaan;132;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758773;8345665;(L/B/S)U template;;Jozef Dhoorelaan;132;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758773;8350084;(L/B/S)U template;;Jozef Dhoorelaan;132;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2758773;8359299;(L/B/S)U template;;Jozef Dhoorelaan;132;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759152;8332965;(L/B/S)U template;;Duinenstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759152;8337198;(L/B/S)U template;;Duinenstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759152;8345755;(L/B/S)U template;;Duinenstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759152;8345756;(L/B/S)U template;;Duinenstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759152;8350184;(L/B/S)U template;;Duinenstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759152;8359387;(L/B/S)U template;;Duinenstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759152;8359388;(L/B/S)U template;;Duinenstraat;3;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8340199;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8340200;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8344631;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8348998;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8353160;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8353161;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8353163;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8353164;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8353165;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759154;8362537;(L/B/S)U template;;Duinenstraat;5;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759166;8333502;(L/B/S)U template;;Duinenstraat;20;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759166;8337719;(L/B/S)U template;;Duinenstraat;20;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759166;8346318;(L/B/S)U template;;Duinenstraat;20;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759166;8359912;(L/B/S)U template;;Duinenstraat;20;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8332749;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8332750;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8341106;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8341107;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8345552;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8349962;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8349963;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8354616;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8354617;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8359200;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759468;8363513;(L/B/S)U template;;Eerste-Geniestraat;17;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759741;8335596;(L/B/S)U template;;Elizabetlaan;331;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759741;8339740;(L/B/S)U template;;Elizabetlaan;331;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759741;8344105;(L/B/S)U template;;Elizabetlaan;331;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759741;8348527;(L/B/S)U template;;Elizabetlaan;331;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759741;8352674;(L/B/S)U template;;Elizabetlaan;331;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759741;8352675;(L/B/S)U template;;Elizabetlaan;331;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2759741;8357756;(L/B/S)U template;;Elizabetlaan;331;;B;BOWN;B;BOWN
