Projectnummer;LAM MK;LU Key;Opdrachttemplate;Quadrant;Straat;Huisnummer;Huisnummer Toevoeging;Prov Status;Prov Reason;Prov Status LU;Prov Reason LU
KNOKKE-HEIST - FH09;2756760;10551629;(L/B/S)U template;;Zeedijk-Heist;120;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756798;10555760;(L/B/S)U template;;Zeedijk-Heist;167;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756798;10554281;(L/B/S)U template;;Zeedijk-Heist;167;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756798;10553727;(L/B/S)U template;;Zeedijk-Heist;167;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756798;10553685;(L/B/S)U template;;Zeedijk-Heist;167;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756798;10554223;(L/B/S)U template;;Zeedijk-Heist;167;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756798;10553924;(L/B/S)U template;;Zeedijk-Heist;167;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756798;10553957;(L/B/S)U template;;Zeedijk-Heist;167;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756798;10552045;(L/B/S)U template;;Zeedijk-Heist;167;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756798;10553891;(L/B/S)U template;;Zeedijk-Heist;167;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756858;10556098;(L/B/S)U template;;Zeedijk-Heist;236;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756858;10557197;(L/B/S)U template;;Zeedijk-Heist;236;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756858;10557876;(L/B/S)U template;;Zeedijk-Heist;236;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756858;10555696;(L/B/S)U template;;Zeedijk-Heist;236;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756858;10556782;(L/B/S)U template;;Zeedijk-Heist;236;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756858;10557846;(L/B/S)U template;;Zeedijk-Heist;236;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756858;10556100;(L/B/S)U template;;Zeedijk-Heist;236;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756858;10556558;(L/B/S)U template;;Zeedijk-Heist;236;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756858;10556780;(L/B/S)U template;;Zeedijk-Heist;236;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;3996512;10554441;(L/B/S)U template;;Zeedijk-Heist;210;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;3996512;10553814;(L/B/S)U template;;Zeedijk-Heist;210;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;3996512;10554184;(L/B/S)U template;;Zeedijk-Heist;210;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;3996512;10554640;(L/B/S)U template;;Zeedijk-Heist;210;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;3996512;10557637;(L/B/S)U template;;Zeedijk-Heist;210;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;3996512;10554320;(L/B/S)U template;;Zeedijk-Heist;210;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;3996512;10553589;(L/B/S)U template;;Zeedijk-Heist;210;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;3996512;10553379;(L/B/S)U template;;Zeedijk-Heist;210;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;3996512;10554008;(L/B/S)U template;;Zeedijk-Heist;210;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756739;10556724;(L/B/S)U template;;Zeedijk-Heist;99;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756739;10555934;(L/B/S)U template;;Zeedijk-Heist;99;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756739;10555583;(L/B/S)U template;;Zeedijk-Heist;99;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756739;10556699;(L/B/S)U template;;Zeedijk-Heist;99;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756739;10556693;(L/B/S)U template;;Zeedijk-Heist;99;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756739;10556051;(L/B/S)U template;;Zeedijk-Heist;99;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756739;10557138;(L/B/S)U template;;Zeedijk-Heist;99;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756739;10552136;(L/B/S)U template;;Zeedijk-Heist;99;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756739;10554003;(L/B/S)U template;;Zeedijk-Heist;99;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10553097;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10552390;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10555167;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10552536;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10552697;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10553002;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10553221;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10555800;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10552860;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756806;10553191;(L/B/S)U template;;Zeedijk-Heist;174;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10552859;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10553001;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10553096;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10553245;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10553220;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10552362;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10552535;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10555308;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10552696;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756809;10553177;(L/B/S)U template;;Zeedijk-Heist;178;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10555247;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10551852;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10552036;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10551934;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10552135;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10552220;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10551755;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10552203;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10552172;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756813;10552084;(L/B/S)U template;;Zeedijk-Heist;181;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756814;10552035;(L/B/S)U template;;Zeedijk-Heist;182;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756814;10551754;(L/B/S)U template;;Zeedijk-Heist;182;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756814;10551851;(L/B/S)U template;;Zeedijk-Heist;182;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756814;10552171;(L/B/S)U template;;Zeedijk-Heist;182;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756814;10551933;(L/B/S)U template;;Zeedijk-Heist;182;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756814;10555257;(L/B/S)U template;;Zeedijk-Heist;182;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756814;10552133;(L/B/S)U template;;Zeedijk-Heist;182;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756814;10552221;(L/B/S)U template;;Zeedijk-Heist;182;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756814;10552081;(L/B/S)U template;;Zeedijk-Heist;182;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756816;10552013;(L/B/S)U template;;Zeedijk-Heist;192;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756816;10552083;(L/B/S)U template;;Zeedijk-Heist;192;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756816;10552204;(L/B/S)U template;;Zeedijk-Heist;192;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756816;10553252;(L/B/S)U template;;Zeedijk-Heist;192;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756816;10551726;(L/B/S)U template;;Zeedijk-Heist;192;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756816;10551932;(L/B/S)U template;;Zeedijk-Heist;192;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756816;10552175;(L/B/S)U template;;Zeedijk-Heist;192;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756816;10551829;(L/B/S)U template;;Zeedijk-Heist;192;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756816;10552138;(L/B/S)U template;;Zeedijk-Heist;192;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10553242;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10557884;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10553173;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10557882;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10553093;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10552720;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10553218;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10552881;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10552997;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756838;10557883;(L/B/S)U template;;Zeedijk-Heist;204;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555601;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10553344;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555428;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555493;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555687;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555677;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555358;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555825;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555632;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555655;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756862;10555549;(L/B/S)U template;;Zeedijk-Heist;240;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10551263;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10551512;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10551355;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10553371;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10551663;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10551157;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10551262;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10552276;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10551158;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756737;10551354;(L/B/S)U template;;Zeedijk-Heist;97;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;290631;10554138;(L/B/S)U template;;Elizabetlaan;403;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10552668;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10552842;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10552289;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10552671;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10554341;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10552840;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10552983;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10553159;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10552981;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10555320;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10551730;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10554339;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756768;10551833;(L/B/S)U template;;Zeedijk-Heist;130;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551414;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551513;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551264;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551492;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551604;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551445;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551548;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10552278;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551357;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551326;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551223;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10552290;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551161;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756729;10551569;(L/B/S)U template;;Zeedijk-Heist;88;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10554087;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10555810;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10553902;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10554312;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10553581;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10554231;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10554175;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10553809;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10554478;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10553471;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10553693;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10554436;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10554364;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756735;10554000;(L/B/S)U template;;Zeedijk-Heist;94;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10552642;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10552192;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10552799;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10554317;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10553361;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10552632;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10552944;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10551217;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10553150;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10551494;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10552474;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10551993;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10553059;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756745;10554438;(L/B/S)U template;;Zeedijk-Heist;103;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557916;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557565;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557567;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557698;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557699;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557585;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557568;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557566;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557586;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557543;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557546;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557544;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557545;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2767290;10557700;(L/B/S)U template;;Visserskapelstraat;12;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;4016351;10550856;(L/B/S)U template;;Zeedijk-Heist;284;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;4016351;10550810;(L/B/S)U template;;Zeedijk-Heist;284;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;4016351;10550903;(L/B/S)U template;;Zeedijk-Heist;284;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;4016351;10551095;(L/B/S)U template;;Zeedijk-Heist;284;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10554144;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10553759;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10554287;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10554366;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10555912;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10553473;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10556458;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10553904;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10556740;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10556194;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10555211;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10553960;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10556066;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10553509;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10555802;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;292340;10553536;(L/B/S)U template;;Zeedijk-Heist;148;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10555662;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10555178;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10554353;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10555661;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10552741;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10556357;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10554383;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10554222;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10552411;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10552375;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10552715;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10554250;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10552557;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10556459;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
KNOKKE-HEIST - FH09;2756715;10552884;(L/B/S)U template;;Zeedijk-Heist;70;;B;BOWN;B;BOWN
