Projectnummer;LAM MK;LU Key;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;Prov Status;Prov Reason;Prov Status LU;Prov Reason LU;quadrant
KNOKKE - FH01;2765588;11078808;(L/B/S)U template;Piers de Raveschootlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765588;11078809;(L/B/S)U template;Piers de Raveschootlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765588;11078810;(L/B/S)U template;Piers de Raveschootlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765588;11078811;(L/B/S)U template;Piers de Raveschootlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765588;11078812;(L/B/S)U template;Piers de Raveschootlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765588;11078813;(L/B/S)U template;Piers de Raveschootlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765588;11139543;(L/B/S)U template;Piers de Raveschootlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765588;11139544;(L/B/S)U template;Piers de Raveschootlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10552815;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10553593;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10553594;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10553826;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10554785;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10554790;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10554948;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10555015;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10555829;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10555830;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10555904;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;10556402;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;11079120;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;11079121;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;11079122;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2765592;11079123;(L/B/S)U template;Piers de Raveschootlaan;111;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766220;8335404;(L/B/S)U template;Smedenstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766220;8335405;(L/B/S)U template;Smedenstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766220;8343783;(L/B/S)U template;Smedenstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766220;8348341;(L/B/S)U template;Smedenstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766220;8357436;(L/B/S)U template;Smedenstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766220;8357437;(L/B/S)U template;Smedenstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766220;8361901;(L/B/S)U template;Smedenstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766220;8366185;(L/B/S)U template;Smedenstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766220;8366186;(L/B/S)U template;Smedenstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766225;11189114;(L/B/S)U template;Smedenstraat;5;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766225;10552488;(L/B/S)U template;Smedenstraat;5;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766225;10553398;(L/B/S)U template;Smedenstraat;5;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766225;10553409;(L/B/S)U template;Smedenstraat;5;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766225;10556674;(L/B/S)U template;Smedenstraat;5;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766225;10557651;(L/B/S)U template;Smedenstraat;5;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766225;11079706;(L/B/S)U template;Smedenstraat;5;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766848;8333995;(L/B/S)U template;Nestor de Tierestraat;12;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766848;8342325;(L/B/S)U template;Nestor de Tierestraat;12;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766848;8355963;(L/B/S)U template;Nestor de Tierestraat;12;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766848;8355964;(L/B/S)U template;Nestor de Tierestraat;12;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766848;8360396;(L/B/S)U template;Nestor de Tierestraat;12;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766848;11287222;(L/B/S)U template;Nestor de Tierestraat;12;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2766848;11287223;(L/B/S)U template;Nestor de Tierestraat;12;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;2767110;11139256;(L/B/S)U template;Edward Verheyestraat;5;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;3915783;11287225;(L/B/S)U template;Nestor de Tierestraat;16;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;3915783;11287226;(L/B/S)U template;Nestor de Tierestraat;16;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;3915783;10557124;(L/B/S)U template;Nestor de Tierestraat;16;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;3915783;10557297;(L/B/S)U template;Nestor de Tierestraat;16;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;3915783;10557314;(L/B/S)U template;Nestor de Tierestraat;16;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;3915783;10557328;(L/B/S)U template;Nestor de Tierestraat;16;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;3915783;10557455;(L/B/S)U template;Nestor de Tierestraat;16;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;3915783;10557536;(L/B/S)U template;Nestor de Tierestraat;16;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4125900;11289038;(L/B/S)U template;Gulden-Vliesstraat;22;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4125900;8332413;(L/B/S)U template;Gulden-Vliesstraat;22;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4125900;8345246;(L/B/S)U template;Gulden-Vliesstraat;22;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4125900;8345247;(L/B/S)U template;Gulden-Vliesstraat;22;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4125900;8354275;(L/B/S)U template;Gulden-Vliesstraat;22;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4125900;8354276;(L/B/S)U template;Gulden-Vliesstraat;22;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4125900;8358883;(L/B/S)U template;Gulden-Vliesstraat;22;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4125900;8363195;(L/B/S)U template;Gulden-Vliesstraat;22;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4270565;10557123;(L/B/S)U template;Nestor de Tierestraat;14;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4270565;10557427;(L/B/S)U template;Nestor de Tierestraat;14;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4270565;10557453;(L/B/S)U template;Nestor de Tierestraat;14;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4270565;10557454;(L/B/S)U template;Nestor de Tierestraat;14;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4270565;10557535;(L/B/S)U template;Nestor de Tierestraat;14;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4270565;10557706;(L/B/S)U template;Nestor de Tierestraat;14;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4270565;11287227;(L/B/S)U template;Nestor de Tierestraat;14;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4270565;11287228;(L/B/S)U template;Nestor de Tierestraat;14;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4343343;11139365;(L/B/S)U template;Sebastiaan Nachtegaelestraat;7;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4343343;11139366;(L/B/S)U template;Sebastiaan Nachtegaelestraat;7;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4343343;11139367;(L/B/S)U template;Sebastiaan Nachtegaelestraat;7;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4343343;11139368;(L/B/S)U template;Sebastiaan Nachtegaelestraat;7;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345729;11079063;(L/B/S)U template;Lippenslaan;53;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;11282492;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;8335519;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;8344043;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;8344044;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;8348489;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;8352607;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;8352608;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;8352609;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;8357679;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4345732;8362016;(L/B/S)U template;Paul Parmentierlaan;46;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4346583;11139248;(L/B/S)U template;Van Steenestraat;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4346584;11139249;(L/B/S)U template;Van Steenestraat;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347655;11227481;(L/B/S)U template;Piers de Raveschootlaan;49;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347869;11289036;(L/B/S)U template;Gulden-Vliesstraat;34;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347869;11289037;(L/B/S)U template;Gulden-Vliesstraat;34;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347869;10555838;(L/B/S)U template;Gulden-Vliesstraat;34;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347869;10556283;(L/B/S)U template;Gulden-Vliesstraat;34;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347869;10556338;(L/B/S)U template;Gulden-Vliesstraat;34;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347869;10556339;(L/B/S)U template;Gulden-Vliesstraat;34;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347869;10556613;(L/B/S)U template;Gulden-Vliesstraat;34;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347869;10556676;(L/B/S)U template;Gulden-Vliesstraat;34;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;8335497;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;8335498;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;8348477;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;10556855;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;10557646;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;10557652;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;10557663;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;10557664;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;10557801;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4347966;10557802;(L/B/S)U template;Paul Parmentierlaan;107;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348071;8332353;(L/B/S)U template;Paul Parmentierlaan;45;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348071;8332354;(L/B/S)U template;Paul Parmentierlaan;45;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348071;8345183;(L/B/S)U template;Paul Parmentierlaan;45;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348071;8358828;(L/B/S)U template;Paul Parmentierlaan;45;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348071;8363133;(L/B/S)U template;Paul Parmentierlaan;45;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348071;11079069;(L/B/S)U template;Paul Parmentierlaan;45;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282436;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282442;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282443;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282444;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282445;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282446;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282447;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282448;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282449;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;4348327;11282450;(L/B/S)U template;Paul Parmentierlaan;84;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10554661;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10556270;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10556271;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10556272;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10556329;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10556398;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10556399;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10556400;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10557165;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10557166;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10557167;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10557413;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5559104;10557564;(L/B/S)U template;Elizabetlaan;116;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5579535;8355422;(L/B/S)U template;Paul Parmentierlaan;110;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5579535;11079095;(L/B/S)U template;Paul Parmentierlaan;110;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5579535;11079096;(L/B/S)U template;Paul Parmentierlaan;110;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5579535;11079097;(L/B/S)U template;Paul Parmentierlaan;110;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10554857;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10554858;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10554859;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10554924;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10555352;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10555353;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10555354;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10555355;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10555420;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;10555486;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;11282486;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;5713665;11282487;(L/B/S)U template;Van Rysselberghestraat;1;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11078920;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11078921;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11078922;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11078923;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11078924;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11078925;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11078926;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11078927;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11078928;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11139427;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11139428;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11139429;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11139430;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6162146;11139431;(L/B/S)U template;Kopsdreef;11;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293681;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293682;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293683;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293684;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293685;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293686;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293687;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293688;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293689;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6166020;11293690;(L/B/S)U template;Kopsdreef;9;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6413780;11139210;(L/B/S)U template;Piers de Raveschootlaan;10;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6413780;11139211;(L/B/S)U template;Piers de Raveschootlaan;10;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6413780;11139212;(L/B/S)U template;Piers de Raveschootlaan;10;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6413780;11139213;(L/B/S)U template;Piers de Raveschootlaan;10;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6413780;11139214;(L/B/S)U template;Piers de Raveschootlaan;10;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6413780;11139215;(L/B/S)U template;Piers de Raveschootlaan;10;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6413780;11139216;(L/B/S)U template;Piers de Raveschootlaan;10;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;6525312;11139162;(L/B/S)U template;Burg. Camille Deckersstraat;3;;B;BOWN;B;BOWN;XC
KNOKKE - FH01;239607;8335441;(L/B/S)U template;Gulden-Vliesstraat;6;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;239607;8339605;(L/B/S)U template;Gulden-Vliesstraat;6;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;239607;8343834;(L/B/S)U template;Gulden-Vliesstraat;6;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;239607;8348405;(L/B/S)U template;Gulden-Vliesstraat;6;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;239607;8352520;(L/B/S)U template;Gulden-Vliesstraat;6;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;239607;8352521;(L/B/S)U template;Gulden-Vliesstraat;6;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;239607;8357487;(L/B/S)U template;Gulden-Vliesstraat;6;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;239607;8357488;(L/B/S)U template;Gulden-Vliesstraat;6;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8341773;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8341774;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8346208;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8346209;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8346210;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8346211;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8350560;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8355317;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8355318;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320674;8364163;(L/B/S)U template;Gulden-Vliesstraat;1;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;320684;10551206;(L/B/S)U template;Lippenslaan;105;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8332582;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8332583;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8332584;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8336871;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8340949;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8340950;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8345410;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8349806;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8354472;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8354473;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8354474;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8354475;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8354476;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8354477;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8354478;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8359056;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8359057;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321041;8363360;(L/B/S)U template;Burg. Frans Desmidtplein;1;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321046;8354486;(L/B/S)U template;Burg. Frans Desmidtplein;5;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321046;8359067;(L/B/S)U template;Burg. Frans Desmidtplein;5;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321046;8359068;(L/B/S)U template;Burg. Frans Desmidtplein;5;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321046;8359069;(L/B/S)U template;Burg. Frans Desmidtplein;5;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321046;8359070;(L/B/S)U template;Burg. Frans Desmidtplein;5;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321046;8363368;(L/B/S)U template;Burg. Frans Desmidtplein;5;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;321046;8363369;(L/B/S)U template;Burg. Frans Desmidtplein;5;;B;BOWN;B;BOWN;XA
