Projectnummer;LAM MK;LU Key;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;Prov Status;Prov Reason;Prov Status LU;Prov Reason LU;quadrant
KNOKKE - FH01;4345694;10556285;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;10556342;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;10556636;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;10556661;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;10556680;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;10556697;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;10556941;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;10556952;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;10557867;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;11078988;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;11228736;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4345694;11228737;(L/B/S)U template;Lippenslaan;47;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4347866;11289342;(L/B/S)U template;Gulden-Vliesstraat;16;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4347866;11289343;(L/B/S)U template;Gulden-Vliesstraat;16;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4347866;11289344;(L/B/S)U template;Gulden-Vliesstraat;16;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4347866;11289345;(L/B/S)U template;Gulden-Vliesstraat;16;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4347866;8365707;(L/B/S)U template;Gulden-Vliesstraat;16;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4347866;8365708;(L/B/S)U template;Gulden-Vliesstraat;16;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;4347866;8365709;(L/B/S)U template;Gulden-Vliesstraat;16;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;11228738;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;10555585;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;10555586;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;10556279;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;10556335;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;10556405;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;10556452;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;10556635;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;10556658;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;10556935;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;11139565;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5292921;11139566;(L/B/S)U template;Fincentlaan;2;A;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5559107;10551126;(L/B/S)U template;Lippenslaan;3;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5559107;10551234;(L/B/S)U template;Lippenslaan;3;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5559107;10551331;(L/B/S)U template;Lippenslaan;3;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5559107;10551421;(L/B/S)U template;Lippenslaan;3;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5559107;10556017;(L/B/S)U template;Lippenslaan;3;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5559107;11079276;(L/B/S)U template;Lippenslaan;3;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10551165;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10551184;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10551267;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10551279;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10551287;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10551359;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10551384;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10551476;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10551516;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10552604;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;10554689;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079311;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079312;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079313;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079314;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079315;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079316;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079317;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079318;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079319;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079320;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079321;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5579472;11079322;(L/B/S)U template;Lippenslaan;109;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5976533;11078814;(L/B/S)U template;Piers de Raveschootlaan;45;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5976533;11078823;(L/B/S)U template;Piers de Raveschootlaan;45;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5976533;11078824;(L/B/S)U template;Piers de Raveschootlaan;45;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5976533;11078825;(L/B/S)U template;Piers de Raveschootlaan;45;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5976533;11078826;(L/B/S)U template;Piers de Raveschootlaan;45;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5976533;11078827;(L/B/S)U template;Piers de Raveschootlaan;45;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5976533;11078829;(L/B/S)U template;Piers de Raveschootlaan;45;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;5976533;11209139;(L/B/S)U template;Piers de Raveschootlaan;45;;B;BOWN;B;BOWN;XA
KNOKKE - FH01;84466;8344443;(L/B/S)U template;Natienlaan;73;;;;;;D
KNOKKE - FH01;84466;8344444;(L/B/S)U template;Natienlaan;73;;;;;;D
KNOKKE - FH01;84466;8344445;(L/B/S)U template;Natienlaan;73;;;;;;D
KNOKKE - FH01;84468;8345594;(L/B/S)U template;Natienlaan;71;;;;;;D
KNOKKE - FH01;84468;8345595;(L/B/S)U template;Natienlaan;71;;;;;;D
KNOKKE - FH01;84479;8364632;(L/B/S)U template;Natienlaan;35;;;;;;D
KNOKKE - FH01;84479;8364633;(L/B/S)U template;Natienlaan;35;;;;;;D
KNOKKE - FH01;84479;8364634;(L/B/S)U template;Natienlaan;35;;;;;;D
KNOKKE - FH01;84481;8342661;(L/B/S)U template;Natienlaan;37;;;;;;D
KNOKKE - FH01;84481;8342662;(L/B/S)U template;Natienlaan;37;;;;;;D
KNOKKE - FH01;84487;8352979;(L/B/S)U template;Natienlaan;31;;;;;;D
KNOKKE - FH01;84487;8352980;(L/B/S)U template;Natienlaan;31;;;;;;D
KNOKKE - FH01;84487;8352981;(L/B/S)U template;Natienlaan;31;;;;;;D
KNOKKE - FH01;84723;8344183;(L/B/S)U template;Edward Verheyestraat;37;;;;;;D
KNOKKE - FH01;84723;8344184;(L/B/S)U template;Edward Verheyestraat;37;;;;;;D
KNOKKE - FH01;84730;8354663;(L/B/S)U template;Smedenstraat;45;;;;;;D
KNOKKE - FH01;84730;11079715;(L/B/S)U template;Smedenstraat;45;;;;;;D
KNOKKE - FH01;84730;11079716;(L/B/S)U template;Smedenstraat;45;;;;;;D
KNOKKE - FH01;84734;8346401;(L/B/S)U template;Smedenstraat;75;;;;;;D
KNOKKE - FH01;84734;8346402;(L/B/S)U template;Smedenstraat;75;;;;;;D
KNOKKE - FH01;84734;8346403;(L/B/S)U template;Smedenstraat;75;;;;;;D
KNOKKE - FH01;84740;8338025;(L/B/S)U template;Nieuwstraat;13;;;;;;D
KNOKKE - FH01;84740;8346624;(L/B/S)U template;Nieuwstraat;13;;;;;;D
KNOKKE - FH01;84740;11079687;(L/B/S)U template;Nieuwstraat;13;;;;;;D
KNOKKE - FH01;84742;8346631;(L/B/S)U template;Nieuwstraat;4;;;;;;D
KNOKKE - FH01;84742;8346632;(L/B/S)U template;Nieuwstraat;4;;;;;;D
KNOKKE - FH01;84742;8346633;(L/B/S)U template;Nieuwstraat;4;;;;;;D
KNOKKE - FH01;84743;8345098;(L/B/S)U template;Nieuwstraat;3;;;;;;D
KNOKKE - FH01;84743;8356847;(L/B/S)U template;Nieuwstraat;3;;;;;;D
KNOKKE - FH01;84744;8338562;(L/B/S)U template;Nieuwstraat;2;;;;;;D
KNOKKE - FH01;84744;8338563;(L/B/S)U template;Nieuwstraat;2;;;;;;D
KNOKKE - FH01;84744;8338564;(L/B/S)U template;Nieuwstraat;2;;;;;;D
KNOKKE - FH01;84744;8338565;(L/B/S)U template;Nieuwstraat;2;;;;;;D
KNOKKE - FH01;84744;8338566;(L/B/S)U template;Nieuwstraat;2;;;;;;D
KNOKKE - FH01;84744;8338567;(L/B/S)U template;Nieuwstraat;2;;;;;;D
KNOKKE - FH01;239609;11197426;(L/B/S)U template;August Dansestraat;2;;;;;;D
KNOKKE - FH01;239609;8339606;(L/B/S)U template;August Dansestraat;2;;;;;;D
KNOKKE - FH01;239609;8343835;(L/B/S)U template;August Dansestraat;2;;;;;;D
KNOKKE - FH01;239609;8352522;(L/B/S)U template;August Dansestraat;2;;;;;;D
KNOKKE - FH01;239609;8361957;(L/B/S)U template;August Dansestraat;2;;;;;;D
KNOKKE - FH01;239609;8366240;(L/B/S)U template;August Dansestraat;2;;;;;;D
KNOKKE - FH01;239609;8366241;(L/B/S)U template;August Dansestraat;2;;;;;;D
KNOKKE - FH01;239611;8352513;(L/B/S)U template;August Dansestraat;10;;;;;;D
KNOKKE - FH01;239611;8352514;(L/B/S)U template;August Dansestraat;10;;;;;;D
KNOKKE - FH01;239611;8352515;(L/B/S)U template;August Dansestraat;10;;;;;;D
KNOKKE - FH01;239611;8366231;(L/B/S)U template;August Dansestraat;10;;;;;;D
KNOKKE - FH01;239621;10553806;(L/B/S)U template;Paul Parmentierlaan;106;;;;;;D
KNOKKE - FH01;239621;10554762;(L/B/S)U template;Paul Parmentierlaan;106;;;;;;D
KNOKKE - FH01;239621;10555530;(L/B/S)U template;Paul Parmentierlaan;106;;;;;;D
KNOKKE - FH01;239621;10555867;(L/B/S)U template;Paul Parmentierlaan;106;;;;;;D
KNOKKE - FH01;239621;10555868;(L/B/S)U template;Paul Parmentierlaan;106;;;;;;D
KNOKKE - FH01;239621;10555932;(L/B/S)U template;Paul Parmentierlaan;106;;;;;;D
KNOKKE - FH01;239621;10555975;(L/B/S)U template;Paul Parmentierlaan;106;;;;;;D
KNOKKE - FH01;239621;10555981;(L/B/S)U template;Paul Parmentierlaan;106;;;;;;D
KNOKKE - FH01;239621;11079084;(L/B/S)U template;Paul Parmentierlaan;106;;;;;;D
KNOKKE - FH01;239626;8365259;(L/B/S)U template;August Dansestraat;6;;;;;;D
KNOKKE - FH01;239626;8365260;(L/B/S)U template;August Dansestraat;6;;;;;;D
KNOKKE - FH01;320541;8364796;(L/B/S)U template;Koningslaan;86;;;;;;D
KNOKKE - FH01;320541;8364797;(L/B/S)U template;Koningslaan;86;;;;;;D
KNOKKE - FH01;320541;8364798;(L/B/S)U template;Koningslaan;86;;;;;;D
KNOKKE - FH01;320541;11078969;(L/B/S)U template;Koningslaan;86;;;;;;D
KNOKKE - FH01;320548;8335482;(L/B/S)U template;Koningslaan;116;;;;;;D
KNOKKE - FH01;320548;8339646;(L/B/S)U template;Koningslaan;116;;;;;;D
KNOKKE - FH01;320548;8339647;(L/B/S)U template;Koningslaan;116;;;;;;D
KNOKKE - FH01;320548;8343996;(L/B/S)U template;Koningslaan;116;;;;;;D
KNOKKE - FH01;320548;8348462;(L/B/S)U template;Koningslaan;116;;;;;;D
KNOKKE - FH01;320548;8348463;(L/B/S)U template;Koningslaan;116;;;;;;D
KNOKKE - FH01;320548;8352571;(L/B/S)U template;Koningslaan;116;;;;;;D
KNOKKE - FH01;320548;8357664;(L/B/S)U template;Koningslaan;116;;;;;;D
KNOKKE - FH01;320548;8361996;(L/B/S)U template;Koningslaan;116;;;;;;D
KNOKKE - FH01;320549;8359846;(L/B/S)U template;Koningslaan;118;;;;;;D
KNOKKE - FH01;320549;8359847;(L/B/S)U template;Koningslaan;118;;;;;;D
KNOKKE - FH01;320549;8359848;(L/B/S)U template;Koningslaan;118;;;;;;D
KNOKKE - FH01;320549;8359849;(L/B/S)U template;Koningslaan;118;;;;;;D
KNOKKE - FH01;320549;11139407;(L/B/S)U template;Koningslaan;118;;;;;;D
KNOKKE - FH01;320564;8332338;(L/B/S)U template;Elizabetlaan;128;;;;;;D
KNOKKE - FH01;320564;8358804;(L/B/S)U template;Elizabetlaan;128;;;;;;D
KNOKKE - FH01;320564;8363121;(L/B/S)U template;Elizabetlaan;128;;;;;;D
KNOKKE - FH01;320564;8363122;(L/B/S)U template;Elizabetlaan;128;;;;;;D
KNOKKE - FH01;320564;8363123;(L/B/S)U template;Elizabetlaan;128;;;;;;D
KNOKKE - FH01;320676;8363161;(L/B/S)U template;Nestor de Tierestraat;30;;;;;;D
KNOKKE - FH01;320676;8363162;(L/B/S)U template;Nestor de Tierestraat;30;;;;;;D
KNOKKE - FH01;320676;8363163;(L/B/S)U template;Nestor de Tierestraat;30;;;;;;D
KNOKKE - FH01;320676;11079181;(L/B/S)U template;Nestor de Tierestraat;30;;;;;;D
KNOKKE - FH01;320678;11287224;(L/B/S)U template;Nestor de Tierestraat;10;;;;;;D
KNOKKE - FH01;320678;8338766;(L/B/S)U template;Nestor de Tierestraat;10;;;;;;D
KNOKKE - FH01;320678;8347393;(L/B/S)U template;Nestor de Tierestraat;10;;;;;;D
KNOKKE - FH01;320690;11139272;(L/B/S)U template;Kopsdreef;3;;;;;;D
KNOKKE - FH01;320690;11139273;(L/B/S)U template;Kopsdreef;3;;;;;;D
KNOKKE - FH01;320690;11139274;(L/B/S)U template;Kopsdreef;3;;;;;;D
KNOKKE - FH01;320690;11139275;(L/B/S)U template;Kopsdreef;3;;;;;;D
KNOKKE - FH01;320690;11139276;(L/B/S)U template;Kopsdreef;3;;;;;;D
KNOKKE - FH01;320996;11078803;(L/B/S)U template;Lippenslaan;152;;;;;;D
KNOKKE - FH01;320996;11078804;(L/B/S)U template;Lippenslaan;152;;;;;;D
KNOKKE - FH01;321022;8339422;(L/B/S)U template;Victor Lamoralstraat;2;;;;;;D
KNOKKE - FH01;321022;8339423;(L/B/S)U template;Victor Lamoralstraat;2;;;;;;D
KNOKKE - FH01;321022;8339424;(L/B/S)U template;Victor Lamoralstraat;2;;;;;;D
KNOKKE - FH01;321022;8343600;(L/B/S)U template;Victor Lamoralstraat;2;;;;;;D
KNOKKE - FH01;321022;8348071;(L/B/S)U template;Victor Lamoralstraat;2;;;;;;D
KNOKKE - FH01;321022;8348072;(L/B/S)U template;Victor Lamoralstraat;2;;;;;;D
KNOKKE - FH01;321022;8352281;(L/B/S)U template;Victor Lamoralstraat;2;;;;;;D
KNOKKE - FH01;321022;8352282;(L/B/S)U template;Victor Lamoralstraat;2;;;;;;D
KNOKKE - FH01;321026;8337889;(L/B/S)U template;Victor Lamoralstraat;8;;;;;;D
KNOKKE - FH01;321026;8346468;(L/B/S)U template;Victor Lamoralstraat;8;;;;;;D
KNOKKE - FH01;321026;8360067;(L/B/S)U template;Victor Lamoralstraat;8;;;;;;D
KNOKKE - FH01;326887;10550807;(L/B/S)U template;Burg. Camille Deckersstraat;2;;;;;;D
KNOKKE - FH01;326887;10550863;(L/B/S)U template;Burg. Camille Deckersstraat;2;;;;;;D
KNOKKE - FH01;326887;10551879;(L/B/S)U template;Burg. Camille Deckersstraat;2;;;;;;D
KNOKKE - FH01;326887;10553493;(L/B/S)U template;Burg. Camille Deckersstraat;2;;;;;;D
KNOKKE - FH01;326952;8342452;(L/B/S)U template;Gemeenteplein;11;;;;;;D
KNOKKE - FH01;326952;11079274;(L/B/S)U template;Gemeenteplein;11;;;;;;D
KNOKKE - FH01;333083;8363693;(L/B/S)U template;Cassiersstraat;20;;;;;;D
KNOKKE - FH01;333083;8363694;(L/B/S)U template;Cassiersstraat;20;;;;;;D
KNOKKE - FH01;333091;8361018;(L/B/S)U template;Fincentlaan;2;;;;;;D
KNOKKE - FH01;333091;11139559;(L/B/S)U template;Fincentlaan;2;;;;;;D
KNOKKE - FH01;333096;8355472;(L/B/S)U template;Nestor de Tierestraat;7;;;;;;D
KNOKKE - FH01;333096;8355473;(L/B/S)U template;Nestor de Tierestraat;7;;;;;;D
KNOKKE - FH01;333096;8355474;(L/B/S)U template;Nestor de Tierestraat;7;;;;;;D
KNOKKE - FH01;333096;11079170;(L/B/S)U template;Nestor de Tierestraat;7;;;;;;D
KNOKKE - FH01;333103;8344804;(L/B/S)U template;Van Rysselberghestraat;4;;;;;;D
KNOKKE - FH01;333103;8358405;(L/B/S)U template;Van Rysselberghestraat;4;;;;;;D
KNOKKE - FH01;333103;8362731;(L/B/S)U template;Van Rysselberghestraat;4;;;;;;D
KNOKKE - FH01;333107;8353037;(L/B/S)U template;Lippenslaan;41;;;;;;D
KNOKKE - FH01;333117;10552315;(L/B/S)U template;Paul Parmentierlaan;12;;;;;;D
KNOKKE - FH01;333117;10552324;(L/B/S)U template;Paul Parmentierlaan;12;;;;;;D
KNOKKE - FH01;333117;10552500;(L/B/S)U template;Paul Parmentierlaan;12;;;;;;D
KNOKKE - FH01;333117;10552506;(L/B/S)U template;Paul Parmentierlaan;12;;;;;;D
KNOKKE - FH01;333117;10552662;(L/B/S)U template;Paul Parmentierlaan;12;;;;;;D
KNOKKE - FH01;333117;10555283;(L/B/S)U template;Paul Parmentierlaan;12;;;;;;D
KNOKKE - FH01;333117;10555284;(L/B/S)U template;Paul Parmentierlaan;12;;;;;;D
KNOKKE - FH01;333123;8334946;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333123;8334947;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333123;8339216;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333123;8339217;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333123;8343374;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333123;8347845;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333123;8347846;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333123;8352072;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333123;8361481;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333123;8365796;(L/B/S)U template;Paul Parmentierlaan;50;;;;;;D
KNOKKE - FH01;333126;10554855;(L/B/S)U template;Boudewijnlaan;70;;;;;;D
KNOKKE - FH01;333126;11079217;(L/B/S)U template;Boudewijnlaan;70;;;;;;D
KNOKKE - FH01;333127;10551711;(L/B/S)U template;Boudewijnlaan;49;;;;;;D
KNOKKE - FH01;333127;10556169;(L/B/S)U template;Boudewijnlaan;49;;;;;;D
KNOKKE - FH01;333127;11079305;(L/B/S)U template;Boudewijnlaan;49;;;;;;D
KNOKKE - FH01;333264;8355831;(L/B/S)U template;Piers de Raveschootlaan;6;;;;;;D
KNOKKE - FH01;333264;8355832;(L/B/S)U template;Piers de Raveschootlaan;6;;;;;;D
KNOKKE - FH01;333269;11139508;(L/B/S)U template;Piers de Raveschootlaan;43;;;;;;D
KNOKKE - FH01;333269;11139509;(L/B/S)U template;Piers de Raveschootlaan;43;;;;;;D
KNOKKE - FH01;333269;11139510;(L/B/S)U template;Piers de Raveschootlaan;43;;;;;;D
KNOKKE - FH01;333270;8339363;(L/B/S)U template;Piers de Raveschootlaan;52;;;;;;D
KNOKKE - FH01;333270;8343516;(L/B/S)U template;Piers de Raveschootlaan;52;;;;;;D
KNOKKE - FH01;333270;8352206;(L/B/S)U template;Piers de Raveschootlaan;52;;;;;;D
KNOKKE - FH01;333270;8352207;(L/B/S)U template;Piers de Raveschootlaan;52;;;;;;D
KNOKKE - FH01;333270;8357158;(L/B/S)U template;Piers de Raveschootlaan;52;;;;;;D
KNOKKE - FH01;333270;8361632;(L/B/S)U template;Piers de Raveschootlaan;52;;;;;;D
KNOKKE - FH01;333270;8365955;(L/B/S)U template;Piers de Raveschootlaan;52;;;;;;D
KNOKKE - FH01;333285;8333366;(L/B/S)U template;Sebastiaan Nachtegaelestraat;21;;;;;;D
KNOKKE - FH01;333285;8337567;(L/B/S)U template;Sebastiaan Nachtegaelestraat;21;;;;;;D
KNOKKE - FH01;333285;8364124;(L/B/S)U template;Sebastiaan Nachtegaelestraat;21;;;;;;D
KNOKKE - FH01;333286;8344857;(L/B/S)U template;Sebastiaan Nachtegaelestraat;25;;;;;;D
KNOKKE - FH01;333286;8349205;(L/B/S)U template;Sebastiaan Nachtegaelestraat;25;;;;;;D
KNOKKE - FH01;333286;8353396;(L/B/S)U template;Sebastiaan Nachtegaelestraat;25;;;;;;D
KNOKKE - FH01;333291;8347960;(L/B/S)U template;Pepersstraat;2;;;;;;D
KNOKKE - FH01;333291;8365922;(L/B/S)U template;Pepersstraat;2;;;;;;D
KNOKKE - FH01;333293;8365923;(L/B/S)U template;Pepersstraat;8;;;;;;D
KNOKKE - FH01;333293;8365924;(L/B/S)U template;Pepersstraat;8;;;;;;D
KNOKKE - FH01;333302;8341742;(L/B/S)U template;Boudewijnlaan;32;;;;;;D
KNOKKE - FH01;333302;8341743;(L/B/S)U template;Boudewijnlaan;32;;;;;;D
KNOKKE - FH01;333302;8355287;(L/B/S)U template;Boudewijnlaan;32;;;;;;D
KNOKKE - FH01;333463;8364100;(L/B/S)U template;Smedenstraat;43;;;;;;D
KNOKKE - FH01;333463;11079714;(L/B/S)U template;Smedenstraat;43;;;;;;D
KNOKKE - FH01;333465;11079493;(L/B/S)U template;Smedenstraat;26;;;;;;D
KNOKKE - FH01;333465;11079494;(L/B/S)U template;Smedenstraat;26;;;;;;D
KNOKKE - FH01;333465;11079495;(L/B/S)U template;Smedenstraat;26;;;;;;D
KNOKKE - FH01;333465;11079496;(L/B/S)U template;Smedenstraat;26;;;;;;D
KNOKKE - FH01;333465;11079497;(L/B/S)U template;Smedenstraat;26;;;;;;D
KNOKKE - FH01;333465;11079498;(L/B/S)U template;Smedenstraat;26;;;;;;D
KNOKKE - FH01;333474;8365674;(L/B/S)U template;Smedenstraat;17;;;;;;D
KNOKKE - FH01;333474;11079711;(L/B/S)U template;Smedenstraat;17;;;;;;D
KNOKKE - FH01;333482;8356354;(L/B/S)U template;Stadionstraat;2;;;;;;D
KNOKKE - FH01;333482;8356355;(L/B/S)U template;Stadionstraat;2;;;;;;D
KNOKKE - FH01;333483;8332812;(L/B/S)U template;Stadionstraat;4;;;;;;D
KNOKKE - FH01;333483;8341173;(L/B/S)U template;Stadionstraat;4;;;;;;D
KNOKKE - FH01;333494;8337527;(L/B/S)U template;Brandweerstraat;6;;;;;;D
KNOKKE - FH01;333494;8346111;(L/B/S)U template;Brandweerstraat;6;;;;;;D
KNOKKE - FH01;333497;8331631;(L/B/S)U template;Maurice Lippensplein;6;;;;;;D
KNOKKE - FH01;333497;8335917;(L/B/S)U template;Maurice Lippensplein;6;;;;;;D
KNOKKE - FH01;333497;8335918;(L/B/S)U template;Maurice Lippensplein;6;;;;;;D
KNOKKE - FH01;333497;8344416;(L/B/S)U template;Maurice Lippensplein;6;;;;;;D
KNOKKE - FH01;333497;8358034;(L/B/S)U template;Maurice Lippensplein;6;;;;;;D
KNOKKE - FH01;333497;8362344;(L/B/S)U template;Maurice Lippensplein;6;;;;;;D
KNOKKE - FH01;333497;8362345;(L/B/S)U template;Maurice Lippensplein;6;;;;;;D
KNOKKE - FH01;333498;8350491;(L/B/S)U template;Maurice Lippensplein;3;;;;;;D
KNOKKE - FH01;333498;8350492;(L/B/S)U template;Maurice Lippensplein;3;;;;;;D
KNOKKE - FH01;333498;8350493;(L/B/S)U template;Maurice Lippensplein;3;;;;;;D
KNOKKE - FH01;333498;8350494;(L/B/S)U template;Maurice Lippensplein;3;;;;;;D
KNOKKE - FH01;333498;11079646;(L/B/S)U template;Maurice Lippensplein;3;;;;;;D
KNOKKE - FH01;333498;11079647;(L/B/S)U template;Maurice Lippensplein;3;;;;;;D
KNOKKE - FH01;333501;11139345;(L/B/S)U template;Maurice Lippensplein;9;;;;;;D
KNOKKE - FH01;333501;11139346;(L/B/S)U template;Maurice Lippensplein;9;;;;;;D
KNOKKE - FH01;333504;8337023;(L/B/S)U template;Natienlaan;17;;;;;;D
KNOKKE - FH01;333504;11139500;(L/B/S)U template;Natienlaan;17;;;;;;D
KNOKKE - FH01;333545;8348825;(L/B/S)U template;Van Steenestraat;1;;;;;;D
KNOKKE - FH01;335938;8336795;(L/B/S)U template;Pepersstraat;13;;;;;;D
KNOKKE - FH01;335938;8336796;(L/B/S)U template;Pepersstraat;13;;;;;;D
KNOKKE - FH01;335942;8340411;(L/B/S)U template;Burg. Camille Deckersstraat;6;;;;;;D
KNOKKE - FH01;335942;8363272;(L/B/S)U template;Burg. Camille Deckersstraat;6;;;;;;D
KNOKKE - FH01;335943;8358494;(L/B/S)U template;Alfred Verweeplein;2;;;;;;D
KNOKKE - FH01;335943;11079192;(L/B/S)U template;Alfred Verweeplein;2;;;;;;D
KNOKKE - FH01;335968;8338864;(L/B/S)U template;Boudewijnlaan;1;;;;;;D
