Projectnummer;LAM MK;LU Key;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;Prov Status;Prov Reason;Prov Status LU;Prov Reason LU
ANTWERPEN-WEST - FH01;1960565;11077192;(L/B/S)U template;Kattendijkdok-Oostkaai;7;;;;;
ANTWERPEN-WEST - FH01;1960566;1852883;(L/B/S)U template;Kattendijkdok-Oostkaai;8;;;;;
ANTWERPEN-WEST - FH01;1960566;1853014;(L/B/S)U template;Kattendijkdok-Oostkaai;8;;;;;
ANTWERPEN-WEST - FH01;1960566;1853307;(L/B/S)U template;Kattendijkdok-Oostkaai;8;;;;;
ANTWERPEN-WEST - FH01;1960566;1853544;(L/B/S)U template;Kattendijkdok-Oostkaai;8;;;;;
ANTWERPEN-WEST - FH01;1960567;1868031;(L/B/S)U template;Kattendijkdok-Oostkaai;9;;;;;
ANTWERPEN-WEST - FH01;1960567;11077205;(L/B/S)U template;Kattendijkdok-Oostkaai;9;;;;;
ANTWERPEN-WEST - FH01;1960567;11077206;(L/B/S)U template;Kattendijkdok-Oostkaai;9;;;;;
ANTWERPEN-WEST - FH01;1960567;11077207;(L/B/S)U template;Kattendijkdok-Oostkaai;9;;;;;
ANTWERPEN-WEST - FH01;1960567;11077208;(L/B/S)U template;Kattendijkdok-Oostkaai;9;;;;;
ANTWERPEN-WEST - FH01;1960567;11077209;(L/B/S)U template;Kattendijkdok-Oostkaai;9;;;;;
ANTWERPEN-WEST - FH01;1960567;11077210;(L/B/S)U template;Kattendijkdok-Oostkaai;9;;;;;
ANTWERPEN-WEST - FH01;1960567;11077211;(L/B/S)U template;Kattendijkdok-Oostkaai;9;;;;;
ANTWERPEN-WEST - FH01;1960567;11077213;(L/B/S)U template;Kattendijkdok-Oostkaai;9;;;;;
ANTWERPEN-WEST - FH01;1960569;1630971;(L/B/S)U template;Kattendijkdok-Oostkaai;11;;;;;
ANTWERPEN-WEST - FH01;1960569;1630972;(L/B/S)U template;Kattendijkdok-Oostkaai;11;;;;;
ANTWERPEN-WEST - FH01;1960569;1630973;(L/B/S)U template;Kattendijkdok-Oostkaai;11;;;;;
ANTWERPEN-WEST - FH01;1960569;1630974;(L/B/S)U template;Kattendijkdok-Oostkaai;11;;;;;
ANTWERPEN-WEST - FH01;1960569;11077196;(L/B/S)U template;Kattendijkdok-Oostkaai;11;;;;;
ANTWERPEN-WEST - FH01;1960569;11077197;(L/B/S)U template;Kattendijkdok-Oostkaai;11;;;;;
ANTWERPEN-WEST - FH01;1960569;11077198;(L/B/S)U template;Kattendijkdok-Oostkaai;11;;;;;
ANTWERPEN-WEST - FH01;1960570;1640490;(L/B/S)U template;Kattendijkdok-Oostkaai;12;;;;;
ANTWERPEN-WEST - FH01;1960570;11077214;(L/B/S)U template;Kattendijkdok-Oostkaai;12;;;;;
ANTWERPEN-WEST - FH01;1960571;1645491;(L/B/S)U template;Kattendijkdok-Oostkaai;13;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960571;1645631;(L/B/S)U template;Kattendijkdok-Oostkaai;13;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960571;1645735;(L/B/S)U template;Kattendijkdok-Oostkaai;13;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960571;1645869;(L/B/S)U template;Kattendijkdok-Oostkaai;13;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960571;1645931;(L/B/S)U template;Kattendijkdok-Oostkaai;13;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960571;1646002;(L/B/S)U template;Kattendijkdok-Oostkaai;13;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960571;1646452;(L/B/S)U template;Kattendijkdok-Oostkaai;13;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960571;1646453;(L/B/S)U template;Kattendijkdok-Oostkaai;13;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960572;1655320;(L/B/S)U template;Kattendijkdok-Oostkaai;14;;;;;
ANTWERPEN-WEST - FH01;1960573;1662307;(L/B/S)U template;Kattendijkdok-Oostkaai;15;;;;;
ANTWERPEN-WEST - FH01;1960573;11077199;(L/B/S)U template;Kattendijkdok-Oostkaai;15;;;;;
ANTWERPEN-WEST - FH01;1960573;11077200;(L/B/S)U template;Kattendijkdok-Oostkaai;15;;;;;
ANTWERPEN-WEST - FH01;1960577;10364945;(L/B/S)U template;Kattendijkdok-Westkaai;21;;;;;
ANTWERPEN-WEST - FH01;1960580;1719379;(L/B/S)U template;Kattendijkdok-Westkaai;25;;;;;
ANTWERPEN-WEST - FH01;1960580;1719581;(L/B/S)U template;Kattendijkdok-Westkaai;25;;;;;
ANTWERPEN-WEST - FH01;1960580;1719756;(L/B/S)U template;Kattendijkdok-Westkaai;25;;;;;
ANTWERPEN-WEST - FH01;1960580;1719853;(L/B/S)U template;Kattendijkdok-Westkaai;25;;;;;
ANTWERPEN-WEST - FH01;1960581;10413022;(L/B/S)U template;Kattendijkdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1960581;10413210;(L/B/S)U template;Kattendijkdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1960581;10413308;(L/B/S)U template;Kattendijkdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1960581;10413347;(L/B/S)U template;Kattendijkdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1960581;10415447;(L/B/S)U template;Kattendijkdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1960581;11081610;(L/B/S)U template;Kattendijkdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1960582;1729353;(L/B/S)U template;Kattendijkdok-Westkaai;27;;;;;
ANTWERPEN-WEST - FH01;1960582;1729354;(L/B/S)U template;Kattendijkdok-Westkaai;27;;;;;
ANTWERPEN-WEST - FH01;1960582;11077215;(L/B/S)U template;Kattendijkdok-Westkaai;27;;;;;
ANTWERPEN-WEST - FH01;1960582;11077216;(L/B/S)U template;Kattendijkdok-Westkaai;27;;;;;
ANTWERPEN-WEST - FH01;1960582;11077217;(L/B/S)U template;Kattendijkdok-Westkaai;27;;;;;
ANTWERPEN-WEST - FH01;1960582;11077218;(L/B/S)U template;Kattendijkdok-Westkaai;27;;;;;
ANTWERPEN-WEST - FH01;1960582;11077219;(L/B/S)U template;Kattendijkdok-Westkaai;27;;;;;
ANTWERPEN-WEST - FH01;1960583;1732882;(L/B/S)U template;Kattendijkdok-Westkaai;28;;;;;
ANTWERPEN-WEST - FH01;1960583;1732883;(L/B/S)U template;Kattendijkdok-Westkaai;28;;;;;
ANTWERPEN-WEST - FH01;1960583;11077220;(L/B/S)U template;Kattendijkdok-Westkaai;28;;;;;
ANTWERPEN-WEST - FH01;1960583;11184270;(L/B/S)U template;Kattendijkdok-Westkaai;28;;;;;
ANTWERPEN-WEST - FH01;1960584;1736524;(L/B/S)U template;Kattendijkdok-Westkaai;29;;;;;
ANTWERPEN-WEST - FH01;1960584;1736525;(L/B/S)U template;Kattendijkdok-Westkaai;29;;;;;
ANTWERPEN-WEST - FH01;1960584;1736526;(L/B/S)U template;Kattendijkdok-Westkaai;29;;;;;
ANTWERPEN-WEST - FH01;1960584;1736527;(L/B/S)U template;Kattendijkdok-Westkaai;29;;;;;
ANTWERPEN-WEST - FH01;1960584;1736528;(L/B/S)U template;Kattendijkdok-Westkaai;29;;;;;
ANTWERPEN-WEST - FH01;1960584;1736529;(L/B/S)U template;Kattendijkdok-Westkaai;29;;;;;
ANTWERPEN-WEST - FH01;1960584;1736530;(L/B/S)U template;Kattendijkdok-Westkaai;29;;;;;
ANTWERPEN-WEST - FH01;1960584;1736531;(L/B/S)U template;Kattendijkdok-Westkaai;29;;;;;
ANTWERPEN-WEST - FH01;1960584;1736532;(L/B/S)U template;Kattendijkdok-Westkaai;29;;;;;
ANTWERPEN-WEST - FH01;1960586;1748862;(L/B/S)U template;Kattendijkdok-Westkaai;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;1751986;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;11077221;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;11077222;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;11077223;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;11077224;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;11077225;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;11077226;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;11077227;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;11077228;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960587;11077229;(L/B/S)U template;Kattendijkdok-Westkaai;32;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1960880;1824536;(L/B/S)U template;Kempischdok-Westkaai;6;;;;;
ANTWERPEN-WEST - FH01;1960881;1856149;(L/B/S)U template;Kempischdok-Westkaai;8;;;;;
ANTWERPEN-WEST - FH01;1960881;11077236;(L/B/S)U template;Kempischdok-Westkaai;8;;;;;
ANTWERPEN-WEST - FH01;1960882;1640491;(L/B/S)U template;Kempischdok-Westkaai;12;;;;;
ANTWERPEN-WEST - FH01;1960885;11076467;(L/B/S)U template;Kempischdok-Westkaai;28;;;;;
ANTWERPEN-WEST - FH01;1960885;11076468;(L/B/S)U template;Kempischdok-Westkaai;28;;;;;
ANTWERPEN-WEST - FH01;1960885;11076469;(L/B/S)U template;Kempischdok-Westkaai;28;;;;;
ANTWERPEN-WEST - FH01;1960885;11076470;(L/B/S)U template;Kempischdok-Westkaai;28;;;;;
ANTWERPEN-WEST - FH01;1960886;1745182;(L/B/S)U template;Kempischdok-Westkaai;30;;;;;
ANTWERPEN-WEST - FH01;1960886;1745183;(L/B/S)U template;Kempischdok-Westkaai;30;;;;;
ANTWERPEN-WEST - FH01;1960886;1745184;(L/B/S)U template;Kempischdok-Westkaai;30;;;;;
ANTWERPEN-WEST - FH01;1960886;11077241;(L/B/S)U template;Kempischdok-Westkaai;30;;;;;
ANTWERPEN-WEST - FH01;1960887;1751988;(L/B/S)U template;Kempischdok-Westkaai;32;;;;;
ANTWERPEN-WEST - FH01;1960887;11077243;(L/B/S)U template;Kempischdok-Westkaai;32;;;;;
ANTWERPEN-WEST - FH01;1960887;11077244;(L/B/S)U template;Kempischdok-Westkaai;32;;;;;
ANTWERPEN-WEST - FH01;1960887;11077245;(L/B/S)U template;Kempischdok-Westkaai;32;;;;;
ANTWERPEN-WEST - FH01;1960888;1758055;(L/B/S)U template;Kempischdok-Westkaai;34;;;;;
ANTWERPEN-WEST - FH01;1960888;11077246;(L/B/S)U template;Kempischdok-Westkaai;34;;;;;
ANTWERPEN-WEST - FH01;1960890;1849836;(L/B/S)U template;Kempischdok-Westkaai;76;;;;;
ANTWERPEN-WEST - FH01;1960890;1849837;(L/B/S)U template;Kempischdok-Westkaai;76;;;;;
ANTWERPEN-WEST - FH01;1960890;11077251;(L/B/S)U template;Kempischdok-Westkaai;76;;;;;
ANTWERPEN-WEST - FH01;1960890;11077252;(L/B/S)U template;Kempischdok-Westkaai;76;;;;;
ANTWERPEN-WEST - FH01;1960891;1851705;(L/B/S)U template;Kempischdok-Westkaai;78;;;;;
ANTWERPEN-WEST - FH01;1960891;1851706;(L/B/S)U template;Kempischdok-Westkaai;78;;;;;
ANTWERPEN-WEST - FH01;1960891;1851707;(L/B/S)U template;Kempischdok-Westkaai;78;;;;;
ANTWERPEN-WEST - FH01;1960891;11077254;(L/B/S)U template;Kempischdok-Westkaai;78;;;;;
ANTWERPEN-WEST - FH01;1960892;1857576;(L/B/S)U template;Kempischdok-Westkaai;80;;;;;
ANTWERPEN-WEST - FH01;1960892;1857577;(L/B/S)U template;Kempischdok-Westkaai;80;;;;;
ANTWERPEN-WEST - FH01;1960892;1857578;(L/B/S)U template;Kempischdok-Westkaai;80;;;;;
ANTWERPEN-WEST - FH01;1960892;1857579;(L/B/S)U template;Kempischdok-Westkaai;80;;;;;
ANTWERPEN-WEST - FH01;1960892;1857580;(L/B/S)U template;Kempischdok-Westkaai;80;;;;;
ANTWERPEN-WEST - FH01;1960892;1857581;(L/B/S)U template;Kempischdok-Westkaai;80;;;;;
ANTWERPEN-WEST - FH01;1960893;1859331;(L/B/S)U template;Kempischdok-Westkaai;82;;;;;
ANTWERPEN-WEST - FH01;1960893;1859332;(L/B/S)U template;Kempischdok-Westkaai;82;;;;;
ANTWERPEN-WEST - FH01;1960897;1622338;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1960897;1622339;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1960897;11078165;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1960897;11078166;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1960897;11078167;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1960897;11078168;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1960897;11078169;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1960897;11078170;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1960897;11078171;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1960897;11078172;(L/B/S)U template;Kempischdok-Westkaai;100;;;;;
ANTWERPEN-WEST - FH01;1970926;1738200;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1738201;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1738718;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1738719;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739034;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739035;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739083;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739129;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739130;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739131;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739132;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739383;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739827;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739828;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970926;1739831;(L/B/S)U template;Kribbestraat;3;;;;;
ANTWERPEN-WEST - FH01;1970933;11077019;(L/B/S)U template;Kribbestraat;4;;;;;
ANTWERPEN-WEST - FH01;1970943;1824035;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077257;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077258;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077259;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077260;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077261;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077262;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077263;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077264;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077265;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970943;11077266;(L/B/S)U template;Kribbestraat;6;;;;;
ANTWERPEN-WEST - FH01;1970946;1855674;(L/B/S)U template;Kribbestraat;8;;;;;
ANTWERPEN-WEST - FH01;1970946;1855675;(L/B/S)U template;Kribbestraat;8;;;;;
ANTWERPEN-WEST - FH01;1970946;1855676;(L/B/S)U template;Kribbestraat;8;;;;;
ANTWERPEN-WEST - FH01;1970954;1620715;(L/B/S)U template;Kribbestraat;10;;;;;
ANTWERPEN-WEST - FH01;1970954;10357838;(L/B/S)U template;Kribbestraat;10;;;;;
ANTWERPEN-WEST - FH01;1970954;10357839;(L/B/S)U template;Kribbestraat;10;;;;;
ANTWERPEN-WEST - FH01;1970954;11077267;(L/B/S)U template;Kribbestraat;10;;;;;
ANTWERPEN-WEST - FH01;1970973;1647768;(L/B/S)U template;Kribbestraat;13;;;;;
ANTWERPEN-WEST - FH01;1970973;1647769;(L/B/S)U template;Kribbestraat;13;;;;;
ANTWERPEN-WEST - FH01;1970973;1647770;(L/B/S)U template;Kribbestraat;13;;;;;
ANTWERPEN-WEST - FH01;1970973;11077268;(L/B/S)U template;Kribbestraat;13;;;;;
ANTWERPEN-WEST - FH01;1970980;1661810;(L/B/S)U template;Kribbestraat;15;;;;;
ANTWERPEN-WEST - FH01;1970980;11077270;(L/B/S)U template;Kribbestraat;15;;;;;
ANTWERPEN-WEST - FH01;1970980;11077271;(L/B/S)U template;Kribbestraat;15;;;;;
ANTWERPEN-WEST - FH01;1970984;11077053;(L/B/S)U template;Kribbestraat;18;;;;;
ANTWERPEN-WEST - FH01;1970984;11077054;(L/B/S)U template;Kribbestraat;18;;;;;
ANTWERPEN-WEST - FH01;1970984;11077055;(L/B/S)U template;Kribbestraat;18;;;;;
ANTWERPEN-WEST - FH01;1970988;11077056;(L/B/S)U template;Kribbestraat;20;;;;;
ANTWERPEN-WEST - FH01;1984031;11184273;(L/B/S)U template;Sint-Laureiskaai;9;;;;;
ANTWERPEN-WEST - FH01;1984031;11076671;(L/B/S)U template;Sint-Laureiskaai;9;;;;;
ANTWERPEN-WEST - FH01;1984031;11076672;(L/B/S)U template;Sint-Laureiskaai;9;;;;;
ANTWERPEN-WEST - FH01;1984033;1646479;(L/B/S)U template;Sint-Laureiskaai;13;;;;;
ANTWERPEN-WEST - FH01;1986445;1741586;(L/B/S)U template;Oudeleeuwenrui;3;;;;;
ANTWERPEN-WEST - FH01;1986450;1802731;(L/B/S)U template;Oudeleeuwenrui;5;;;;;
ANTWERPEN-WEST - FH01;1986469;11077063;(L/B/S)U template;Oudeleeuwenrui;15;;;;;
ANTWERPEN-WEST - FH01;1986469;11077064;(L/B/S)U template;Oudeleeuwenrui;15;;;;;
ANTWERPEN-WEST - FH01;1986469;11077065;(L/B/S)U template;Oudeleeuwenrui;15;;;;;
ANTWERPEN-WEST - FH01;1986483;11076353;(L/B/S)U template;Oudeleeuwenrui;21;;;;;
ANTWERPEN-WEST - FH01;1986483;11076354;(L/B/S)U template;Oudeleeuwenrui;21;;;;;
ANTWERPEN-WEST - FH01;1986483;11076355;(L/B/S)U template;Oudeleeuwenrui;21;;;;;
ANTWERPEN-WEST - FH01;1986483;11076356;(L/B/S)U template;Oudeleeuwenrui;21;;;;;
ANTWERPEN-WEST - FH01;1986487;10410527;(L/B/S)U template;Oudeleeuwenrui;23;;;;;
ANTWERPEN-WEST - FH01;1986500;11076362;(L/B/S)U template;Oudeleeuwenrui;27;;;;;
ANTWERPEN-WEST - FH01;1986500;11076358;(L/B/S)U template;Oudeleeuwenrui;27;;;;;
ANTWERPEN-WEST - FH01;1986500;11076359;(L/B/S)U template;Oudeleeuwenrui;27;;;;;
ANTWERPEN-WEST - FH01;1986500;11076360;(L/B/S)U template;Oudeleeuwenrui;27;;;;;
ANTWERPEN-WEST - FH01;1986500;11076361;(L/B/S)U template;Oudeleeuwenrui;27;;;;;
ANTWERPEN-WEST - FH01;1986516;1760813;(L/B/S)U template;Oudeleeuwenrui;35;;;;;
ANTWERPEN-WEST - FH01;1986516;1760814;(L/B/S)U template;Oudeleeuwenrui;35;;;;;
ANTWERPEN-WEST - FH01;1986516;10364759;(L/B/S)U template;Oudeleeuwenrui;35;;;;;
ANTWERPEN-WEST - FH01;1986523;11076363;(L/B/S)U template;Oudeleeuwenrui;37;A;;;;
ANTWERPEN-WEST - FH01;1986523;11076364;(L/B/S)U template;Oudeleeuwenrui;37;A;;;;
ANTWERPEN-WEST - FH01;1992472;1739947;(L/B/S)U template;Londenstraat;3;;;;;
ANTWERPEN-WEST - FH01;1992477;1803341;(L/B/S)U template;Londenstraat;5;;;;;
ANTWERPEN-WEST - FH01;1992477;11077295;(L/B/S)U template;Londenstraat;5;;;;;
ANTWERPEN-WEST - FH01;1992477;11077296;(L/B/S)U template;Londenstraat;5;;;;;
ANTWERPEN-WEST - FH01;1992477;11077297;(L/B/S)U template;Londenstraat;5;;;;;
ANTWERPEN-WEST - FH01;1992481;1824036;(L/B/S)U template;Londenstraat;6;;;;;
ANTWERPEN-WEST - FH01;1992481;1824037;(L/B/S)U template;Londenstraat;6;;;;;
ANTWERPEN-WEST - FH01;1992481;11077299;(L/B/S)U template;Londenstraat;6;;;;;
ANTWERPEN-WEST - FH01;1992481;11077300;(L/B/S)U template;Londenstraat;6;;;;;
ANTWERPEN-WEST - FH01;1992482;1839107;(L/B/S)U template;Catharina Pepijnstraat;7;;;;;
ANTWERPEN-WEST - FH01;1992482;1839360;(L/B/S)U template;Catharina Pepijnstraat;7;;;;;
ANTWERPEN-WEST - FH01;1992485;1855677;(L/B/S)U template;Londenstraat;8;;;;;
ANTWERPEN-WEST - FH01;1992486;11076979;(L/B/S)U template;Catharina Pepijnstraat;9;;;;;
ANTWERPEN-WEST - FH01;1992488;1617640;(L/B/S)U template;Londenstraat;10;;;;;
ANTWERPEN-WEST - FH01;1992488;1618937;(L/B/S)U template;Londenstraat;10;;;;;
ANTWERPEN-WEST - FH01;1992494;11076619;(L/B/S)U template;Londenstraat;13;;;;;
ANTWERPEN-WEST - FH01;1992495;1668351;(L/B/S)U template;Londenstraat;16;;;;;
ANTWERPEN-WEST - FH01;1992496;11076625;(L/B/S)U template;Londenstraat;17;;;;;
ANTWERPEN-WEST - FH01;1992496;11076626;(L/B/S)U template;Londenstraat;17;;;;;
ANTWERPEN-WEST - FH01;1992496;11076627;(L/B/S)U template;Londenstraat;17;;;;;
ANTWERPEN-WEST - FH01;1992496;11076628;(L/B/S)U template;Londenstraat;17;;;;;
ANTWERPEN-WEST - FH01;1992496;11076629;(L/B/S)U template;Londenstraat;17;;;;;
ANTWERPEN-WEST - FH01;1992496;11076630;(L/B/S)U template;Londenstraat;17;;;;;
ANTWERPEN-WEST - FH01;1992496;11076631;(L/B/S)U template;Londenstraat;17;;;;;
ANTWERPEN-WEST - FH01;1992496;11076632;(L/B/S)U template;Londenstraat;17;;;;;
ANTWERPEN-WEST - FH01;1992508;10362910;(L/B/S)U template;Londenstraat;21;;;;;
ANTWERPEN-WEST - FH01;1992508;10362911;(L/B/S)U template;Londenstraat;21;;;;;
ANTWERPEN-WEST - FH01;1992508;10362912;(L/B/S)U template;Londenstraat;21;;;;;
ANTWERPEN-WEST - FH01;1992508;11077321;(L/B/S)U template;Londenstraat;21;;;;;
ANTWERPEN-WEST - FH01;1992508;11077322;(L/B/S)U template;Londenstraat;21;;;;;
ANTWERPEN-WEST - FH01;1992511;10368462;(L/B/S)U template;Londenstraat;23;;;;;
ANTWERPEN-WEST - FH01;1992511;10368573;(L/B/S)U template;Londenstraat;23;;;;;
ANTWERPEN-WEST - FH01;1992511;10372116;(L/B/S)U template;Londenstraat;23;;;;;
ANTWERPEN-WEST - FH01;1992511;10372342;(L/B/S)U template;Londenstraat;23;;;;;
ANTWERPEN-WEST - FH01;1992511;11077302;(L/B/S)U template;Londenstraat;23;;;;;
ANTWERPEN-WEST - FH01;1992517;1717218;(L/B/S)U template;Londenstraat;24;;;;;
ANTWERPEN-WEST - FH01;1992517;11077323;(L/B/S)U template;Londenstraat;24;;;;;
ANTWERPEN-WEST - FH01;1992517;11077324;(L/B/S)U template;Londenstraat;24;;;;;
ANTWERPEN-WEST - FH01;1992517;11077325;(L/B/S)U template;Londenstraat;24;;;;;
ANTWERPEN-WEST - FH01;1992517;11077326;(L/B/S)U template;Londenstraat;24;;;;;
ANTWERPEN-WEST - FH01;1992517;11077327;(L/B/S)U template;Londenstraat;24;;;;;
ANTWERPEN-WEST - FH01;1992519;1721595;(L/B/S)U template;Londenstraat;25;;;;;
ANTWERPEN-WEST - FH01;1992519;11077304;(L/B/S)U template;Londenstraat;25;;;;;
ANTWERPEN-WEST - FH01;1992528;1729355;(L/B/S)U template;Londenstraat;27;;;;;
ANTWERPEN-WEST - FH01;1992528;11077305;(L/B/S)U template;Londenstraat;27;;;;;
ANTWERPEN-WEST - FH01;1992528;11077306;(L/B/S)U template;Londenstraat;27;;;;;
ANTWERPEN-WEST - FH01;1992528;11077307;(L/B/S)U template;Londenstraat;27;;;;;
ANTWERPEN-WEST - FH01;1992528;11077308;(L/B/S)U template;Londenstraat;27;;;;;
ANTWERPEN-WEST - FH01;1992540;1734446;(L/B/S)U template;Londenstraat;29;;;;;
ANTWERPEN-WEST - FH01;1992540;1735237;(L/B/S)U template;Londenstraat;29;;;;;
ANTWERPEN-WEST - FH01;1992540;11077310;(L/B/S)U template;Londenstraat;29;;;;;
ANTWERPEN-WEST - FH01;1992540;11077311;(L/B/S)U template;Londenstraat;29;;;;;
ANTWERPEN-WEST - FH01;1992540;11077312;(L/B/S)U template;Londenstraat;29;;;;;
ANTWERPEN-WEST - FH01;1992550;1770242;(L/B/S)U template;Londenstraat;39;;;;;
ANTWERPEN-WEST - FH01;1992553;11077328;(L/B/S)U template;Londenstraat;40;;;;;
ANTWERPEN-WEST - FH01;1992555;11077329;(L/B/S)U template;Londenstraat;42;;;;;
ANTWERPEN-WEST - FH01;1992559;1785662;(L/B/S)U template;Londenstraat;43;;;;;
ANTWERPEN-WEST - FH01;1992561;1787730;(L/B/S)U template;Londenstraat;44;;;;;
ANTWERPEN-WEST - FH01;1992561;1787731;(L/B/S)U template;Londenstraat;44;;;;;
ANTWERPEN-WEST - FH01;1992561;1787732;(L/B/S)U template;Londenstraat;44;;;;;
ANTWERPEN-WEST - FH01;1992561;1787733;(L/B/S)U template;Londenstraat;44;;;;;
ANTWERPEN-WEST - FH01;1992564;1789162;(L/B/S)U template;Londenstraat;45;;;;;
ANTWERPEN-WEST - FH01;1992566;1792621;(L/B/S)U template;Londenstraat;46;;;;;
ANTWERPEN-WEST - FH01;1992566;1792622;(L/B/S)U template;Londenstraat;46;;;;;
ANTWERPEN-WEST - FH01;1992570;1796308;(L/B/S)U template;Londenstraat;48;;;;;
ANTWERPEN-WEST - FH01;1992570;1796309;(L/B/S)U template;Londenstraat;48;;;;;
ANTWERPEN-WEST - FH01;1992570;1796310;(L/B/S)U template;Londenstraat;48;;;;;
