Projectnummer;LAM MK;LU Key;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;Prov Status;Prov Reason;Prov Status LU;Prov Reason LU
ANTWERPEN-WEST - FH01;1088758;11077425;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077426;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077427;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077429;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077430;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077431;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077432;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077433;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077434;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077435;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077436;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077437;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077438;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077439;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077440;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077441;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077442;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077443;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10412618;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10412619;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10412620;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10412621;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10412622;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10412624;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413258;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413259;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413260;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413261;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413262;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413263;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413264;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413265;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413266;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10413990;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10415052;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10415053;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10415054;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10415077;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10415504;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10415505;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10417073;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;10417198;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077331;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077332;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077333;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077334;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077335;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077336;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077337;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077338;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077339;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077340;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077341;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077342;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077343;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077344;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077345;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077346;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077347;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077348;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077349;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077350;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077351;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077352;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077353;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077354;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077355;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077356;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077357;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077358;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077359;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077360;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077361;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077362;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077363;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077364;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077365;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077366;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077367;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077368;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077369;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077370;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077371;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077372;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077373;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077374;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077375;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077376;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077377;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077378;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077379;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077380;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077381;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077382;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077383;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077384;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077385;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077386;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077387;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077388;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077389;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077390;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077391;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077392;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077393;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077394;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077395;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077396;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077397;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077398;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077399;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077400;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077401;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077402;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077403;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077404;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077405;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077406;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077407;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077408;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077409;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077410;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077411;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077412;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077413;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077414;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077415;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077416;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077417;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077418;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077419;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077420;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077421;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088758;11077422;(L/B/S)U template;Londenstraat;60;;;;;
ANTWERPEN-WEST - FH01;1088919;1666171;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;10364770;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;11078095;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;11078096;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;11078097;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;11078098;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;11078099;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;11078100;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;11078101;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;11078102;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088919;11078103;(L/B/S)U template;Entrepotplaats;16;;;;;
ANTWERPEN-WEST - FH01;1088922;1801369;(L/B/S)U template;Adriaan Brouwerstraat;5;;;;;
ANTWERPEN-WEST - FH01;1088925;11076365;(L/B/S)U template;Oudeleeuwenrui;39;;;;;
ANTWERPEN-WEST - FH01;1088925;11076366;(L/B/S)U template;Oudeleeuwenrui;39;;;;;
ANTWERPEN-WEST - FH01;1089007;10364963;(L/B/S)U template;Indiestraat;12;;;;;
ANTWERPEN-WEST - FH01;1090148;1731034;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731046;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731047;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731174;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731175;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731190;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731282;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731285;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731338;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731379;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731381;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731439;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;1731445;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077155;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077156;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077157;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077158;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077159;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077160;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077161;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077162;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077163;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077164;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077165;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1090148;11077166;(L/B/S)U template;Godefriduskaai;28;;;;;
ANTWERPEN-WEST - FH01;1128020;10411633;(L/B/S)U template;Verbindingsdok-Westkaai;24;;;;;
ANTWERPEN-WEST - FH01;1128021;1731019;(L/B/S)U template;Amsterdamstraat;28;;;;;
ANTWERPEN-WEST - FH01;1128021;1731271;(L/B/S)U template;Amsterdamstraat;28;;;;;
ANTWERPEN-WEST - FH01;1128021;1731351;(L/B/S)U template;Amsterdamstraat;28;;;;;
ANTWERPEN-WEST - FH01;1128021;11078052;(L/B/S)U template;Amsterdamstraat;28;;;;;
ANTWERPEN-WEST - FH01;1128021;11078053;(L/B/S)U template;Amsterdamstraat;28;;;;;
ANTWERPEN-WEST - FH01;1128021;11078054;(L/B/S)U template;Amsterdamstraat;28;;;;;
ANTWERPEN-WEST - FH01;1128022;1751686;(L/B/S)U template;Amsterdamstraat;32;;;;;
ANTWERPEN-WEST - FH01;1128022;1751687;(L/B/S)U template;Amsterdamstraat;32;;;;;
ANTWERPEN-WEST - FH01;1128022;1751688;(L/B/S)U template;Amsterdamstraat;32;;;;;
ANTWERPEN-WEST - FH01;1128022;1751689;(L/B/S)U template;Amsterdamstraat;32;;;;;
ANTWERPEN-WEST - FH01;1128023;1744831;(L/B/S)U template;Amsterdamstraat;30;;;;;
ANTWERPEN-WEST - FH01;1128023;1744832;(L/B/S)U template;Amsterdamstraat;30;;;;;
ANTWERPEN-WEST - FH01;1128023;1744833;(L/B/S)U template;Amsterdamstraat;30;;;;;
ANTWERPEN-WEST - FH01;1128023;1744834;(L/B/S)U template;Amsterdamstraat;30;;;;;
ANTWERPEN-WEST - FH01;1128023;1744835;(L/B/S)U template;Amsterdamstraat;30;;;;;
ANTWERPEN-WEST - FH01;1128023;11078055;(L/B/S)U template;Amsterdamstraat;30;;;;;
ANTWERPEN-WEST - FH01;1128023;11078056;(L/B/S)U template;Amsterdamstraat;30;;;;;
ANTWERPEN-WEST - FH01;1128025;10411281;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128025;10411363;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128025;10411414;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128025;10412536;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128025;10412751;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128025;10412753;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128025;10412755;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128025;10412757;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128025;10412759;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128025;10416766;(L/B/S)U template;Nassaustraat;31;;B;BOWN;B;BOWN
ANTWERPEN-WEST - FH01;1128026;1766236;(L/B/S)U template;Nassaustraat;37;;;;;
ANTWERPEN-WEST - FH01;1128026;11077568;(L/B/S)U template;Nassaustraat;37;;;;;
ANTWERPEN-WEST - FH01;1128028;10412238;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10412239;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10412361;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10412362;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10412472;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10412473;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10412474;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10412549;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10412550;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10412551;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;10415071;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;11077572;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128028;11077573;(L/B/S)U template;Nassaustraat;4;;;;;
ANTWERPEN-WEST - FH01;1128029;1723418;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723435;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723577;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723593;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723723;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723736;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723810;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723816;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723870;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723875;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1723896;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1724048;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128029;1724049;(L/B/S)U template;Verbindingsdok-Westkaai;26;;;;;
ANTWERPEN-WEST - FH01;1128032;11077017;(L/B/S)U template;Londenstraat;30;;;;;
ANTWERPEN-WEST - FH01;1128032;11077018;(L/B/S)U template;Londenstraat;30;;;;;
ANTWERPEN-WEST - FH01;1128033;1628474;(L/B/S)U template;Kribbestraat;11;;;;;
ANTWERPEN-WEST - FH01;1128033;1628599;(L/B/S)U template;Kribbestraat;11;;;;;
ANTWERPEN-WEST - FH01;1128033;10413787;(L/B/S)U template;Kribbestraat;11;;;;;
ANTWERPEN-WEST - FH01;1128033;10415452;(L/B/S)U template;Kribbestraat;11;;;;;
ANTWERPEN-WEST - FH01;1128034;1798167;(L/B/S)U template;Napoleonkaai;49;;;;;
ANTWERPEN-WEST - FH01;1128034;1798168;(L/B/S)U template;Napoleonkaai;49;;;;;
ANTWERPEN-WEST - FH01;1128034;1798169;(L/B/S)U template;Napoleonkaai;49;;;;;
ANTWERPEN-WEST - FH01;1128034;11077523;(L/B/S)U template;Napoleonkaai;49;;;;;
ANTWERPEN-WEST - FH01;1128034;11184310;(L/B/S)U template;Napoleonkaai;49;;;;;
ANTWERPEN-WEST - FH01;1128035;1806600;(L/B/S)U template;Napoleonkaai;51;;;;;
ANTWERPEN-WEST - FH01;1128035;10410938;(L/B/S)U template;Napoleonkaai;51;;;;;
ANTWERPEN-WEST - FH01;1128035;10411035;(L/B/S)U template;Napoleonkaai;51;;;;;
ANTWERPEN-WEST - FH01;1128035;10411100;(L/B/S)U template;Napoleonkaai;51;;;;;
ANTWERPEN-WEST - FH01;1128035;10411144;(L/B/S)U template;Napoleonkaai;51;;;;;
ANTWERPEN-WEST - FH01;1128035;10412782;(L/B/S)U template;Napoleonkaai;51;;;;;
ANTWERPEN-WEST - FH01;1128036;1814434;(L/B/S)U template;Napoleonkaai;55;;;;;
ANTWERPEN-WEST - FH01;1128036;1814435;(L/B/S)U template;Napoleonkaai;55;;;;;
ANTWERPEN-WEST - FH01;1128036;1814436;(L/B/S)U template;Napoleonkaai;55;;;;;
ANTWERPEN-WEST - FH01;1128037;1668791;(L/B/S)U template;Kattendijkdok-Westkaai;16;;;;;
ANTWERPEN-WEST - FH01;1195063;10373245;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375542;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375543;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375544;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375545;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375546;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375547;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375548;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375549;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375550;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375551;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375552;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375553;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375554;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375555;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375556;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375557;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375558;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10375559;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10376068;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
ANTWERPEN-WEST - FH01;1195063;10376069;(L/B/S)U template;Kattendijkdok-Westkaai;41;;;;;
